user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
GCA_027081755.1_ASM2708175v1_genomic	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Ignicoccaceae;g__Ignicoccus;s__	N/A	N/A	N/A	N/A	N/A	GCA_015521275.1	95.0	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Ignicoccaceae;g__Ignicoccus;s__Ignicoccus sp015521275	78.85	0.458	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Ignicoccaceae;g__Ignicoccus;s__	taxonomic classification defined by topology and ANI	N/A	N/A	84.76	11	0.97742	N/A
GCA_027101075.1_ASM2710107v1_genomic	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__JAJRWI01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__JAJRWI01;s__	taxonomic classification fully defined by topology	N/A	N/A	80.78	11	0.95558	N/A
GCA_027101485.1_ASM2710148v1_genomic	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__WANQ01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	66.81	11	0.81109	N/A
GCA_027309755.1_ASM2730975v1_genomic	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__Ferroplasma sp021806295	GCA_021806295.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__Ferroplasma sp021806295	99.47	0.871	GCA_021806295.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__Ferroplasma sp021806295	99.47	0.871	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_021802165.1, s__Ferroplasma sp021802165, 95.0, 91.28, 0.508; GCA_021846695.1, s__Ferroplasma sp021846695, 95.0, 90.51, 0.431; GCA_021802205.1, s__Ferroplasma sp021802205, 95.0, 81.71, 0.588; GCA_021797385.1, s__Ferroplasma sp021797385, 95.0, 81.31, 0.563; GCA_021797025.1, s__Ferroplasma sp021797025, 95.0, 81.26, 0.588; GCA_021826795.1, s__Ferroplasma sp021826795, 95.0, 81.14, 0.63; GCA_021797295.1, s__Ferroplasma sp021797295, 95.0, 81.04, 0.424; GCA_021797225.1, s__Ferroplasma sp021797225, 95.0, 80.98, 0.392; GCA_021820565.1, s__Ferroplasma sp021820565, 95.0, 80.87, 0.614; GCF_000152265.2, s__Ferroplasma acidarmanus, 96.9486, 78.55, 0.312; GCA_021835185.1, s__Ferroplasma sp021835185, 95.9153, 78.13, 0.283; GCF_002078355.1, s__Ferroplasma acidiphilum, 96.9486, 77.73, 0.338; GCA_002505185.1, s__Ferroplasma sp002505185, 95.0, 77.52, 0.267; GCA_021797555.1, s__Ferroplasma sp021797555, 95.0, 77.24, 0.206	66.83	11	N/A	N/A
GCA_027309785.1_ASM2730978v1_genomic	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__Ferroplasma sp021806295	GCA_021806295.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__Ferroplasma sp021806295	99.33	0.899	GCA_021806295.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__Ferroplasma sp021806295	99.33	0.899	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_021802165.1, s__Ferroplasma sp021802165, 95.0, 93.18, 0.514; GCA_021846695.1, s__Ferroplasma sp021846695, 95.0, 90.91, 0.356; GCA_021797025.1, s__Ferroplasma sp021797025, 95.0, 81.78, 0.603; GCA_021797295.1, s__Ferroplasma sp021797295, 95.0, 81.63, 0.417; GCA_021802205.1, s__Ferroplasma sp021802205, 95.0, 81.03, 0.603; GCA_021820565.1, s__Ferroplasma sp021820565, 95.0, 81.02, 0.623; GCA_021797385.1, s__Ferroplasma sp021797385, 95.0, 80.94, 0.607; GCA_021826795.1, s__Ferroplasma sp021826795, 95.0, 80.79, 0.611; GCA_021797225.1, s__Ferroplasma sp021797225, 95.0, 79.87, 0.377; GCA_021835185.1, s__Ferroplasma sp021835185, 95.9153, 77.87, 0.287; GCA_002505185.1, s__Ferroplasma sp002505185, 95.0, 77.85, 0.296; GCF_002078355.1, s__Ferroplasma acidiphilum, 96.9486, 77.5, 0.32; GCF_000152265.2, s__Ferroplasma acidarmanus, 96.9486, 77.48, 0.304; GCA_021797555.1, s__Ferroplasma sp021797555, 95.0, 76.4, 0.211	51.46	11	N/A	N/A
GCA_027312945.1_ASM2731294v1_genomic	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__GCA-000496135;s__GCA-000496135 sp000496135	GCA_000496135.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__GCA-000496135;s__GCA-000496135 sp000496135	98.36	0.806	GCA_000496135.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__GCA-000496135;s__GCA-000496135 sp000496135	98.36	0.806	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__GCA-000496135;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_021845325.1, s__GCA-000496135 sp021845325, 95.0, 96.6, 0.354; GCA_021818675.1, s__GCA-000496135 sp021818675, 95.0, 85.65, 0.748; GCA_021809755.1, s__GCA-000496135 sp021809755, 95.0, 82.5, 0.609; GCA_021790415.1, s__GCA-000496135 sp021790415, 95.0, 82.29, 0.342; GCA_021806355.1, s__GCA-000496135 sp021806355, 95.0, 77.91, 0.194	93.84	11	N/A	N/A
GCA_027314245.1_ASM2731424v1_genomic	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__B-DKE;s__B-DKE sp021793945	GCA_021793945.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__B-DKE;s__B-DKE sp021793945	95.61	0.729	GCA_021793945.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__B-DKE;s__B-DKE sp021793945	95.61	0.729	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__B-DKE;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_023484805.1, s__B-DKE sp023484805, 95.0, 90.28, 0.725; GCA_021792655.1, s__B-DKE sp021792655, 95.0, 90.07, 0.747; GCA_016806715.1, s__B-DKE sp002204705, 95.0, 78.59, 0.396	93.96	11	N/A	N/A
GCA_027314305.1_ASM2731430v1_genomic	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Sysuiplasmatales;f__Sysuiplasmataceae;g__JAJZXY01;s__JAJZXY01 sp021817225	GCA_021817225.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Sysuiplasmatales;f__Sysuiplasmataceae;g__JAJZXY01;s__JAJZXY01 sp021817225	97.51	0.87	GCA_021817225.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Sysuiplasmatales;f__Sysuiplasmataceae;g__JAJZXY01;s__JAJZXY01 sp021817225	97.51	0.87	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Sysuiplasmatales;f__Sysuiplasmataceae;g__JAJZXY01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_021811925.1, s__JAJZXY01 sp021811925, 95.0, 92.26, 0.885; GCA_021796175.1, s__JAJZXY01 sp021796175, 95.0, 77.99, 0.208; GCA_021806165.1, s__JAJZXY01 sp021806165, 95.0, 77.78, 0.232	97.94	11	N/A	N/A
GCA_027316415.1_ASM2731641v1_genomic	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma divulgatum	GCF_900083515.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma divulgatum	98.47	0.95	GCF_900083515.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma divulgatum	98.47	0.95	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_021833045.1, s__Cuniculiplasma sp021833045, 95.0, 97.48, 0.461; GCA_021835265.1, s__Cuniculiplasma sp021835265, 95.0, 97.02, 0.416; GCA_023489425.1, s__Cuniculiplasma sp023489425, 95.0, 93.9, 0.785; GCA_021810575.1, s__Cuniculiplasma sp021810575, 95.0, 88.24, 0.69; GCA_021816385.1, s__Cuniculiplasma sp021816385, 95.0, 82.38, 0.522; GCA_021819225.1, s__Cuniculiplasma sp021819225, 95.0, 82.15, 0.299; GCA_021794355.1, s__Cuniculiplasma sp021794355, 95.0, 78.61, 0.216; GCA_021817255.1, s__Cuniculiplasma sp021817255, 95.0, 78.21, 0.336	96.97	11	N/A	N/A
GCA_027316485.1_ASM2731648v1_genomic	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma divulgatum	GCF_900083515.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma divulgatum	98.49	0.953	GCF_900083515.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma divulgatum	98.49	0.953	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_021835265.1, s__Cuniculiplasma sp021835265, 95.0, 97.54, 0.417; GCA_021833045.1, s__Cuniculiplasma sp021833045, 95.0, 97.53, 0.48; GCA_023489425.1, s__Cuniculiplasma sp023489425, 95.0, 94.18, 0.766; GCA_021810575.1, s__Cuniculiplasma sp021810575, 95.0, 88.09, 0.686; GCA_021816385.1, s__Cuniculiplasma sp021816385, 95.0, 82.37, 0.52; GCA_021819225.1, s__Cuniculiplasma sp021819225, 95.0, 81.87, 0.296; GCA_021794355.1, s__Cuniculiplasma sp021794355, 95.0, 78.37, 0.23; GCA_021817255.1, s__Cuniculiplasma sp021817255, 95.0, 78.25, 0.345	96.97	11	N/A	N/A
GCA_027316505.1_ASM2731650v1_genomic	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma divulgatum	GCF_900083515.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma divulgatum	98.43	0.947	GCF_900083515.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma divulgatum	98.43	0.947	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_021833045.1, s__Cuniculiplasma sp021833045, 95.0, 97.47, 0.474; GCA_021835265.1, s__Cuniculiplasma sp021835265, 95.0, 96.92, 0.417; GCA_023489425.1, s__Cuniculiplasma sp023489425, 95.0, 93.78, 0.715; GCA_021810575.1, s__Cuniculiplasma sp021810575, 95.0, 88.39, 0.647; GCA_021816385.1, s__Cuniculiplasma sp021816385, 95.0, 82.49, 0.478; GCA_021819225.1, s__Cuniculiplasma sp021819225, 95.0, 82.36, 0.268; GCA_021794355.1, s__Cuniculiplasma sp021794355, 95.0, 78.22, 0.23; GCA_021817255.1, s__Cuniculiplasma sp021817255, 95.0, 78.02, 0.333	93.16	11	N/A	N/A
GCA_027318085.1_ASM2731808v1_genomic	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp021819035	GCA_021819035.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp021819035	99.87	0.933	GCA_021819035.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp021819035	99.87	0.933	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_021786335.1, s__UBA183 sp021786335, 95.0, 94.07, 0.794; GCA_021800855.1, s__UBA183 sp021800855, 95.0, 91.1, 0.786; GCA_021851265.1, s__UBA183 sp021851265, 95.0, 84.92, 0.688; GCA_021827865.1, s__UBA183 sp021827865, 95.0, 81.77, 0.595; GCA_021822995.1, s__UBA183 sp021822995, 95.0, 80.88, 0.32; GCA_021811485.1, s__UBA183 sp021811485, 95.0, 80.73, 0.508; GCA_021788415.1, s__UBA183 sp021788415, 95.0, 80.67, 0.493; GCA_021786575.1, s__UBA183 sp021786575, 95.0, 79.41, 0.562; GCA_021807225.1, s__UBA183 sp021807225, 95.0, 79.25, 0.341; GCA_021819105.1, s__UBA183 sp021819105, 95.0, 78.91, 0.408; GCA_021796515.1, s__UBA183 sp021796515, 95.0, 78.85, 0.417; GCA_021828185.1, s__UBA183 sp021828185, 95.0, 78.63, 0.255; GCA_021823325.1, s__UBA183 sp021823325, 95.0, 77.81, 0.388; GCA_002495205.1, s__UBA183 sp002495205, 95.0, 77.62, 0.251; GCA_014874415.1, s__UBA183 sp014874415, 95.0, 77.6, 0.251; GCA_016200025.1, s__UBA183 sp016200025, 95.0, 76.56, 0.069	90.53	11	N/A	N/A
GCA_027320055.1_ASM2732005v1_genomic	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__	N/A	N/A	N/A	N/A	N/A	GCA_021796515.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp021796515	89.7	0.654	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__	taxonomic classification defined by topology and ANI	N/A	GCA_021811485.1, s__UBA183 sp021811485, 95.0, 87.59, 0.45; GCA_021786335.1, s__UBA183 sp021786335, 95.0, 81.55, 0.211; GCA_021827865.1, s__UBA183 sp021827865, 95.0, 80.01, 0.443; GCA_021851265.1, s__UBA183 sp021851265, 95.0, 79.36, 0.299; GCA_021823325.1, s__UBA183 sp021823325, 95.0, 78.57, 0.382; GCA_021828185.1, s__UBA183 sp021828185, 95.0, 78.45, 0.31; GCA_021822995.1, s__UBA183 sp021822995, 95.0, 78.42, 0.23; GCA_021819105.1, s__UBA183 sp021819105, 95.0, 78.36, 0.448; GCA_021788415.1, s__UBA183 sp021788415, 95.0, 78.23, 0.381; GCA_021819035.1, s__UBA183 sp021819035, 95.0, 78.09, 0.349; GCA_021800855.1, s__UBA183 sp021800855, 95.0, 77.87, 0.284; GCA_021786575.1, s__UBA183 sp021786575, 95.0, 77.43, 0.207; GCA_002495205.1, s__UBA183 sp002495205, 95.0, 77.29, 0.209	70.9	11	0.99655	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
GCA_027327005.1_ASM2732700v1_genomic	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAJZIZ01;s__JAJZIZ01 sp021846005	GCA_021846005.1	95.0	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAJZIZ01;s__JAJZIZ01 sp021846005	99.16	0.774	GCA_021846005.1	95.0	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAJZIZ01;s__JAJZIZ01 sp021846005	99.16	0.774	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAJZIZ01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_021804095.1, s__JAJZIZ01 sp021804095, 95.0, 78.18, 0.25; GCA_021829835.1, s__JAJZIZ01 sp021829835, 95.0, 78.1, 0.292; GCA_021845465.1, s__JAJZIZ01 sp021845465, 95.0, 78.0, 0.298	44.39	11	N/A	N/A
GCA_027328585.1_ASM2732858v1_genomic	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma sp021799315	GCA_021799315.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma sp021799315	99.25	0.8	GCA_021799315.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma sp021799315	99.25	0.8	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	53.8	11	N/A	N/A
GCA_027331705.1_ASM2733170v1_genomic	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__Ferroplasma sp021797555	GCA_021797555.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__Ferroplasma sp021797555	99.92	0.956	GCA_021797555.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__Ferroplasma sp021797555	99.92	0.956	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_021806235.1, s__Ferroplasma sp021806235, 95.0, 82.09, 0.628; GCA_021797735.1, s__Ferroplasma sp021797735, 95.0, 81.71, 0.636; GCA_021797295.1, s__Ferroplasma sp021797295, 95.0, 78.44, 0.234; GCA_021802205.1, s__Ferroplasma sp021802205, 95.0, 78.16, 0.2; GCA_021797025.1, s__Ferroplasma sp021797025, 95.0, 78.08, 0.202; GCA_021802165.1, s__Ferroplasma sp021802165, 95.0, 77.38, 0.144; GCA_021806295.1, s__Ferroplasma sp021806295, 95.0, 77.23, 0.216; GCF_002078355.1, s__Ferroplasma acidiphilum, 96.9486, 76.98, 0.188; GCA_021846695.1, s__Ferroplasma sp021846695, 95.0, 76.84, 0.201; GCA_021835185.1, s__Ferroplasma sp021835185, 95.9153, 76.75, 0.205	91.11	11	N/A	N/A
GCA_027332605.1_ASM2733260v1_genomic	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__Micrarchaeum;s__Micrarchaeum sp023485745	GCA_023485745.1	95.0	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__Micrarchaeum;s__Micrarchaeum sp023485745	98.22	0.631	GCA_023485745.1	95.0	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__Micrarchaeum;s__Micrarchaeum sp023485745	98.22	0.631	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__Micrarchaeum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_009387755.1, s__Micrarchaeum acidiphilum, 95.0, 89.5, 0.967	48.48	11	N/A	N/A
GCA_027332705.1_ASM2733270v1_genomic	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__Micrarchaeum_A;s__Micrarchaeum_A sp021827665	GCA_021827665.1	95.0	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__Micrarchaeum_A;s__Micrarchaeum_A sp021827665	99.82	0.858	GCA_021827665.1	95.0	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__Micrarchaeum_A;s__Micrarchaeum_A sp021827665	99.82	0.858	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__Micrarchaeum_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_016806735.1, s__Micrarchaeum_A acidiphilum_A, 95.0, 84.07, 0.798; GCA_023380795.1, s__Micrarchaeum_A sp023380795, 95.0, 83.76, 0.748; GCA_021834865.1, s__Micrarchaeum_A sp021834865, 95.0, 83.62, 0.673; GCA_021797495.1, s__Micrarchaeum_A sp021797495, 95.0, 79.28, 0.441; GCA_023473395.1, s__Micrarchaeum_A sp023473395, 95.0, 78.64, 0.373; GCA_023485295.1, s__Micrarchaeum_A sp023485295, 95.0, 77.62, 0.261	73.56	11	N/A	N/A
GCA_027334295.1_ASM2733429v1_genomic	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAKAVK01;s__	N/A	N/A	N/A	N/A	N/A	GCA_021796225.1	95.0	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAKAVK01;s__JAKAVK01 sp021796225	78.62	0.257	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAKAVK01;s__	taxonomic classification defined by topology and ANI	N/A	N/A	37.72	11	0.93543	N/A
GCA_027335855.1_ASM2733585v1_genomic	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__Ferroplasma sp021820565	GCA_021820565.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__Ferroplasma sp021820565	98.86	0.744	GCA_021820565.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__Ferroplasma sp021820565	98.86	0.744	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_021797025.1, s__Ferroplasma sp021797025, 95.0, 92.61, 0.602; GCA_021797385.1, s__Ferroplasma sp021797385, 95.0, 90.15, 0.574; GCA_021797295.1, s__Ferroplasma sp021797295, 95.0, 89.82, 0.482; GCA_021797225.1, s__Ferroplasma sp021797225, 95.0, 88.54, 0.443; GCA_021826795.1, s__Ferroplasma sp021826795, 95.0, 81.65, 0.562; GCA_021802205.1, s__Ferroplasma sp021802205, 95.0, 81.55, 0.537; GCA_021806295.1, s__Ferroplasma sp021806295, 95.0, 80.76, 0.605; GCA_021802165.1, s__Ferroplasma sp021802165, 95.0, 80.48, 0.42; GCA_021846695.1, s__Ferroplasma sp021846695, 95.0, 79.85, 0.29; GCF_000152265.2, s__Ferroplasma acidarmanus, 96.9486, 78.7, 0.295; GCA_021835185.1, s__Ferroplasma sp021835185, 95.9153, 77.99, 0.23; GCF_002078355.1, s__Ferroplasma acidiphilum, 96.9486, 77.85, 0.315; GCA_002505185.1, s__Ferroplasma sp002505185, 95.0, 77.84, 0.216	51.64	11	N/A	N/A
GCA_027336005.1_ASM2733600v1_genomic	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma sp021806345	GCA_021806345.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma sp021806345	98.84	0.684	GCA_021806345.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma sp021806345	98.84	0.684	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	74.38	11	N/A	N/A
GCA_027336205.1_ASM2733620v1_genomic	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma sp021820405	GCA_021820405.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma sp021820405	98.7	0.737	GCA_021820405.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma sp021820405	98.7	0.737	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_023381355.1, s__Cuniculiplasma sp023381355, 95.0, 77.59, 0.259; GCA_023256455.1, s__Cuniculiplasma sp023256455, 95.0, 77.33, 0.214; GCA_021820525.1, s__Cuniculiplasma sp021820525, 95.0, 77.28, 0.207	80.86	11	N/A	N/A
