"env","genome_name","n_crispr","n_cas","n_spacer","n_cas_protein","n_crispr_level4"
"marine","3300025274_1",0,0,0,0,0
"marine","3300025274_2",0,0,0,0,0
"marine","3300025274_3",0,0,0,0,0
"marine","3300025274_4",0,0,0,0,0
"marine","3300025274_5",0,0,0,0,0
"marine","3300025274_6",0,0,0,0,0
"marine","3300025274_7",1,0,1,0,0
"marine","3300025275_5",6,0,6,0,0
"marine","3300025275_8",3,0,3,0,0
"marine","3300025276_1",0,0,0,0,0
"marine","3300025276_11",1,0,1,0,0
"marine","3300025276_12",3,0,3,0,0
"marine","3300025276_16",1,0,1,0,0
"marine","3300025276_2",3,1,3,1,0
"marine","3300025276_3",1,0,1,0,0
"marine","3300025276_74",0,0,0,0,0
"marine","3300025277_10",0,0,0,0,0
"marine","3300025277_11",0,0,0,0,0
"marine","3300025277_12",0,0,0,0,0
"marine","3300025277_13",2,2,44,14,2
"marine","3300025277_14",2,0,2,0,0
"marine","3300025277_16",1,1,1,5,0
"marine","3300025277_2",9,0,12,0,0
"marine","3300025277_3",0,0,0,0,0
"marine","3300025277_4",0,0,0,0,0
"marine","3300025277_6",1,0,1,0,0
"marine","3300025277_7",0,0,0,0,0
"marine","3300025277_8",2,0,6,0,0
"marine","3300025277_9",0,0,0,0,0
"marine","3300025278_6",0,0,0,0,0
"marine","3300025278_7",1,0,1,0,0
"marine","3300025278_9",0,0,0,0,0
"marine","3300025280_10",1,0,1,0,0
"marine","3300025280_13",0,0,0,0,0
"marine","3300025280_2",1,0,3,0,0
"marine","3300025280_3",0,0,0,0,0
"marine","3300025280_4",3,2,49,14,1
"marine","3300025280_5",0,0,0,0,0
"marine","3300025280_6",1,1,139,6,1
"marine","3300025280_8",0,0,0,0,0
"marine","3300025281_4",12,0,12,0,0
"marine","3300025281_5",3,0,3,0,0
"marine","3300025281_6",3,1,8,1,0
"marine","3300025281_7",3,0,3,0,0
"marine","3300025281_8",0,0,0,0,0
"marine","3300025281_9",1,2,20,13,1
"marine","3300025282_2",2,0,3,0,0
"marine","3300025282_3",1,0,1,0,0
"marine","3300025282_4",0,0,0,0,0
"marine","3300025282_6",0,0,0,0,0
"marine","3300025282_7",1,0,1,0,0
"marine","3300025282_8",0,0,0,0,0
"marine","3300025286_10",1,1,1,1,0
"marine","3300025286_11",0,0,0,0,0
"marine","3300025286_12",1,0,1,0,0
"marine","3300025286_13",3,0,3,0,0
"marine","3300025286_17",0,0,0,0,0
"marine","3300025286_2",3,2,49,15,1
"marine","3300025286_3",1,0,1,0,0
"marine","3300025286_4",3,1,7,4,0
"marine","3300025286_5",0,0,0,0,0
"marine","3300025286_6",2,0,2,0,0
"marine","3300025286_64",1,1,1,2,0
"marine","3300025286_7",2,0,2,0,0
"marine","3300025286_8",0,0,0,0,0
"marine","3300025286_9",0,0,0,0,0
"marine","3300025287_1",0,0,0,0,0
"marine","3300025287_11",0,0,0,0,0
"marine","3300025287_3",2,2,37,9,1
"marine","3300025287_4",0,0,0,0,0
"marine","3300025287_5",2,0,7,0,0
"marine","3300025287_6",1,2,87,14,1
"marine","3300025287_7",2,0,2,0,0
"marine","3300025287_8",1,0,1,0,0
"marine","3300025293_3",1,0,1,0,0
"marine","3300025293_4",0,0,0,0,0
"marine","3300025293_5",1,0,2,0,0
"marine","3300025293_6",0,0,0,0,0
"marine","3300025293_7",2,0,3,0,0
"marine","3300025293_8",0,0,0,0,0
"marine","3300025293_9",0,0,0,0,0
"marine","3300025296_10",0,0,0,0,0
"marine","3300025296_11",0,0,0,0,0
"marine","3300025296_12",2,0,2,0,0
"marine","3300025296_13",1,0,1,0,0
"marine","3300025296_14",3,0,4,0,0
"marine","3300025296_15",1,0,2,0,0
"marine","3300025296_19",0,0,0,0,0
"marine","3300025296_4",3,2,49,15,1
"marine","3300025296_5",3,1,7,3,0
"marine","3300025296_53",1,1,1,2,0
"marine","3300025296_6",0,0,0,0,0
"marine","3300025296_7",2,2,38,5,1
"marine","3300025296_8",0,0,0,0,0
"marine","3300025300_1",3,2,49,15,1
"marine","3300025300_10",0,0,0,0,0
"marine","3300025300_2",2,2,37,5,1
"marine","3300025300_3",3,0,3,0,0
"marine","3300025300_5",0,0,0,0,0
"marine","3300025300_7",1,0,1,0,0
"marine","3300025300_9",1,1,1,1,0
"marine","3300025301_10",0,0,0,0,0
"marine","3300025301_7",0,0,0,0,0
"marine","3300025301_8",3,0,24,0,1
"marine","3300025301_9",0,0,0,0,0
"marine","3300025305_12",0,0,0,0,0
"marine","3300025305_13",1,0,1,0,0
"marine","3300025305_2",3,2,49,14,1
"marine","3300025305_3",0,0,0,0,0
"marine","3300025305_4",2,2,2,2,0
"marine","3300025305_5",2,2,37,5,1
"marine","3300025305_6",0,0,0,0,0
"marine","3300025305_7",0,0,0,0,0
"marine","3300025305_8",3,1,8,1,0
"marine","3300025305_9",2,1,2,2,0
"marine","3300025394_10",2,1,3,2,0
"marine","3300025394_11",3,0,3,0,0
"marine","3300025394_12",0,0,0,0,0
"marine","3300025394_7",2,3,42,5,1
"marine","3300025394_8",0,0,0,0,0
"marine","3300025422_10",2,0,3,0,0
"marine","3300025422_11",3,0,3,0,0
"marine","3300025422_12",1,0,1,0,0
"marine","3300025422_13",0,0,0,0,0
"marine","3300025422_16",1,0,1,0,0
"marine","3300025422_18",0,0,0,0,0
"marine","3300025422_19",4,0,5,0,0
"marine","3300025422_4",4,2,4,2,0
"marine","3300025422_5",3,0,12,0,0
"marine","3300025422_9",0,0,0,0,0
"marine","3300025431_12",1,0,1,0,0
"marine","3300025431_13",2,1,2,1,0
"marine","3300025431_14",1,0,1,0,0
"marine","3300025431_16",0,0,0,0,0
"marine","3300025431_17",2,0,2,0,0
"marine","3300025431_19",0,0,0,0,0
"marine","3300025431_20",1,0,1,0,0
"marine","3300025431_21",0,0,0,0,0
"marine","3300025431_22",1,0,1,0,0
"marine","3300025431_24",2,0,3,0,0
"marine","3300025431_25",2,2,3,5,0
"marine","3300025431_5",2,0,2,0,0
"marine","3300025431_6",2,0,6,0,1
"marine","3300025431_8",1,1,7,1,1
"marine","3300025431_9",1,0,1,0,0
"marine","3300025451_1",0,0,0,0,0
"marine","3300025452_10",5,0,5,0,0
"marine","3300025452_11",3,0,3,0,0
"marine","3300025452_12",1,0,1,0,0
"marine","3300025452_13",1,1,1,1,0
"marine","3300025452_14",0,0,0,0,0
"marine","3300025452_16",2,0,2,0,0
"marine","3300025452_20",0,0,0,0,0
"marine","3300025452_23",2,2,7,5,1
"marine","3300025452_25",2,0,3,0,0
"marine","3300025452_5",3,1,12,1,0
"marine","3300025452_6",0,0,0,0,0
"marine","3300025452_7",3,0,3,0,0
"marine","3300025452_8",2,0,3,0,0
"marine","3300025452_9",3,0,7,0,0
"marine","3300025456_11",0,0,0,0,0
"marine","3300025456_12",4,2,4,2,0
"marine","3300025456_14",2,0,2,0,0
"marine","3300025456_15",1,0,1,0,0
"marine","3300025456_17",1,0,1,0,0
"marine","3300025456_19",1,0,1,0,0
"marine","3300025456_23",1,0,2,0,0
"marine","3300025456_24",1,0,1,0,0
"marine","3300025456_25",0,0,0,0,0
"marine","3300025456_32",1,0,1,0,0
"marine","3300025456_37",0,0,0,0,0
"marine","3300025456_7",2,0,13,0,0
"marine","3300025456_9",8,0,8,0,0
"marine","3300025458_10",1,0,1,0,0
"marine","3300025458_11",1,0,2,0,0
"marine","3300025458_14",0,0,0,0,0
"marine","3300025458_16",2,0,2,0,0
"marine","3300025458_18",1,0,1,0,0
"marine","3300025458_19",2,0,2,0,0
"marine","3300025458_2",5,0,6,0,0
"marine","3300025458_21",1,0,1,0,0
"marine","3300025458_22",1,0,1,0,0
"marine","3300025458_23",1,0,1,0,0
"marine","3300025458_24",2,0,3,0,0
"marine","3300025458_5",4,2,4,2,0
"marine","3300025458_8",1,1,4,1,0
"marine","3300025465_10",5,1,5,1,0
"marine","3300025465_11",0,0,0,0,0
"marine","3300025465_15",0,0,0,0,0
"marine","3300025465_16",0,0,0,0,0
"marine","3300025465_9",0,0,0,0,0
"marine","3300025468_10",7,0,7,0,0
"marine","3300025468_12",0,0,0,0,0
"marine","3300025468_13",0,0,0,0,0
"marine","3300025468_15",2,0,2,0,0
"marine","3300025468_17",1,0,1,0,0
"marine","3300025468_18",1,0,1,0,0
"marine","3300025468_20",1,0,1,0,0
"marine","3300025468_24",0,0,0,0,0
"marine","3300025468_26",0,0,0,0,0
"marine","3300025468_30",0,0,0,0,0
"marine","3300025468_5",3,1,12,1,0
"marine","3300025468_7",4,2,4,2,0
"marine","3300025468_8",1,1,8,1,1
"marine","3300025478_12",1,0,2,0,0
"marine","3300025478_13",2,0,4,0,0
"marine","3300025478_14",3,2,3,2,0
"marine","3300025478_15",1,2,7,3,1
"marine","3300025478_16",1,0,1,0,0
"marine","3300025478_17",1,0,1,0,0
"marine","3300025478_20",1,0,1,0,0
"marine","3300025478_21",0,0,0,0,0
"marine","3300025478_25",1,0,2,0,0
"marine","3300025478_26",0,0,0,0,0
"marine","3300025478_4",1,2,8,6,1
"marine","3300025478_6",0,0,0,0,0
"marine","3300025478_7",4,2,4,2,0
"marine","3300025483_13",0,0,0,0,0
"marine","3300025483_14",2,0,2,0,0
"marine","3300025483_15",1,0,2,0,0
"marine","3300025483_17",2,0,2,0,0
"marine","3300025483_27",0,0,0,0,0
"marine","3300025483_31",0,0,0,0,0
"marine","3300025483_4",1,0,3,0,0
"marine","3300025483_5",0,0,0,0,0
"marine","3300025483_6",0,0,0,0,0
"marine","3300025483_7",0,0,0,0,0
"marine","3300025488_10",0,0,0,0,0
"marine","3300025488_11",1,1,4,1,1
"marine","3300025488_15",1,0,2,0,0
"marine","3300025488_17",1,0,1,0,0
"marine","3300025488_18",3,1,3,1,0
"marine","3300025488_2",3,0,3,0,0
"marine","3300025488_22",1,0,1,0,0
"marine","3300025488_23",4,0,4,0,0
"marine","3300025488_30",1,0,1,0,0
"marine","3300025488_31",0,0,0,0,0
"marine","3300025488_34",1,0,2,0,0
"marine","3300025488_6",0,0,0,0,0
"marine","3300025488_7",3,1,3,1,0
"marine","3300025488_8",1,0,4,0,0
"marine","3300025508_12",0,0,0,0,0
"marine","3300025508_3",1,0,2,0,0
"marine","3300025508_7",0,0,0,0,0
"marine","3300025508_9",1,0,1,0,0
"marine","3300025531_13",1,1,1,1,0
"marine","3300025531_7",3,2,3,2,0
"marine","3300025531_9",1,0,3,0,0
"marine","3300025545_11",0,0,0,0,0
"marine","3300025545_13",1,0,4,0,0
"marine","3300025545_14",5,0,5,0,0
"marine","3300025545_15",0,0,0,0,0
"marine","3300025545_17",1,0,1,0,0
"marine","3300025545_19",1,0,1,0,0
"marine","3300025545_20",2,0,3,0,0
"marine","3300025545_22",2,0,2,0,0
"marine","3300025545_24",1,0,1,0,0
"marine","3300025545_26",2,0,2,0,0
"marine","3300025545_28",0,0,0,0,0
"marine","3300025545_30",1,0,2,0,0
"marine","3300025545_33",2,2,8,5,1
"marine","3300025545_5",4,2,4,2,0
"marine","3300025545_59",0,0,0,0,0
"marine","3300025547_10",0,0,0,0,0
"marine","3300025547_12",1,0,1,0,0
"marine","3300025547_13",2,0,20,0,1
"marine","3300025547_14",3,0,3,0,0
"marine","3300025547_15",1,0,1,0,0
"marine","3300025547_17",1,0,1,0,0
"marine","3300025547_18",1,0,3,0,0
"marine","3300025547_19",3,0,4,0,0
"marine","3300025547_24",1,0,1,0,0
"marine","3300025547_3",4,0,5,0,0
"marine","3300025547_30",1,0,1,0,0
"marine","3300025547_33",0,0,0,0,0
"marine","3300025547_35",1,0,1,0,0
"marine","3300025547_40",1,0,2,0,0
"marine","3300025547_41",1,0,1,0,0
"marine","3300025547_47",1,0,2,0,0
"marine","3300025547_5",2,1,13,1,0
"marine","3300025547_7",6,0,6,0,0
"marine","3300025547_8",1,0,2,0,0
"marine","3300025547_9",8,0,8,0,0
"marine","3300025570_10",1,0,1,0,0
"marine","3300025570_12",1,1,3,1,0
"marine","3300025570_2",11,0,11,0,0
"marine","3300025570_3",0,0,0,0,0
"marine","3300025570_5",0,0,0,0,0
"marine","3300025570_6",0,0,0,0,0
"marine","3300025570_8",0,0,0,0,0
"marine","3300025577_12",1,1,1,1,0
"marine","3300025577_14",0,0,0,0,0
"marine","3300025577_15",0,0,0,0,0
"marine","3300025577_16",1,0,1,0,0
"marine","3300025577_17",1,0,1,0,0
"marine","3300025577_18",2,0,2,0,0
"marine","3300025577_21",3,1,3,1,0
"marine","3300025577_24",1,0,1,0,0
"marine","3300025577_6",0,0,0,0,0
"marine","3300025577_7",2,0,6,0,0
"marine","3300025577_9",1,0,1,0,0
"marine","3300025584_12",2,0,3,0,0
"marine","3300025584_13",1,0,1,0,0
"marine","3300025584_15",4,0,4,0,0
"marine","3300025584_17",0,0,0,0,0
"marine","3300025584_19",0,0,0,0,0
"marine","3300025584_20",1,0,1,0,0
"marine","3300025584_21",1,0,1,0,0
"marine","3300025584_22",1,0,1,0,0
"marine","3300025584_23",3,0,3,0,0
"marine","3300025584_29",0,0,0,0,0
"marine","3300025584_31",1,0,3,0,0
"marine","3300025584_33",1,0,1,0,0
"marine","3300025584_36",8,1,21,1,0
"marine","3300025584_41",1,0,2,0,0
"marine","3300025584_47",1,0,1,0,0
"marine","3300025584_6",0,0,0,0,0
"marine","3300025584_8",1,1,4,1,0
"marine","3300025584_9",1,0,1,0,0
"marine","3300025585_3",0,0,0,0,0
"marine","3300025585_7",0,0,0,0,0
"marine","3300025590_10",2,0,6,0,0
"marine","3300025590_11",0,0,0,0,0
"marine","3300025590_13",0,0,0,0,0
"marine","3300025590_14",2,1,2,1,0
"marine","3300025590_16",1,0,1,0,0
"marine","3300025590_3",14,2,99,14,2
"marine","3300025590_32",4,0,8,0,0
"marine","3300025590_34",0,0,0,0,0
"marine","3300025590_6",0,0,0,0,0
"marine","3300025590_8",0,0,0,0,0
"marine","3300025592_12",1,0,1,0,0
"marine","3300025592_13",0,0,0,0,0
"marine","3300025592_16",2,0,3,0,0
"marine","3300025592_17",1,0,3,0,0
"marine","3300025592_18",1,0,1,0,0
"marine","3300025592_21",4,0,4,0,0
"marine","3300025592_23",1,0,1,0,0
"marine","3300025592_24",0,0,0,0,0
"marine","3300025592_25",0,0,0,0,0
"marine","3300025592_27",2,2,2,5,0
"marine","3300025592_30",2,0,2,0,0
"marine","3300025592_35",0,0,0,0,0
"marine","3300025592_45",1,0,1,0,0
"marine","3300025592_50",1,0,2,0,0
"marine","3300025592_7",2,0,13,0,0
"marine","3300025592_8",4,0,4,0,0
"marine","3300025592_9",2,0,3,0,0
"marine","3300025594_11",1,0,1,0,0
"marine","3300025594_12",1,2,24,5,1
"marine","3300025594_14",2,0,2,0,0
"marine","3300025594_15",0,0,0,0,0
"marine","3300025594_18",2,0,2,0,0
"marine","3300025594_19",2,0,2,0,0
"marine","3300025594_3",14,3,99,13,2
"marine","3300025594_36",0,0,0,0,0
"marine","3300025594_4",0,0,0,0,0
"marine","3300025594_40",0,0,0,0,0
"marine","3300025594_7",0,0,0,0,0
"marine","3300025594_9",1,0,1,0,0
"marine","3300025596_10",3,0,3,0,0
"marine","3300025596_12",1,0,3,0,0
"marine","3300025596_15",1,0,1,0,0
"marine","3300025596_16",1,0,1,0,0
"marine","3300025596_18",2,0,2,0,0
"marine","3300025596_19",2,0,2,0,0
"marine","3300025596_21",0,0,0,0,0
"marine","3300025596_24",1,0,1,0,0
"marine","3300025596_35",0,0,0,0,0
"marine","3300025596_37",1,0,2,0,0
"marine","3300025596_5",3,1,12,1,0
"marine","3300025602_11",1,0,1,0,0
"marine","3300025602_12",2,1,13,1,0
"marine","3300025602_17",0,0,0,0,0
"marine","3300025602_21",6,0,6,0,0
"marine","3300025602_22",1,0,1,0,0
"marine","3300025602_23",1,0,1,0,0
"marine","3300025602_25",2,0,2,0,0
"marine","3300025602_26",1,0,1,0,0
"marine","3300025602_28",3,0,4,0,0
"marine","3300025602_30",2,1,2,1,0
"marine","3300025602_31",2,1,3,1,0
"marine","3300025602_32",1,0,3,0,0
"marine","3300025602_33",0,0,0,0,0
"marine","3300025602_34",1,0,1,0,0
"marine","3300025602_35",1,0,1,0,0
"marine","3300025602_38",0,0,0,0,0
"marine","3300025602_47",1,0,1,0,0
"marine","3300025602_5",0,0,0,0,0
"marine","3300025602_64",3,1,4,3,0
"marine","3300025602_8",4,1,9,1,1
"marine","3300025602_9",4,0,5,0,0
"marine","3300025607_13",0,0,0,0,0
"marine","3300025608_109",0,0,0,0,0
"marine","3300025608_11",1,0,1,0,0
"marine","3300025608_12",2,0,2,0,0
"marine","3300025608_14",0,0,0,0,0
"marine","3300025608_15",1,0,1,0,0
"marine","3300025608_16",0,0,0,0,0
"marine","3300025608_19",0,0,0,0,0
"marine","3300025608_21",1,0,1,0,0
"marine","3300025608_22",0,0,0,0,0
"marine","3300025608_24",0,0,0,0,0
"marine","3300025608_25",1,0,3,0,0
"marine","3300025608_27",1,0,1,0,0
"marine","3300025608_30",0,0,0,0,0
"marine","3300025608_31",3,0,3,0,0
"marine","3300025608_35",0,0,0,0,0
"marine","3300025608_41",2,0,4,0,0
"marine","3300025608_45",0,0,0,0,0
"marine","3300025608_50",1,0,1,0,0
"marine","3300025608_57",0,0,0,0,0
"marine","3300025608_6",1,0,1,0,0
"marine","3300025610_5",0,0,0,0,0
"marine","3300025610_7",3,0,3,0,0
"marine","3300025614_11",2,1,13,1,0
"marine","3300025614_13",1,0,1,0,0
"marine","3300025614_14",2,0,2,0,0
"marine","3300025614_15",3,0,3,0,0
"marine","3300025614_16",1,0,1,0,0
"marine","3300025614_17",3,0,3,0,0
"marine","3300025614_19",1,0,1,0,0
"marine","3300025614_21",1,0,1,0,0
"marine","3300025614_22",6,1,6,1,0
"marine","3300025614_26",1,0,1,0,0
"marine","3300025614_27",1,0,3,0,0
"marine","3300025614_30",1,0,1,0,0
"marine","3300025614_32",0,0,0,0,0
"marine","3300025614_35",2,0,2,0,0
"marine","3300025614_4",3,0,3,0,0
"marine","3300025617_10",0,0,0,0,0
"marine","3300025617_11",0,0,0,0,0
"marine","3300025617_16",0,0,0,0,0
"marine","3300025617_17",0,0,0,0,0
"marine","3300025617_19",2,0,2,0,0
"marine","3300025617_20",2,1,4,1,0
"marine","3300025617_21",1,0,3,0,0
"marine","3300025617_24",0,0,0,0,0
"marine","3300025617_26",0,0,0,0,0
"marine","3300025617_28",0,0,0,0,0
"marine","3300025617_29",0,0,0,0,0
"marine","3300025617_31",3,0,13,0,1
"marine","3300025617_33",2,0,2,0,0
"marine","3300025617_34",0,0,0,0,0
"marine","3300025617_35",0,0,0,0,0
"marine","3300025617_38",0,0,0,0,0
"marine","3300025617_45",0,0,0,0,0
"marine","3300025617_46",0,0,0,0,0
"marine","3300025617_48",0,0,0,0,0
"marine","3300025617_56",0,0,0,0,0
"marine","3300025617_59",0,0,0,0,0
"marine","3300025617_64",1,0,1,0,0
"marine","3300025620_10",2,0,12,0,1
"marine","3300025620_11",2,1,6,6,1
"marine","3300025620_14",1,0,1,0,0
"marine","3300025620_15",0,0,0,0,0
"marine","3300025620_16",2,0,6,0,1
"marine","3300025620_17",0,0,0,0,0
"marine","3300025620_18",1,0,2,0,0
"marine","3300025620_19",0,0,0,0,0
"marine","3300025620_22",0,0,0,0,0
"marine","3300025620_23",0,0,0,0,0
"marine","3300025620_25",4,0,4,0,0
"marine","3300025620_34",0,0,0,0,0
"marine","3300025620_36",0,0,0,0,0
"marine","3300025620_42",0,0,0,0,0
"marine","3300025621_11",13,1,13,1,0
"marine","3300025621_14",2,0,4,0,0
"marine","3300025621_15",0,0,0,0,0
"marine","3300025621_16",0,0,0,0,0
"marine","3300025621_17",0,0,0,0,0
"marine","3300025621_18",0,0,0,0,0
"marine","3300025621_19",0,0,0,0,0
"marine","3300025621_21",2,0,2,0,0
"marine","3300025621_22",1,0,1,0,0
"marine","3300025621_23",3,0,5,0,0
"marine","3300025621_24",1,0,2,0,0
"marine","3300025621_25",4,0,4,0,0
"marine","3300025621_26",0,0,0,0,0
"marine","3300025621_30",2,0,2,0,0
"marine","3300025621_31",1,0,3,0,0
"marine","3300025621_32",0,0,0,0,0
"marine","3300025621_33",0,0,0,0,0
"marine","3300025621_4",4,0,4,0,0
"marine","3300025621_8",4,1,4,1,0
"marine","3300025621_9",0,0,0,0,0
"marine","3300025622_10",0,0,0,0,0
"marine","3300025622_11",1,0,1,0,0
"marine","3300025622_12",7,1,7,4,0
"marine","3300025622_13",0,0,0,0,0
"marine","3300025622_17",1,0,1,0,0
"marine","3300025622_20",1,0,1,0,0
"marine","3300025622_21",3,0,3,0,0
"marine","3300025622_24",2,0,2,0,0
"marine","3300025622_25",1,1,4,1,0
"marine","3300025622_26",2,0,2,0,0
"marine","3300025622_29",1,0,1,0,0
"marine","3300025622_33",0,0,0,0,0
"marine","3300025622_38",0,0,0,0,0
"marine","3300025622_39",0,0,0,0,0
"marine","3300025622_47",1,0,1,0,0
"marine","3300025622_51",1,0,2,0,0
"marine","3300025622_8",1,0,1,0,0
"marine","3300025623_13",1,1,1,1,0
"marine","3300025623_14",1,0,1,0,0
"marine","3300025623_16",1,0,1,0,0
"marine","3300025623_17",3,0,3,0,0
"marine","3300025623_18",2,0,2,0,0
"marine","3300025623_19",1,0,1,0,0
"marine","3300025623_20",2,0,2,0,0
"marine","3300025623_24",0,0,0,0,0
"marine","3300025623_26",0,0,0,0,0
"marine","3300025623_27",0,0,0,0,0
"marine","3300025623_28",0,0,0,0,0
"marine","3300025623_29",1,0,1,0,0
"marine","3300025623_30",0,0,0,0,0
"marine","3300025623_31",2,0,3,0,0
"marine","3300025623_35",0,0,0,0,0
"marine","3300025623_36",1,1,1,1,0
"marine","3300025623_37",2,2,2,5,0
"marine","3300025623_46",1,0,2,0,0
"marine","3300025623_49",1,0,1,0,0
"marine","3300025626_11",0,0,0,0,0
"marine","3300025626_12",1,0,1,0,0
"marine","3300025626_15",1,0,1,0,0
"marine","3300025626_20",0,0,0,0,0
"marine","3300025626_24",0,0,0,0,0
"marine","3300025626_33",0,0,0,0,0
"marine","3300025626_99",0,0,0,0,0
"marine","3300025630_1",0,0,0,0,0
"marine","3300025630_12",0,0,0,0,0
"marine","3300025630_16",1,0,1,0,0
"marine","3300025630_17",0,0,0,0,0
"marine","3300025630_3",4,0,4,0,0
"marine","3300025630_5",0,0,0,0,0
"marine","3300025630_7",0,0,0,0,0
"marine","3300025630_8",0,0,0,0,0
"marine","3300025632_10",1,0,1,0,0
"marine","3300025632_12",2,0,5,0,0
"marine","3300025632_14",1,0,3,0,0
"marine","3300025632_15",1,0,2,0,0
"marine","3300025632_16",1,0,1,0,0
"marine","3300025632_22",0,0,0,0,0
"marine","3300025632_23",0,0,0,0,0
"marine","3300025632_35",0,0,0,0,0
"marine","3300025632_5",0,0,0,0,0
"marine","3300025632_6",2,0,6,0,0
"marine","3300025632_9",4,1,17,6,1
"marine","3300025635_16",1,0,1,0,0
"marine","3300025635_6",0,0,0,0,0
"marine","3300025635_8",1,0,1,0,0
"marine","3300025636_17",2,0,2,0,0
"marine","3300025636_21",0,0,0,0,0
"marine","3300025636_28",0,0,0,0,0
"marine","3300025636_29",0,0,0,0,0
"marine","3300025636_36",0,0,0,0,0
"marine","3300025636_49",0,0,0,0,0
"marine","3300025637_10",0,0,0,0,0
"marine","3300025637_13",7,1,7,1,0
"marine","3300025637_16",0,0,0,0,0
"marine","3300025637_17",1,0,55,0,1
"marine","3300025637_18",0,0,0,0,0
"marine","3300025637_19",1,0,1,0,0
"marine","3300025637_20",2,0,2,0,0
"marine","3300025637_21",1,0,2,0,0
"marine","3300025637_22",2,0,2,0,0
"marine","3300025637_23",0,0,0,0,0
"marine","3300025637_25",0,0,0,0,0
"marine","3300025637_8",2,0,2,0,0
"marine","3300025639_13",1,0,1,0,0
"marine","3300025639_15",4,2,33,3,1
"marine","3300025639_17",0,0,0,0,0
"marine","3300025639_21",0,0,0,0,0
"marine","3300025639_22",1,0,1,0,0
"marine","3300025639_26",1,0,1,0,0
"marine","3300025639_59",0,0,0,0,0
"marine","3300025639_7",0,0,0,0,0
"marine","3300025640_14",2,0,2,0,0
"marine","3300025640_16",7,1,7,1,0
"marine","3300025640_17",0,0,0,0,0
"marine","3300025640_18",0,0,0,0,0
"marine","3300025640_19",3,0,14,0,2
"marine","3300025640_21",0,0,0,0,0
"marine","3300025640_24",2,0,2,0,0
"marine","3300025640_25",1,2,43,14,1
"marine","3300025640_27",0,0,0,0,0
"marine","3300025640_32",1,0,1,0,0
"marine","3300025640_35",2,0,2,0,0
"marine","3300025640_37",1,0,1,0,0
"marine","3300025640_40",2,0,4,0,0
"marine","3300025640_45",0,0,0,0,0
"marine","3300025640_48",0,0,0,0,0
"marine","3300025641_10",0,0,0,0,0
"marine","3300025641_11",0,0,0,0,0
"marine","3300025641_13",1,0,1,0,0
"marine","3300025641_14",2,0,2,0,0
"marine","3300025641_15",0,0,0,0,0
"marine","3300025641_17",1,0,1,0,0
"marine","3300025641_18",0,0,0,0,0
"marine","3300025641_19",2,0,2,0,0
"marine","3300025641_23",0,0,0,0,0
"marine","3300025641_26",0,0,0,0,0
"marine","3300025641_27",1,0,1,0,0
"marine","3300025641_28",1,0,1,0,0
"marine","3300025641_29",1,0,3,0,0
"marine","3300025641_34",3,0,3,0,0
"marine","3300025641_35",0,0,0,0,0
"marine","3300025641_9",4,0,4,0,0
"marine","3300025643_13",1,0,1,0,0
"marine","3300025643_16",0,0,0,0,0
"marine","3300025643_18",3,0,4,0,0
"marine","3300025643_22",1,0,1,0,0
"marine","3300025643_23",1,0,1,0,0
"marine","3300025643_24",4,0,4,0,0
"marine","3300025643_26",7,0,7,0,0
"marine","3300025643_29",0,0,0,0,0
"marine","3300025643_30",1,0,1,0,0
"marine","3300025643_37",6,0,7,0,0
"marine","3300025643_38",1,0,1,0,0
"marine","3300025643_41",1,0,1,0,0
"marine","3300025643_5",0,0,0,0,0
"marine","3300025643_7",3,0,12,0,0
"marine","3300025644_11",1,0,1,0,0
"marine","3300025644_14",3,0,3,0,0
"marine","3300025644_15",4,2,4,2,0
"marine","3300025644_16",1,0,4,0,0
"marine","3300025644_18",0,0,0,0,0
"marine","3300025644_23",1,0,1,0,0
"marine","3300025644_24",1,0,1,0,0
"marine","3300025644_26",1,0,1,0,0
"marine","3300025644_28",3,0,3,0,0
"marine","3300025644_30",1,0,1,0,0
"marine","3300025644_33",1,0,1,0,0
"marine","3300025644_34",1,0,1,0,0
"marine","3300025644_36",1,0,1,0,0
"marine","3300025644_38",1,0,2,0,0
"marine","3300025644_39",1,0,3,0,0
"marine","3300025644_40",0,0,0,0,0
"marine","3300025644_41",0,0,0,0,0
"marine","3300025644_44",1,0,1,0,0
"marine","3300025644_46",1,0,1,0,0
"marine","3300025644_48",9,1,22,1,0
"marine","3300025644_50",3,0,9,0,0
"marine","3300025644_54",1,0,1,0,0
"marine","3300025644_60",1,0,1,0,0
"marine","3300025644_7",2,0,4,0,0
"marine","3300025644_82",4,1,5,3,0
"marine","3300025653_6",0,0,0,0,0
"marine","3300025654_11",0,0,0,0,0
"marine","3300025654_12",4,1,4,1,0
"marine","3300025654_14",5,1,5,1,0
"marine","3300025654_15",0,0,0,0,0
"marine","3300025654_17",3,2,3,4,0
"marine","3300025654_18",2,0,2,0,0
"marine","3300025654_21",1,0,1,0,0
"marine","3300025654_22",1,0,1,0,0
"marine","3300025654_25",1,0,1,0,0
"marine","3300025654_27",0,0,0,0,0
"marine","3300025654_29",0,0,0,0,0
"marine","3300025654_30",0,0,0,0,0
"marine","3300025654_32",0,0,0,0,0
"marine","3300025656_11",2,1,13,1,0
"marine","3300025656_12",5,0,5,0,0
"marine","3300025656_13",1,0,1,0,0
