"env","genome","seqid","Cas_id","type","subtype"
"marine","3300020419_15","3300020419_a_Ga0211512_10000021","3300020419_a_Ga0211512_10000021@CAS:1","CAS","CAS"
"marine","3300020422_4","3300020422_a_Ga0211702_10001229","3300020422_a_Ga0211702_10001229@CAS:1","CAS","CAS"
"marine","3300020422_6","3300020422_a_Ga0211702_10000032","3300020422_a_Ga0211702_10000032@CAS:1","CAS","CAS"
"marine","3300020423_82","3300020423_a_Ga0211525_10001127","3300020423_a_Ga0211525_10001127@CAS:1","CAS","CAS"
"marine","3300020426_2","3300020426_a_Ga0211536_10000325","3300020426_a_Ga0211536_10000325@CAS:1","CAS","CAS"
"marine","3300020426_2","3300020426_a_Ga0211536_10000325","3300020426_a_Ga0211536_10000325@CAS:2","TypeII","TypeIIU"
"marine","3300020426_3","3300020426_a_Ga0211536_10000735","3300020426_a_Ga0211536_10000735@CAS:1","CAS","CAS"
"marine","3300020426_9","3300020426_a_Ga0211536_10010930","3300020426_a_Ga0211536_10010930@CAS:1","CAS","CAS"
"marine","3300020426_9","3300020426_a_Ga0211536_10010930","3300020426_a_Ga0211536_10010930@CAS:2","TypeII","TypeIIU"
"marine","3300020427_8","3300020427_a_Ga0211603_10000021","3300020427_a_Ga0211603_10000021@CAS:1","CAS","CAS"
"marine","3300020427_9","3300020427_a_Ga0211603_10000020","3300020427_a_Ga0211603_10000020@CAS:1","CAS","CAS"
"marine","3300020429_11","3300020429_a_Ga0211581_10000013","3300020429_a_Ga0211581_10000013@CAS:1","CAS","CAS"
"marine","3300020429_13","3300020429_a_Ga0211581_10000348","3300020429_a_Ga0211581_10000348@CAS:1","CAS","CAS"
"marine","3300020429_13","3300020429_a_Ga0211581_10000348","3300020429_a_Ga0211581_10000348@CAS:2","TypeII","TypeIIU"
"marine","3300020429_18","3300020429_a_Ga0211581_10000023","3300020429_a_Ga0211581_10000023@CAS:1","CAS","CAS"
"marine","3300020429_6","3300020429_a_Ga0211581_10000084","3300020429_a_Ga0211581_10000084@CAS:1","TypeI","TypeIE"
"marine","3300020429_6","3300020429_a_Ga0211581_10000084","3300020429_a_Ga0211581_10000084@CAS:2","CAS","CAS"
"marine","3300020429_7","3300020429_a_Ga0211581_10000106","3300020429_a_Ga0211581_10000106@CAS:1","TypeI","TypeIF"
"marine","3300020429_7","3300020429_a_Ga0211581_10000174","3300020429_a_Ga0211581_10000174@CAS:1","TypeI","TypeIE"
"marine","3300020429_7","3300020429_a_Ga0211581_10000174","3300020429_a_Ga0211581_10000174@CAS:2","CAS","CAS"
"marine","3300020430_25","3300020430_a_Ga0211622_10000120","3300020430_a_Ga0211622_10000120@CAS:1","CAS","CAS"
"marine","3300020430_4","3300020430_a_Ga0211622_10000232","3300020430_a_Ga0211622_10000232@CAS:1","TypeI","TypeIE"
"marine","3300020430_4","3300020430_a_Ga0211622_10000232","3300020430_a_Ga0211622_10000232@CAS:2","CAS","CAS"
"marine","3300020430_5","3300020430_a_Ga0211622_10000003","3300020430_a_Ga0211622_10000003@CAS:1","CAS","CAS"
"marine","3300020430_5","3300020430_a_Ga0211622_10000043","3300020430_a_Ga0211622_10000043@CAS:1","CAS","CAS"
"marine","3300020433_30","3300020433_a_Ga0211565_10000069","3300020433_a_Ga0211565_10000069@CAS:1","CAS","CAS"
"marine","3300020433_8","3300020433_a_Ga0211565_10002394","3300020433_a_Ga0211565_10002394@CAS:1","CAS","CAS"
"marine","3300020433_8","3300020433_a_Ga0211565_10002394","3300020433_a_Ga0211565_10002394@CAS:2","TypeII","TypeIIU"
"marine","3300020434_3","3300020434_a_Ga0211670_10000756","3300020434_a_Ga0211670_10000756@CAS:1","TypeI","TypeIE"
"marine","3300020434_3","3300020434_a_Ga0211670_10000756","3300020434_a_Ga0211670_10000756@CAS:2","CAS","CAS"
"marine","3300020436_3","3300020436_a_Ga0211708_10000088","3300020436_a_Ga0211708_10000088@CAS:1","TypeI","TypeIF"
"marine","3300020438_17","3300020438_a_Ga0211576_10000088","3300020438_a_Ga0211576_10000088@CAS:1","CAS","CAS"
"marine","3300020438_17","3300020438_a_Ga0211576_10000088","3300020438_a_Ga0211576_10000088@CAS:2","TypeI","TypeIC"
"marine","3300020438_17","3300020438_a_Ga0211576_10001031","3300020438_a_Ga0211576_10001031@CAS:1","TypeIII","TypeIIIA"
"marine","3300020439_8","3300020439_a_Ga0211558_10000026","3300020439_a_Ga0211558_10000026@CAS:1","CAS","CAS"
"marine","3300020439_8","3300020439_a_Ga0211558_10000026","3300020439_a_Ga0211558_10000026@CAS:2","TypeII","TypeIIU"
"marine","3300020439_8","3300020439_a_Ga0211558_10000166","3300020439_a_Ga0211558_10000166@CAS:1","CAS","CAS"
"marine","3300020439_8","3300020439_a_Ga0211558_10000166","3300020439_a_Ga0211558_10000166@CAS:2","TypeII","TypeIIU"
"marine","3300020444_12","3300020444_a_Ga0211578_10000057","3300020444_a_Ga0211578_10000057@CAS:1","CAS","CAS"
"marine","3300020444_3","3300020444_a_Ga0211578_10000127","3300020444_a_Ga0211578_10000127@CAS:1","CAS","CAS"
"marine","3300020444_3","3300020444_a_Ga0211578_10000127","3300020444_a_Ga0211578_10000127@CAS:2","TypeII","TypeIIU"
"marine","3300020445_5","3300020445_a_Ga0211564_10000069","3300020445_a_Ga0211564_10000069@CAS:1","TypeI","TypeIF"
"marine","3300020447_1","3300020447_a_Ga0211691_10004361","3300020447_a_Ga0211691_10004361@CAS:1","CAS","CAS"
"marine","3300020447_1","3300020447_a_Ga0211691_10001013","3300020447_a_Ga0211691_10001013@CAS:1","CAS","CAS"
"marine","3300020447_33","3300020447_a_Ga0211691_10000288","3300020447_a_Ga0211691_10000288@CAS:1","CAS","CAS"
"marine","3300020447_35","3300020447_a_Ga0211691_10000015","3300020447_a_Ga0211691_10000015@CAS:1","CAS","CAS"
"marine","3300020455_11","3300020455_a_Ga0211664_10004408","3300020455_a_Ga0211664_10004408@CAS:1","CAS","CAS"
"marine","3300020455_11","3300020455_a_Ga0211664_10004408","3300020455_a_Ga0211664_10004408@CAS:2","TypeI","TypeIB"
"marine","3300020455_17","3300020455_a_Ga0211664_10000003","3300020455_a_Ga0211664_10000003@CAS:1","CAS","CAS"
"marine","3300020455_9","3300020455_a_Ga0211664_10000035","3300020455_a_Ga0211664_10000035@CAS:1","CAS","CAS"
"marine","3300020456_15","3300020456_a_Ga0211551_10000992","3300020456_a_Ga0211551_10000992@CAS:1","CAS","CAS"
"marine","3300020458_11","3300020458_a_Ga0211697_10000140","3300020458_a_Ga0211697_10000140@CAS:1","CAS","CAS"
"marine","3300020458_6","3300020458_a_Ga0211697_10000010","3300020458_a_Ga0211697_10000010@CAS:1","CAS","CAS"
"marine","3300020458_6","3300020458_a_Ga0211697_10000093","3300020458_a_Ga0211697_10000093@CAS:1","CAS","CAS"
"marine","3300020459_15","3300020459_a_Ga0211514_10000005","3300020459_a_Ga0211514_10000005@CAS:1","TypeI","TypeIU"
"marine","3300020462_8","3300020462_a_Ga0211546_10000543","3300020462_a_Ga0211546_10000543@CAS:1","CAS","CAS"
"marine","3300020462_8","3300020462_a_Ga0211546_10000543","3300020462_a_Ga0211546_10000543@CAS:2","TypeII","TypeIIU"
"marine","3300020462_8","3300020462_a_Ga0211546_10001555","3300020462_a_Ga0211546_10001555@CAS:1","CAS","CAS"
"marine","3300020462_8","3300020462_a_Ga0211546_10001555","3300020462_a_Ga0211546_10001555@CAS:2","TypeII","TypeIIB"
"marine","3300020465_34","3300020465_a_Ga0211640_10003168","3300020465_a_Ga0211640_10003168@CAS:1","CAS","CAS"
"marine","3300020466_17","3300020466_a_Ga0211714_10000343","3300020466_a_Ga0211714_10000343@CAS:1","CAS","CAS"
"marine","3300020466_17","3300020466_a_Ga0211714_10000343","3300020466_a_Ga0211714_10000343@CAS:2","TypeII","TypeIIU"
"marine","3300020466_8","3300020466_a_Ga0211714_10000024","3300020466_a_Ga0211714_10000024@CAS:1","TypeI","TypeIA"
"marine","3300020467_8","3300020467_a_Ga0211713_10000125","3300020467_a_Ga0211713_10000125@CAS:1","CAS","CAS"
"marine","3300020468_13","3300020468_a_Ga0211475_10000735","3300020468_a_Ga0211475_10000735@CAS:1","TypeI","TypeIU"
"marine","3300020468_20","3300020468_a_Ga0211475_10000138","3300020468_a_Ga0211475_10000138@CAS:1","CAS","CAS"
"marine","3300020469_12","3300020469_a_Ga0211577_10000189","3300020469_a_Ga0211577_10000189@CAS:1","CAS","CAS"
"marine","3300020472_13","3300020472_a_Ga0211579_10000002","3300020472_a_Ga0211579_10000002@CAS:1","TypeI","TypeIF"
"marine","3300020472_16","3300020472_a_Ga0211579_10015810","3300020472_a_Ga0211579_10015810@CAS:1","CAS","CAS"
"marine","3300020472_16","3300020472_a_Ga0211579_10015810","3300020472_a_Ga0211579_10015810@CAS:2","TypeII","TypeIIU"
"marine","3300020473_11","3300020473_a_Ga0211625_10000030","3300020473_a_Ga0211625_10000030@CAS:1","TypeI","TypeIF"
"marine","3300020474_17","3300020474_a_Ga0211547_10001827","3300020474_a_Ga0211547_10001827@CAS:1","CAS","CAS"
"marine","3300020475_16","3300020475_a_Ga0211541_10000014","3300020475_a_Ga0211541_10000014@CAS:1","CAS","CAS"
"marine","3300020476_5","3300020476_a_Ga0211715_10000171","3300020476_a_Ga0211715_10000171@CAS:1","CAS","CAS"
"marine","3300020476_6","3300020476_a_Ga0211715_10000136","3300020476_a_Ga0211715_10000136@CAS:1","TypeI","TypeIF"
"marine","3300020476_7","3300020476_a_Ga0211715_10000288","3300020476_a_Ga0211715_10000288@CAS:1","CAS","CAS"
"marine","3300020476_7","3300020476_a_Ga0211715_10000288","3300020476_a_Ga0211715_10000288@CAS:2","TypeI","TypeIB"
"marine","3300020477_10","3300020477_a_Ga0211585_10000081","3300020477_a_Ga0211585_10000081@CAS:1","CAS","CAS"
"marine","3300020477_12","3300020477_a_Ga0211585_10000094","3300020477_a_Ga0211585_10000094@CAS:1","CAS","CAS"
"marine","3300020477_196","3300020477_a_Ga0211585_10000001","3300020477_a_Ga0211585_10000001@CAS:1","CAS","CAS"
"marine","3300020477_33","3300020477_a_Ga0211585_10009515","3300020477_a_Ga0211585_10009515@CAS:1","CAS","CAS"
"marine","3300020477_33","3300020477_a_Ga0211585_10009515","3300020477_a_Ga0211585_10009515@CAS:2","TypeII","TypeIIU"
"marine","3300020477_58","3300020477_a_Ga0211585_10000231","3300020477_a_Ga0211585_10000231@CAS:1","CAS","CAS"
"marine","3300020477_64","3300020477_a_Ga0211585_10000092","3300020477_a_Ga0211585_10000092@CAS:1","CAS","CAS"
"marine","3300020478_15","3300020478_a_Ga0211503_10000532","3300020478_a_Ga0211503_10000532@CAS:1","TypeI","TypeIU"
"marine","3300020601_25","3300020601_a_Ga0181557_1000001","3300020601_a_Ga0181557_1000001@CAS:1","CAS","CAS"
"marine","3300020601_25","3300020601_a_Ga0181557_1000001","3300020601_a_Ga0181557_1000001@CAS:2","TypeII","TypeIIU"
"marine","3300020601_30","3300020601_a_Ga0181557_1001510","3300020601_a_Ga0181557_1001510@CAS:1","CAS","CAS"
"marine","3300020601_30","3300020601_a_Ga0181557_1001510","3300020601_a_Ga0181557_1001510@CAS:2","TypeI","TypeID"
"marine","3300020601_30","3300020601_a_Ga0181557_1006585","3300020601_a_Ga0181557_1006585@CAS:1","CAS","CAS"
"marine","3300020601_30","3300020601_a_Ga0181557_1006585","3300020601_a_Ga0181557_1006585@CAS:2","TypeIII","TypeIIIA"
"marine","3300020601_30","3300020601_a_Ga0181557_1000563","3300020601_a_Ga0181557_1000563@CAS:1","TypeIII","TypeIIIA"
"marine","3300020601_30","3300020601_a_Ga0181557_1003778","3300020601_a_Ga0181557_1003778@CAS:1","CAS","CAS"
"marine","3300020601_30","3300020601_a_Ga0181557_1000304","3300020601_a_Ga0181557_1000304@CAS:1","TypeI","TypeIE"
"marine","3300020601_30","3300020601_a_Ga0181557_1000304","3300020601_a_Ga0181557_1000304@CAS:2","CAS","CAS"
"marine","3300020601_30","3300020601_a_Ga0181557_1000304","3300020601_a_Ga0181557_1000304@CAS:3","TypeIII","TypeIIIB"
"marine","3300020601_40","3300020601_a_Ga0181557_1002010","3300020601_a_Ga0181557_1002010@CAS:1","CAS","CAS"
"marine","3300021335_8","3300021335_a_Ga0213867_1000913","3300021335_a_Ga0213867_1000913@CAS:1","TypeI","TypeIE"
"marine","3300021335_8","3300021335_a_Ga0213867_1000913","3300021335_a_Ga0213867_1000913@CAS:2","CAS","CAS"
"marine","3300021338_13","3300021338_a_Ga0213839_1000055","3300021338_a_Ga0213839_1000055@CAS:1","TypeI","TypeIF"
"marine","3300021338_13","3300021338_a_Ga0213839_1000055","3300021338_a_Ga0213839_1000055@CAS:2","CAS","CAS"
"marine","3300021338_14","3300021338_a_Ga0213839_1007867","3300021338_a_Ga0213839_1007867@CAS:1","CAS","CAS"
"marine","3300021338_15","3300021338_a_Ga0213839_1000012","3300021338_a_Ga0213839_1000012@CAS:1","CAS","CAS"
"marine","3300021338_23","3300021338_a_Ga0213839_1000028","3300021338_a_Ga0213839_1000028@CAS:1","CAS","CAS"
"marine","3300021338_8","3300021338_a_Ga0213839_1000046","3300021338_a_Ga0213839_1000046@CAS:1","CAS","CAS"
"marine","3300021338_8","3300021338_a_Ga0213839_1000099","3300021338_a_Ga0213839_1000099@CAS:1","CAS","CAS"
"marine","3300021338_8","3300021338_a_Ga0213839_1000047","3300021338_a_Ga0213839_1000047@CAS:1","CAS","CAS"
"marine","3300021341_26","3300021341_a_Ga0213840_1000154","3300021341_a_Ga0213840_1000154@CAS:1","CAS","CAS"
"marine","3300021341_28","3300021341_a_Ga0213840_1000031","3300021341_a_Ga0213840_1000031@CAS:1","CAS","CAS"
"marine","3300021341_5","3300021341_a_Ga0213840_1000290","3300021341_a_Ga0213840_1000290@CAS:1","CAS","CAS"
"marine","3300021341_5","3300021341_a_Ga0213840_1000290","3300021341_a_Ga0213840_1000290@CAS:2","TypeIII","TypeIIIB"
"marine","3300021341_7","3300021341_a_Ga0213840_1000052","3300021341_a_Ga0213840_1000052@CAS:1","CAS","CAS"
"marine","3300021341_7","3300021341_a_Ga0213840_1000047","3300021341_a_Ga0213840_1000047@CAS:1","CAS","CAS"
"marine","3300021341_7","3300021341_a_Ga0213840_1000103","3300021341_a_Ga0213840_1000103@CAS:1","CAS","CAS"
"marine","3300021341_7","3300021341_a_Ga0213840_1000026","3300021341_a_Ga0213840_1000026@CAS:1","CAS","CAS"
"marine","3300021341_9","3300021341_a_Ga0213840_1000006","3300021341_a_Ga0213840_1000006@CAS:1","CAS","CAS"
"marine","3300021341_9","3300021341_a_Ga0213840_1000074","3300021341_a_Ga0213840_1000074@CAS:1","TypeI","TypeIU"
"marine","3300021341_9","3300021341_a_Ga0213840_1000074","3300021341_a_Ga0213840_1000074@CAS:2","CAS","CAS"
"marine","3300021341_9","3300021341_a_Ga0213840_1000003","3300021341_a_Ga0213840_1000003@CAS:1","CAS","CAS"
"marine","3300021343_13","3300021343_a_Ga0213841_1000051","3300021343_a_Ga0213841_1000051@CAS:1","TypeI","TypeIF"
"marine","3300021343_13","3300021343_a_Ga0213841_1000051","3300021343_a_Ga0213841_1000051@CAS:2","CAS","CAS"
"marine","3300021343_17","3300021343_a_Ga0213841_1000027","3300021343_a_Ga0213841_1000027@CAS:1","CAS","CAS"
"marine","3300021343_20","3300021343_a_Ga0213841_1000146","3300021343_a_Ga0213841_1000146@CAS:1","CAS","CAS"
"marine","3300021343_6","3300021343_a_Ga0213841_1000069","3300021343_a_Ga0213841_1000069@CAS:1","CAS","CAS"
"marine","3300021343_6","3300021343_a_Ga0213841_1000035","3300021343_a_Ga0213841_1000035@CAS:1","CAS","CAS"
"marine","3300021343_6","3300021343_a_Ga0213841_1000104","3300021343_a_Ga0213841_1000104@CAS:1","CAS","CAS"
"marine","3300021343_7","3300021343_a_Ga0213841_1000058","3300021343_a_Ga0213841_1000058@CAS:1","CAS","CAS"
"marine","3300021356_16","3300021356_a_Ga0213858_10008687","3300021356_a_Ga0213858_10008687@CAS:1","CAS","CAS"
"marine","3300021365_18","3300021365_a_Ga0206123_10002487","3300021365_a_Ga0206123_10002487@CAS:1","TypeI","TypeIE"
"marine","3300021365_18","3300021365_a_Ga0206123_10002487","3300021365_a_Ga0206123_10002487@CAS:2","CAS","CAS"
"marine","3300021373_20","3300021373_a_Ga0213865_10001266","3300021373_a_Ga0213865_10001266@CAS:1","CAS","CAS"
"marine","3300021378_8","3300021378_a_Ga0213861_10018331","3300021378_a_Ga0213861_10018331@CAS:1","CAS","CAS"
"marine","3300021409_11","3300021409_a_Ga0213835_100730","3300021409_a_Ga0213835_100730@CAS:1","CAS","CAS"
"marine","3300021409_11","3300021409_a_Ga0213835_100730","3300021409_a_Ga0213835_100730@CAS:2","TypeII","TypeIIU"
"marine","3300021409_12","3300021409_a_Ga0213835_102353","3300021409_a_Ga0213835_102353@CAS:1","CAS","CAS"
"marine","3300021409_12","3300021409_a_Ga0213835_102353","3300021409_a_Ga0213835_102353@CAS:2","TypeI","TypeIA"
"marine","3300021409_14","3300021409_a_Ga0213835_105206","3300021409_a_Ga0213835_105206@CAS:1","CAS","CAS"
"marine","3300021409_14","3300021409_a_Ga0213835_105206","3300021409_a_Ga0213835_105206@CAS:2","TypeII","TypeIIU"
"marine","3300021409_15","3300021409_a_Ga0213835_100068","3300021409_a_Ga0213835_100068@CAS:1","CAS","CAS"
"marine","3300021409_5","3300021409_a_Ga0213835_100535","3300021409_a_Ga0213835_100535@CAS:1","CAS","CAS"
"marine","3300021409_5","3300021409_a_Ga0213835_100535","3300021409_a_Ga0213835_100535@CAS:2","TypeIII","TypeIIIA"
"marine","3300021409_5","3300021409_a_Ga0213835_100890","3300021409_a_Ga0213835_100890@CAS:1","CAS","CAS"
"marine","3300021409_5","3300021409_a_Ga0213835_100890","3300021409_a_Ga0213835_100890@CAS:2","TypeI","TypeIB"
"marine","3300021409_5","3300021409_a_Ga0213835_100890","3300021409_a_Ga0213835_100890@CAS:3","TypeIII","TypeIIIB"
"marine","3300021409_5","3300021409_a_Ga0213835_100320","3300021409_a_Ga0213835_100320@CAS:1","CAS","CAS"
"marine","3300021409_5","3300021409_a_Ga0213835_100407","3300021409_a_Ga0213835_100407@CAS:1","TypeIII","TypeIIIB"
"marine","3300021409_7","3300021409_a_Ga0213835_100067","3300021409_a_Ga0213835_100067@CAS:1","TypeIII","TypeIIIA"
"marine","3300021410_11","3300021410_a_Ga0213836_100041","3300021410_a_Ga0213836_100041@CAS:1","CAS","CAS"
"marine","3300021410_5","3300021410_a_Ga0213836_100463","3300021410_a_Ga0213836_100463@CAS:1","TypeIII","TypeIIIB"
"marine","3300021410_5","3300021410_a_Ga0213836_100436","3300021410_a_Ga0213836_100436@CAS:1","CAS","CAS"
"marine","3300021410_5","3300021410_a_Ga0213836_100436","3300021410_a_Ga0213836_100436@CAS:2","TypeIII","TypeIIIA"
"marine","3300021410_5","3300021410_a_Ga0213836_100230","3300021410_a_Ga0213836_100230@CAS:1","CAS","CAS"
"marine","3300021410_5","3300021410_a_Ga0213836_100818","3300021410_a_Ga0213836_100818@CAS:1","CAS","CAS"
"marine","3300021410_5","3300021410_a_Ga0213836_100818","3300021410_a_Ga0213836_100818@CAS:2","TypeI","TypeIB"
"marine","3300021410_5","3300021410_a_Ga0213836_100818","3300021410_a_Ga0213836_100818@CAS:3","TypeIII","TypeIIIB"
"marine","3300021410_9","3300021410_a_Ga0213836_100020","3300021410_a_Ga0213836_100020@CAS:1","CAS","CAS"
"marine","3300021410_9","3300021410_a_Ga0213836_100020","3300021410_a_Ga0213836_100020@CAS:2","TypeI","TypeIC"
"marine","3300021414_4","3300021414_a_Ga0213834_100005","3300021414_a_Ga0213834_100005@CAS:1","CAS","CAS"
"marine","3300021414_5","3300021414_a_Ga0213834_100028","3300021414_a_Ga0213834_100028@CAS:1","CAS","CAS"
"marine","3300021414_5","3300021414_a_Ga0213834_100028","3300021414_a_Ga0213834_100028@CAS:2","TypeII","TypeIIU"
"marine","3300021416_10","3300021416_a_Ga0213837_1000984","3300021416_a_Ga0213837_1000984@CAS:1","TypeI","TypeIF"
"marine","3300021416_10","3300021416_a_Ga0213837_1000984","3300021416_a_Ga0213837_1000984@CAS:2","CAS","CAS"
"marine","3300021416_13","3300021416_a_Ga0213837_1000102","3300021416_a_Ga0213837_1000102@CAS:1","CAS","CAS"
"marine","3300021416_7","3300021416_a_Ga0213837_1000128","3300021416_a_Ga0213837_1000128@CAS:1","CAS","CAS"
"marine","3300021416_7","3300021416_a_Ga0213837_1000122","3300021416_a_Ga0213837_1000122@CAS:1","CAS","CAS"
"marine","3300021416_7","3300021416_a_Ga0213837_1000077","3300021416_a_Ga0213837_1000077@CAS:1","CAS","CAS"
"marine","3300021416_7","3300021416_a_Ga0213837_1000077","3300021416_a_Ga0213837_1000077@CAS:2","TypeI","TypeIC"
"marine","3300021417_10","3300021417_a_Ga0213838_1000588","3300021417_a_Ga0213838_1000588@CAS:1","TypeI","TypeIF"
"marine","3300021417_10","3300021417_a_Ga0213838_1000588","3300021417_a_Ga0213838_1000588@CAS:2","CAS","CAS"
"marine","3300021419_23","3300021419_a_Ga0213833_1000032","3300021419_a_Ga0213833_1000032@CAS:1","CAS","CAS"
"marine","3300021419_9","3300021419_a_Ga0213833_1000121","3300021419_a_Ga0213833_1000121@CAS:1","CAS","CAS"
"marine","3300021468_12","3300021468_a_Ga0190360_1006481","3300021468_a_Ga0190360_1006481@CAS:1","CAS","CAS"
"marine","3300021468_12","3300021468_a_Ga0190360_1006481","3300021468_a_Ga0190360_1006481@CAS:2","TypeI","TypeID"
"marine","3300021468_20","3300021468_a_Ga0190360_1001596","3300021468_a_Ga0190360_1001596@CAS:1","CAS","CAS"
"marine","3300021468_20","3300021468_a_Ga0190360_1001596","3300021468_a_Ga0190360_1001596@CAS:2","TypeI","TypeIB"
"marine","3300021468_20","3300021468_a_Ga0190360_1012470","3300021468_a_Ga0190360_1012470@CAS:1","CAS","CAS"
"marine","3300021468_20","3300021468_a_Ga0190360_1012470","3300021468_a_Ga0190360_1012470@CAS:2","TypeIII","TypeIIIA"
"marine","3300021468_22","3300021468_a_Ga0190360_1000909","3300021468_a_Ga0190360_1000909@CAS:1","CAS","CAS"
"marine","3300021468_22","3300021468_a_Ga0190360_1000909","3300021468_a_Ga0190360_1000909@CAS:2","TypeIII","TypeIIIA"
"marine","3300021469_7","3300021469_a_Ga0190361_1000060","3300021469_a_Ga0190361_1000060@CAS:1","CAS","CAS"
"marine","3300021469_7","3300021469_a_Ga0190361_1000060","3300021469_a_Ga0190361_1000060@CAS:2","TypeIII","TypeIIIU"
"marine","3300021469_7","3300021469_a_Ga0190361_1000060","3300021469_a_Ga0190361_1000060@CAS:3","TypeIII","TypeIIIA"
"marine","3300021471_12","3300021471_a_Ga0190359_1002830","3300021471_a_Ga0190359_1002830@CAS:1","CAS","CAS"
"marine","3300021471_12","3300021471_a_Ga0190359_1002830","3300021471_a_Ga0190359_1002830@CAS:2","TypeIII","TypeIIIB"
"marine","3300021471_12","3300021471_a_Ga0190359_1002830","3300021471_a_Ga0190359_1002830@CAS:3","TypeI","TypeID"
"marine","3300021471_16","3300021471_a_Ga0190359_1004083","3300021471_a_Ga0190359_1004083@CAS:1","CAS","CAS"
"marine","3300021471_19","3300021471_a_Ga0190359_1000381","3300021471_a_Ga0190359_1000381@CAS:1","CAS","CAS"
"marine","3300021472_22","3300021472_a_Ga0190363_1000001","3300021472_a_Ga0190363_1000001@CAS:1","CAS","CAS"
"marine","3300021472_22","3300021472_a_Ga0190363_1000001","3300021472_a_Ga0190363_1000001@CAS:2","TypeI","TypeIA"
"marine","3300021483_5","3300021483_a_Ga0190331_1000052","3300021483_a_Ga0190331_1000052@CAS:1","CAS","CAS"
"marine","3300021483_5","3300021483_a_Ga0190331_1000052","3300021483_a_Ga0190331_1000052@CAS:2","TypeI","TypeIB"
"marine","3300021484_1","3300021484_a_Ga0190345_1000559","3300021484_a_Ga0190345_1000559@CAS:1","CAS","CAS"
"marine","3300021484_1","3300021484_a_Ga0190345_1000250","3300021484_a_Ga0190345_1000250@CAS:1","TypeIII","TypeIIIB"
"marine","3300021484_1","3300021484_a_Ga0190345_1000194","3300021484_a_Ga0190345_1000194@CAS:1","TypeIII","TypeIIIA"
"marine","3300021484_1","3300021484_a_Ga0190345_1002087","3300021484_a_Ga0190345_1002087@CAS:1","TypeI","TypeID"
"marine","3300021485_7","3300021485_a_Ga0213832_1000108","3300021485_a_Ga0213832_1000108@CAS:1","CAS","CAS"
"marine","3300021485_7","3300021485_a_Ga0213832_1000115","3300021485_a_Ga0213832_1000115@CAS:1","CAS","CAS"
"marine","3300021485_7","3300021485_a_Ga0213832_1000100","3300021485_a_Ga0213832_1000100@CAS:1","CAS","CAS"
"marine","3300021485_7","3300021485_a_Ga0213832_1000100","3300021485_a_Ga0213832_1000100@CAS:2","TypeI","TypeIC"
"marine","3300021485_8","3300021485_a_Ga0213832_1000035","3300021485_a_Ga0213832_1000035@CAS:1","CAS","CAS"
"marine","3300021487_4","3300021487_a_Ga0213830_1000492","3300021487_a_Ga0213830_1000492@CAS:1","TypeI","TypeIF"
"marine","3300021487_4","3300021487_a_Ga0213830_1000492","3300021487_a_Ga0213830_1000492@CAS:2","CAS","CAS"
"marine","3300021487_6","3300021487_a_Ga0213830_1000103","3300021487_a_Ga0213830_1000103@CAS:1","CAS","CAS"
"marine","3300021487_6","3300021487_a_Ga0213830_1000103","3300021487_a_Ga0213830_1000103@CAS:2","TypeI","TypeIC"
"marine","3300021487_6","3300021487_a_Ga0213830_1000105","3300021487_a_Ga0213830_1000105@CAS:1","CAS","CAS"
"marine","3300021487_7","3300021487_a_Ga0213830_1000096","3300021487_a_Ga0213830_1000096@CAS:1","CAS","CAS"
"marine","3300021488_2","3300021488_a_Ga0190305_1000143","3300021488_a_Ga0190305_1000143@CAS:1","CAS","CAS"
"marine","3300021488_2","3300021488_a_Ga0190305_1000143","3300021488_a_Ga0190305_1000143@CAS:2","TypeII","TypeIIU"
"marine","3300021488_2","3300021488_a_Ga0190305_1000033","3300021488_a_Ga0190305_1000033@CAS:1","CAS","CAS"
"marine","3300021488_2","3300021488_a_Ga0190305_1000033","3300021488_a_Ga0190305_1000033@CAS:2","TypeI","TypeIB"
"marine","3300021488_7","3300021488_a_Ga0190305_1000001","3300021488_a_Ga0190305_1000001@CAS:1","CAS","CAS"
"marine","3300021488_7","3300021488_a_Ga0190305_1000006","3300021488_a_Ga0190305_1000006@CAS:1","CAS","CAS"
"marine","3300021488_7","3300021488_a_Ga0190305_1000006","3300021488_a_Ga0190305_1000006@CAS:2","TypeI","TypeIB"
"marine","3300021504_4","3300021504_a_Ga0190344_1001143","3300021504_a_Ga0190344_1001143@CAS:1","TypeI","TypeIE"
"marine","3300021504_4","3300021504_a_Ga0190344_1001143","3300021504_a_Ga0190344_1001143@CAS:2","CAS","CAS"
"marine","3300021505_1","3300021505_a_Ga0190327_1000095","3300021505_a_Ga0190327_1000095@CAS:1","CAS","CAS"
"marine","3300021505_1","3300021505_a_Ga0190327_1000095","3300021505_a_Ga0190327_1000095@CAS:2","TypeI","TypeIC"
"marine","3300021506_3","3300021506_a_Ga0190358_1000123","3300021506_a_Ga0190358_1000123@CAS:1","CAS","CAS"
"marine","3300021506_3","3300021506_a_Ga0190358_1000123","3300021506_a_Ga0190358_1000123@CAS:2","TypeI","TypeIB"
"marine","3300021506_3","3300021506_a_Ga0190358_1000123","3300021506_a_Ga0190358_1000123@CAS:3","TypeI","TypeID"
"marine","3300021506_3","3300021506_a_Ga0190358_1000001","3300021506_a_Ga0190358_1000001@CAS:1","CAS","CAS"
