"genome_name","n_crispr","n_cas","n_spacer","n_cas_protein","n_crispr_level4"
"GCA_002737455.1_ASM273745v1_genomic.fna",3,0,4,0,0
"GCA_002763085.1_ASM276308v1_genomic.fna",3,0,3,0,0
"GCA_002878195.1_ASM287819v1_genomic.fna",2,0,2,0,0
"GCA_002899815.1_ASM289981v1_genomic.fna",0,0,0,0,0
"GCA_003021175.1_ASM302117v1_genomic.fna",10,1,377,8,2
"GCA_003021725.1_ASM302172v1_genomic.fna",2,1,2,1,0
"GCA_003086315.1_ASM308631v1_genomic.fna",0,0,0,0,0
"GCA_003096255.1_ASM309625v1_genomic.fna",1,0,1,0,0
"GCA_003142045.1_20120800_E1D_genomic.fna",3,0,3,0,0
"GCA_003156955.1_20120600_E3M_genomic.fna",4,0,4,0,0
"GCA_003164815.1_20120700_S1D_genomic.fna",0,0,0,0,0
"GCA_003168415.1_20110700_E2M_genomic.fna",3,0,3,0,0
"GCA_003246535.1_ASM324653v1_genomic.fna",0,0,0,0,0
"GCA_003604315.1_ASM360431v1_genomic.fna",2,3,36,12,2
"GCA_003649035.1_ASM364903v1_genomic.fna",1,0,1,0,0
"GCA_003649095.1_ASM364909v1_genomic.fna",1,0,2,0,0
"GCA_003661125.1_ASM366112v1_genomic.fna",10,2,43,2,3
"GCA_003662865.1_ASM366286v1_genomic.fna",9,5,111,10,3
"GCA_003672205.1_ASM367220v1_genomic.fna",0,0,0,0,0
"GCA_003694805.1_ASM369480v1_genomic.fna",4,0,5,0,0
"GCA_004376455.1_ASM437645v1_genomic.fna",0,0,0,0,0
"GCA_004524205.1_ASM452420v1_genomic.fna",3,0,5,0,0
"GCA_004524305.1_ASM452430v1_genomic.fna",0,0,0,0,0
"GCA_004524635.1_ASM452463v1_genomic.fna",0,0,0,0,0
"GCA_011040965.1_ASM1104096v1_genomic.fna",2,0,2,0,0
"GCA_011773905.1_ASM1177390v1_genomic.fna",1,0,1,0,0
"GCA_012960735.1_ASM1296073v1_genomic.fna",4,1,6,1,0
"GCA_013138905.1_ASM1313890v1_genomic.fna",1,0,1,0,0
"GCA_013330065.1_ASM1333006v1_genomic.fna",7,0,9,0,0
"GCA_013375475.1_ASM1337547v1_genomic.fna",0,0,0,0,0
"GCA_014189675.1_ASM1418967v1_genomic.fna",0,0,0,0,0
"GCA_015521005.1_ASM1552100v1_genomic.fna",8,6,54,27,7
"GCA_015662475.1_ASM1566247v1_genomic.fna",1,0,3,0,0
"GCA_015664805.1_ASM1566480v1_genomic.fna",3,1,3,1,0
"GCA_016187335.1_ASM1618733v1_genomic.fna",1,0,1,0,0
"GCA_016187395.1_ASM1618739v1_genomic.fna",0,0,0,0,0
"GCA_016203105.1_ASM1620310v1_genomic.fna",0,0,0,0,0
"GCA_016203115.1_ASM1620311v1_genomic.fna",0,0,0,0,0
"GCA_016212785.1_ASM1621278v1_genomic.fna",0,0,0,0,0
"GCA_016782615.1_ASM1678261v1_genomic.fna",2,0,2,0,0
"GCA_016839845.1_ASM1683984v1_genomic.fna",0,0,0,0,0
"GCA_016840825.1_ASM1684082v1_genomic.fna",0,0,0,0,0
"GCA_016866935.1_JGI_2017-08-21_genomic.fna",0,0,0,0,0
"GCA_016930415.1_ASM1693041v1_genomic.fna",1,0,1,0,0
"GCA_017457905.1_ASM1745790v1_genomic.fna",1,0,1,0,0
"GCA_017504565.1_ASM1750456v1_genomic.fna",2,0,3,0,0
"GCA_017545145.1_ASM1754514v1_genomic.fna",3,0,3,0,0
"GCA_017621315.1_ASM1762131v1_genomic.fna",0,0,0,0,0
"GCA_017884385.1_ASM1788438v1_genomic.fna",0,0,0,0,0
"GCA_018221085.1_ASM1822108v1_genomic.fna",3,2,3,2,0
"GCA_018238465.1_ASM1823846v1_genomic.fna",0,0,0,0,0
"GCA_018263355.1_ASM1826335v1_genomic.fna",1,0,1,0,0
"GCA_018303655.1_ASM1830365v1_genomic.fna",1,0,1,0,0
"GCA_018649325.1_ASM1864932v1_genomic.fna",2,0,2,0,0
"GCA_018656565.1_ASM1865656v1_genomic.fna",2,0,2,0,0
"GCA_018670755.1_ASM1867075v1_genomic.fna",0,0,0,0,0
"GCA_018697615.1_ASM1869761v1_genomic.fna",0,0,0,0,0
"GCA_018819305.1_ASM1881930v1_genomic.fna",7,2,7,2,0
"GCA_019322375.1_ASM1932237v1_genomic.fna",3,0,4,0,0
"GCA_019323335.1_ASM1932333v1_genomic.fna",2,0,2,0,0
"GCA_019651595.1_ASM1965159v1_genomic.fna",3,0,4,0,0
"GCA_020063225.1_ASM2006322v1_genomic.fna",1,0,1,0,0
"GCA_020353515.1_ASM2035351v1_genomic.fna",3,0,7,0,0
"GCA_020430425.1_ASM2043042v1_genomic.fna",2,0,3,0,0
"GCA_020725895.1_ASM2072589v1_genomic.fna",4,0,9,0,0
"GCA_021442885.1_ASM2144288v1_genomic.fna",3,1,3,1,0
"GCA_021797325.1_ASM2179732v1_genomic.fna",0,0,0,0,0
"GCA_021810375.1_ASM2181037v1_genomic.fna",0,0,0,0,0
"GCA_021823145.1_ASM2182314v1_genomic.fna",0,0,0,0,0
"GCA_021834785.1_ASM2183478v1_genomic.fna",2,0,3,0,0
"GCA_021835285.1_ASM2183528v1_genomic.fna",1,0,1,0,0
"GCA_021845005.1_ASM2184500v1_genomic.fna",2,3,8,8,1
"GCA_021850805.1_ASM2185080v1_genomic.fna",0,0,0,0,0
"GCA_022013355.1_ASM2201335v1_genomic.fna",9,11,60,41,5
"GCA_022014895.1_ASM2201489v1_genomic.fna",5,3,19,7,2
"GCA_022450005.1_ASM2245000v1_genomic.fna",2,0,2,0,0
"GCA_022627495.1_ASM2262749v1_genomic.fna",3,0,3,0,0
"GCA_023264875.1_ASM2326487v1_genomic.fna",3,0,3,0,0
"GCA_023379555.1_ASM2337955v1_genomic.fna",0,0,0,0,0
"GCA_023380495.1_ASM2338049v1_genomic.fna",0,0,0,0,0
"GCA_023380615.1_ASM2338061v1_genomic.fna",0,0,0,0,0
"GCA_023622745.1_ASM2362274v1_genomic.fna",16,3,19,3,0
"GCA_024405825.1_ASM2440582v1_genomic.fna",3,0,3,0,0
"GCA_024654505.1_ASM2465450v1_genomic.fna",5,0,5,0,0
"GCA_024960025.1_ASM2496002v1_genomic.fna",1,0,1,0,0
"GCA_025350045.1_ASM2535004v1_genomic.fna",4,0,7,0,0
"GCA_025930195.1_ASM2593019v1_genomic.fna",6,0,6,0,0
"GCA_026552835.1_ASM2655283v1_genomic.fna",2,3,41,14,1
"GCA_026989875.1_ASM2698987v1_genomic.fna",6,1,11,2,1
"GCA_027001115.1_ASM2700111v1_genomic.fna",1,0,2,0,0
"GCA_027006415.1_ASM2700641v1_genomic.fna",5,1,56,2,2
"GCA_027017585.1_ASM2701758v1_genomic.fna",2,0,6,0,1
"GCA_027083115.1_ASM2708311v1_genomic.fna",1,0,1,0,0
"GCA_027332085.1_ASM2733208v1_genomic.fna",0,0,0,0,0
"GCA_027334365.1_ASM2733436v1_genomic.fna",0,0,0,0,0
"GCA_027339055.1_ASM2733905v1_genomic.fna",0,0,0,0,0
"GCA_027339415.1_ASM2733941v1_genomic.fna",1,0,1,0,0
"GCA_027369575.1_ASM2736957v1_genomic.fna",1,0,1,0,0
"GCA_027373145.1_ASM2737314v1_genomic.fna",0,0,0,0,0
"GCA_027373495.1_ASM2737349v1_genomic.fna",0,0,0,0,0
"GCA_027374475.1_ASM2737447v1_genomic.fna",1,0,2,0,0
"GCA_027448245.1_ASM2744824v1_genomic.fna",0,0,0,0,0
"GCA_027460615.1_ASM2746061v1_genomic.fna",3,2,3,10,0
"GCA_027570295.1_ASM2757029v1_genomic.fna",5,0,5,0,0
"GCA_902386255.1_Candidatus_Methanoperedens_sp._LFW-280_4_genomic.fna",10,2,15,10,1
"GCA_902789715.1_Rumen_uncultured_genome_RUG13492_genomic.fna",15,0,18,0,0
"GCA_903923795.1_freshwater_MAG_---_A14_bin-2075_genomic.fna",1,0,1,0,0
"GCA_905067525.1_GoM-Arc1-GOM-AG-392-M11_genomic.fna",10,1,10,2,0
"GCA_905171735.1_HotSeep1_E50_DN_genomic.fna",0,0,0,0,0
"GCA_937877755.1_SRR6823441_bin.215_CONCOCT_v1.1_MAG_genomic.fna",2,0,3,0,0
"GCA_937897035.1_DRR093005_bin.44_CONCOCT_v1.1_MAG_genomic.fna",3,0,3,0,0
"GCF_000006805.1_ASM680v1_genomic.fna",3,0,5,0,0
"GCF_000221185.1_ASM22118v1_genomic.fna",5,1,116,7,5
"GCF_000363885.1_MethanoVillo1.0_genomic.fna",6,0,33,0,4
"GCF_000969885.1_ASM96988v1_genomic.fna",13,2,167,13,3
"GCF_000979195.1_gtlEnvA5udCFS_genomic.fna",13,6,112,17,2
"GCF_009674625.1_ASM967462v1_genomic.fna",5,0,6,0,0
"GCF_013377755.1_ASM1337775v1_genomic.fna",5,1,377,8,2
"GCF_020150815.1_ASM2015081v1_genomic.fna",1,0,1,0,0
"GCF_023074835.1_ASM2307483v1_genomic.fna",8,0,10,0,0
"GCF_900167955.1_ASM90016795v1_genomic.fna",3,0,3,0,0
"GCA_002011355.1_ASM201135v1_genomic.fna",1,0,1,0,0
"GCA_002495065.1_ASM249506v1_genomic.fna",2,1,3,1,0
"GCA_002495625.1_ASM249562v1_genomic.fna",8,2,163,7,2
"GCA_002495675.1_ASM249567v1_genomic.fna",4,0,10,0,0
"GCA_002498265.1_ASM249826v1_genomic.fna",2,0,4,0,0
"GCA_002499375.1_ASM249937v1_genomic.fna",6,2,12,4,1
"GCA_002507175.1_ASM250717v1_genomic.fna",0,0,0,0,0
"GCA_002508545.1_ASM250854v1_genomic.fna",2,0,28,0,1
"GCA_002693225.1_ASM269322v1_genomic.fna",0,0,0,0,0
"GCA_002698225.1_ASM269822v1_genomic.fna",2,0,2,0,0
"GCA_002923215.1_ASM292321v1_genomic.fna",1,1,1,1,0
"GCA_003019485.1_ASM301948v1_genomic.fna",1,0,1,0,0
"GCA_003022055.1_ASM302205v1_genomic.fna",3,0,3,0,0
"GCA_003344645.1_ASM334464v1_genomic.fna",0,0,0,0,0
"GCA_003491305.1_ASM349130v1_genomic.fna",2,1,107,8,1
"GCA_003558085.1_ASM355808v1_genomic.fna",4,0,4,0,0
"GCA_003560275.1_ASM356027v1_genomic.fna",4,0,4,0,0
"GCA_003651155.1_ASM365115v1_genomic.fna",2,1,2,1,0
"GCA_003661365.1_ASM366136v1_genomic.fna",2,0,7,0,1
"GCA_003661545.1_ASM366154v1_genomic.fna",2,1,4,2,0
"GCA_003661865.1_ASM366186v1_genomic.fna",8,2,24,4,1
"GCA_003661965.1_ASM366196v1_genomic.fna",10,0,33,0,6
"GCA_003672445.1_ASM367244v1_genomic.fna",1,0,2,0,0
"GCA_005882905.1_ASM588290v1_genomic.fna",0,0,0,0,0
"GCA_005887815.1_ASM588781v1_genomic.fna",3,0,7,0,0
"GCA_007050885.1_ASM705088v1_genomic.fna",0,0,0,0,0
"GCA_011039675.1_ASM1103967v1_genomic.fna",0,0,0,0,0
"GCA_011057105.1_ASM1105710v1_genomic.fna",1,0,1,0,0
"GCA_011380095.1_ASM1138009v1_genomic.fna",2,0,2,0,0
"GCA_011776665.1_ASM1177666v1_genomic.fna",5,0,5,0,0
"GCA_011776745.1_ASM1177674v1_genomic.fna",2,0,2,0,0
"GCA_013287935.1_ASM1328793v1_genomic.fna",0,0,0,0,0
"GCA_013329155.1_ASM1332915v1_genomic.fna",1,0,1,0,0
"GCA_013330715.1_ASM1333071v1_genomic.fna",18,7,24,25,1
"GCA_013330745.1_ASM1333074v1_genomic.fna",16,2,16,2,0
"GCA_013388835.1_ASM1338883v1_genomic.fna",8,6,15,40,1
"GCA_013390375.1_ASM1339037v1_genomic.fna",3,1,4,1,0
"GCA_013390495.1_ASM1339049v1_genomic.fna",0,0,0,0,0
"GCA_013425335.1_ASM1342533v1_genomic.fna",0,0,0,0,0
"GCA_014871915.1_ASM1487191v1_genomic.fna",4,0,4,0,0
"GCA_016197145.1_ASM1619714v1_genomic.fna",1,0,1,0,0
"GCA_016203325.1_ASM1620332v1_genomic.fna",0,0,0,0,0
"GCA_016934355.1_ASM1693435v1_genomic.fna",1,0,1,0,0
"GCA_017386285.1_ASM1738628v1_genomic.fna",0,0,0,0,0
"GCA_017438625.1_ASM1743862v1_genomic.fna",0,0,0,0,0
"GCA_018303825.1_ASM1830382v1_genomic.fna",1,0,1,0,0
"GCA_018434005.1_SM3_genomic.fna",4,2,27,10,1
"GCA_018661765.1_ASM1866176v1_genomic.fna",1,0,1,0,0
"GCA_018669175.1_ASM1866917v1_genomic.fna",0,0,0,0,0
"GCA_018680575.1_ASM1868057v1_genomic.fna",0,0,0,0,0
"GCA_018829335.1_ASM1882933v1_genomic.fna",1,0,1,0,0
"GCA_018830985.1_ASM1883098v1_genomic.fna",0,0,0,0,0
"GCA_019057815.1_ASM1905781v1_genomic.fna",26,6,154,20,6
"GCA_019322455.1_ASM1932245v1_genomic.fna",2,0,2,0,0
"GCA_020833415.1_ASM2083341v1_genomic.fna",0,0,0,0,0
"GCA_021129955.1_ASM2112995v1_genomic.fna",4,0,4,0,0
"GCA_021161005.1_ASM2116100v1_genomic.fna",0,0,0,0,0
"GCA_021789155.1_ASM2178915v1_genomic.fna",0,0,0,0,0
"GCA_021791775.1_ASM2179177v1_genomic.fna",1,0,1,0,0
"GCA_021810685.1_ASM2181068v1_genomic.fna",0,0,0,0,0
"GCA_021818545.1_ASM2181854v1_genomic.fna",0,0,0,0,0
"GCA_021825125.1_ASM2182512v1_genomic.fna",0,0,0,0,0
"GCA_021835165.1_ASM2183516v1_genomic.fna",1,0,15,0,1
"GCA_021845055.1_ASM2184505v1_genomic.fna",1,0,1,0,0
"GCA_021846745.1_ASM2184674v1_genomic.fna",4,9,6,29,0
"GCA_022709585.1_ASM2270958v1_genomic.fna",3,0,4,0,0
"GCA_022750435.1_ASM2275043v1_genomic.fna",0,0,0,0,0
"GCA_022750465.1_ASM2275046v1_genomic.fna",0,0,0,0,0
"GCA_022839835.1_ASM2283983v1_genomic.fna",6,2,51,10,2
"GCA_022865315.1_ASM2286531v1_genomic.fna",4,0,4,0,0
"GCA_022866825.1_ASM2286682v1_genomic.fna",2,0,9,0,0
"GCA_023130905.1_ASM2313090v1_genomic.fna",4,0,9,0,1
"GCA_023135665.1_ASM2313566v1_genomic.fna",0,0,0,0,0
"GCA_023143495.1_ASM2314349v1_genomic.fna",8,0,8,0,0
"GCA_023249515.1_ASM2324951v1_genomic.fna",1,0,1,0,0
"GCA_023256075.1_ASM2325607v1_genomic.fna",1,0,1,0,0
"GCA_023256115.1_ASM2325611v1_genomic.fna",0,0,0,0,0
"GCA_023268165.1_ASM2326816v1_genomic.fna",2,0,68,0,2
"GCA_023379855.1_ASM2337985v1_genomic.fna",1,0,1,0,0
"GCA_024653905.1_ASM2465390v1_genomic.fna",0,0,0,0,0
"GCA_025060995.1_ASM2506099v1_genomic.fna",4,5,84,17,3
"GCA_025451665.1_ASM2545166v1_genomic.fna",3,0,4,0,0
"GCA_025930085.1_ASM2593008v1_genomic.fna",0,0,0,0,0
"GCA_025937415.1_ASM2593741v1_genomic.fna",3,0,3,0,0
"GCA_026015125.1_ASM2601512v1_genomic.fna",1,0,1,0,0
"GCA_026396375.1_ASM2639637v1_genomic.fna",3,0,5,0,0
"GCA_026414525.1_ASM2641452v1_genomic.fna",2,1,2,1,0
"GCA_027013385.1_ASM2701338v1_genomic.fna",1,0,3,0,0
"GCA_027033675.1_ASM2703367v1_genomic.fna",3,1,11,1,1
"GCA_027036495.1_ASM2703649v1_genomic.fna",8,1,72,3,6
"GCA_027048375.1_ASM2704837v1_genomic.fna",0,0,0,0,0
"GCA_027068855.1_ASM2706885v1_genomic.fna",0,0,0,0,0
"GCA_027316015.1_ASM2731601v1_genomic.fna",0,0,0,0,0
"GCA_027320165.1_ASM2732016v1_genomic.fna",0,0,0,0,0
"GCA_027320545.1_ASM2732054v1_genomic.fna",0,0,0,0,0
"GCA_027329325.1_ASM2732932v1_genomic.fna",0,0,0,0,0
"GCA_027329845.1_ASM2732984v1_genomic.fna",1,0,1,0,0
"GCA_027329925.1_ASM2732992v1_genomic.fna",1,0,1,0,0
"GCA_027337835.1_ASM2733783v1_genomic.fna",0,0,0,0,0
"GCA_027344765.1_ASM2734476v1_genomic.fna",3,3,28,12,2
"GCA_027364055.1_ASM2736405v1_genomic.fna",0,0,0,0,0
"GCA_027367575.1_ASM2736757v1_genomic.fna",0,0,0,0,0
"GCA_027374155.1_ASM2737415v1_genomic.fna",0,0,0,0,0
"GCA_027379555.1_ASM2737955v1_genomic.fna",0,0,0,0,0
"GCA_027386525.1_ASM2738652v1_genomic.fna",1,0,2,0,0
"GCA_902385765.1_Candidatus_Woesearchaeota_archaeon_LFW-252_3_genomic.fna",0,0,0,0,0
"GCA_902827205.1_Methanocaldococcus_lauensis_SG1_genomic.fna",10,1,197,7,9
"GCA_934883135.1_MTG246_bin.32.fa_genomic.fna",1,2,17,3,1
"GCA_938049715.1_CH-oct18-129_genomic.fna",1,0,2,0,0
"GCA_945936065.1_SRR11489789_bin.2_metaWRAP_v1.3_MAG_genomic.fna",0,0,0,0,0
"GCA_946537725.1_SRR1222429_bin.43_metaWRAP_v1.3_MAG_genomic.fna",3,0,4,0,0
"GCA_947168175.1_SRR8387721_bin.36_metaWRAP_v1.3_MAG_genomic.fna",1,0,1,0,0
"GCF_000025685.1_ASM2568v1_genomic.fna",10,1,82,8,3
"GCF_000189575.1_ASM18957v1_genomic.fna",8,3,268,25,4
"GCF_000230955.2_ASM23095v3_genomic.fna",6,1,63,8,1
"GCF_000258515.1_TheZil1.0_genomic.fna",10,1,290,1,10
"GCF_000265525.1_ASM26552v1_genomic.fna",12,3,180,25,10
"GCF_000337315.1_ASM33731v1_genomic.fna",10,2,82,11,3
"GCF_000970325.1_ASM97032v1_genomic.fna",5,1,22,5,0
"GCF_000980155.1_gtlEnvA5udCFS_genomic.fna",12,5,110,16,2
"GCF_001560215.1_GG12_C01_17_genomic.fna",4,2,228,7,3
"GCF_001560465.1_NG05B_C06_06_genomic.fna",4,3,227,9,3
"GCF_002572525.1_ASM257252v1_genomic.fna",5,1,26,5,2
"GCF_012726095.1_ASM1272609v1_genomic.fna",19,1,82,8,4
"GCF_014648235.1_ASM1464823v1_genomic.fna",10,3,432,17,7
"GCF_015654385.1_ASM1565438v1_genomic.fna",14,2,344,16,8
"GCF_017873415.1_ASM1787341v1_genomic.fna",2,4,104,24,2
"GCF_020405205.1_ASM2040520v1_genomic.fna",2,0,2,0,0
"GCF_023703795.1_ASM2370379v1_genomic.fna",1,0,1,0,0
"GCF_024022995.1_ASM2402299v1_genomic.fna",4,0,75,0,3
"GCF_024138165.1_ASM2413816v1_genomic.fna",9,0,13,0,0
"GCF_902810565.1_MethanocellaB1_genomic.fna",7,2,7,11,0
"GCA_000405245.1_ASM40524v1_genomic.fna",0,0,0,0,0
"GCA_000746695.1_ASM74669v1_genomic.fna",2,0,2,0,0
"GCA_000965745.1_ASM96574v1_genomic.fna",1,1,56,7,1
"GCA_001516745.1_ASM151674v1_genomic.fna",2,0,7,0,1
"GCA_001548915.1_SCGC-AAA259D14_genomic.fna",0,0,0,0,0
"GCA_001549325.1_SCGC-AAA382N08_genomic.fna",3,0,4,0,0
"GCA_001593865.1_ASM159386v1_genomic.fna",1,0,4,0,1
"GCA_001800745.1_ASM180074v1_genomic.fna",1,0,1,0,0
"GCA_001871415.1_ASM187141v1_genomic.fna",3,0,3,0,0
"GCA_001915065.1_ASM191506v1_genomic.fna",0,0,0,0,0
"GCA_002011295.1_ASM201129v1_genomic.fna",0,0,0,0,0
"GCA_002067325.1_ASM206732v1_genomic.fna",2,0,2,0,0
"GCA_002255135.1_ASM225513v1_genomic.fna",4,0,4,0,0
"GCA_002494765.1_ASM249476v1_genomic.fna",3,0,3,0,0
"GCA_002497885.1_ASM249788v1_genomic.fna",0,0,0,0,0
"GCA_002502735.1_ASM250273v1_genomic.fna",0,0,0,0,0
"GCA_002503365.1_ASM250336v1_genomic.fna",0,0,0,0,0
"GCA_002503625.1_ASM250362v1_genomic.fna",1,0,1,0,0
"GCA_002505825.1_ASM250582v1_genomic.fna",14,0,17,0,0
"GCA_002506455.1_ASM250645v1_genomic.fna",23,3,118,3,4
"GCA_002507065.1_ASM250706v1_genomic.fna",10,5,31,15,3
"GCA_002690815.1_ASM269081v1_genomic.fna",1,0,7,0,0
"GCA_002697065.1_ASM269706v1_genomic.fna",1,0,1,0,0
"GCA_002697845.1_ASM269784v1_genomic.fna",2,0,3,0,0
"GCA_002704515.1_ASM270451v1_genomic.fna",5,1,11,1,0
"GCA_002704975.1_ASM270497v1_genomic.fna",0,0,0,0,0
"GCA_002710035.1_ASM271003v1_genomic.fna",0,0,0,0,0
"GCA_002725475.1_ASM272547v1_genomic.fna",2,0,2,0,0
"GCA_002790905.1_ASM279090v1_genomic.fna",2,0,2,0,0
"GCA_003022745.1_ASM302274v1_genomic.fna",1,0,1,0,0
"GCA_003168795.1_20110600_S3M_genomic.fna",0,0,0,0,0
"GCA_003170935.1_20110800_E2D_genomic.fna",3,1,3,1,0
"GCA_003193905.1_ASM319390v1_genomic.fna",3,0,6,0,0
"GCA_003551725.1_ASM355172v1_genomic.fna",2,0,6,0,1
"GCA_003650905.1_ASM365090v1_genomic.fna",0,0,0,0,0
"GCA_003661745.1_ASM366174v1_genomic.fna",4,2,75,2,3
"GCA_003662815.1_ASM366281v1_genomic.fna",1,0,3,0,0
"GCA_004212075.1_ASM421207v1_genomic.fna",3,0,3,0,0
"GCA_004294765.1_ASM429476v1_genomic.fna",4,0,4,0,0
"GCA_004298585.1_ASM429858v1_genomic.fna",2,0,5,0,0
"GCA_005877455.1_ASM587745v1_genomic.fna",2,0,7,0,0
"GCA_005878405.1_ASM587840v1_genomic.fna",0,0,0,0,0
"GCA_011042275.1_ASM1104227v1_genomic.fna",1,0,1,0,0
"GCA_011044055.1_ASM1104405v1_genomic.fna",1,2,1,2,0
"GCA_011366225.1_ASM1136622v1_genomic.fna",2,0,3,0,0
"GCA_012516785.1_ASM1251678v1_genomic.fna",4,0,4,0,0
"GCA_013153895.1_ASM1315389v1_genomic.fna",5,1,32,3,2
"GCA_013154235.1_ASM1315423v1_genomic.fna",5,4,56,16,3
"GCA_014240185.1_ASM1424018v1_genomic.fna",0,0,0,0,0
"GCA_014383305.1_ASM1438330v1_genomic.fna",0,0,0,0,0
"GCA_015063035.1_ASM1506303v1_genomic.fna",26,2,147,2,1
"GCA_015520525.1_ASM1552052v1_genomic.fna",1,1,4,1,1
"GCA_015522045.1_ASM1552204v1_genomic.fna",4,2,12,9,1
"GCA_015522845.1_ASM1552284v1_genomic.fna",5,0,6,0,0
"GCA_016181275.1_ASM1618127v1_genomic.fna",1,0,1,0,0
"GCA_016219485.1_ASM1621948v1_genomic.fna",3,1,3,3,0
"GCA_016782305.1_ASM1678230v1_genomic.fna",2,0,3,0,0
"GCA_016936195.1_ASM1693619v1_genomic.fna",1,0,1,0,0
"GCA_017555775.1_ASM1755577v1_genomic.fna",5,1,5,1,0
"GCA_017609685.1_ASM1760968v1_genomic.fna",3,0,3,0,0
"GCA_017635525.1_ASM1763552v1_genomic.fna",7,0,13,0,0
"GCA_017652345.1_ASM1765234v1_genomic.fna",6,0,12,0,0
"GCA_018303005.1_ASM1830300v1_genomic.fna",1,0,2,0,0
"GCA_018675265.1_ASM1867526v1_genomic.fna",3,0,4,0,0
"GCA_018693615.1_ASM1869361v1_genomic.fna",4,0,4,0,0
"GCA_018697895.1_ASM1869789v1_genomic.fna",3,0,4,0,0
"GCA_018812845.1_ASM1881284v1_genomic.fna",0,0,0,0,0
"GCA_019058355.1_ASM1905835v1_genomic.fna",7,1,71,3,1
"GCA_021797655.1_ASM2179765v1_genomic.fna",1,0,1,0,0
"GCA_021813025.1_ASM2181302v1_genomic.fna",0,0,0,0,0
"GCA_021813695.1_ASM2181369v1_genomic.fna",0,0,0,0,0
"GCA_021816865.1_ASM2181686v1_genomic.fna",0,0,0,0,0
"GCA_021829675.1_ASM2182967v1_genomic.fna",6,6,26,16,2
"GCA_021848025.1_ASM2184802v1_genomic.fna",3,0,5,0,0
"GCA_022749955.1_ASM2274995v1_genomic.fna",0,0,0,0,0
"GCA_022839115.1_ASM2283911v1_genomic.fna",4,0,4,0,0
"GCA_023129755.1_ASM2312975v1_genomic.fna",0,0,0,0,0
"GCA_023136515.1_ASM2313651v1_genomic.fna",0,0,0,0,0
"GCA_023139155.1_ASM2313915v1_genomic.fna",0,0,0,0,0
"GCA_023230325.1_ASM2323032v1_genomic.fna",8,5,28,15,1
"GCA_023252675.1_ASM2325267v1_genomic.fna",1,0,4,0,1
"GCA_023414295.1_ASM2341429v1_genomic.fna",2,0,2,0,0
"GCA_023539635.1_ASM2353963v1_genomic.fna",0,0,0,0,0
"GCA_023544565.1_ASM2354456v1_genomic.fna",6,0,6,0,0
"GCA_024256245.1_ASM2425624v1_genomic.fna",0,0,0,0,0
"GCA_024277315.1_ASM2427731v1_genomic.fna",2,0,2,0,0
"GCA_025922975.1_ASM2592297v1_genomic.fna",7,0,7,0,0
"GCA_025923535.1_ASM2592353v1_genomic.fna",4,0,4,0,0
"GCA_026014685.1_ASM2601468v1_genomic.fna",0,0,0,0,0
"GCA_026014785.1_ASM2601478v1_genomic.fna",0,0,0,0,0
"GCA_026394475.1_ASM2639447v1_genomic.fna",2,0,2,0,0
"GCA_026413765.1_ASM2641376v1_genomic.fna",4,0,4,0,0
"GCA_026998535.1_ASM2699853v1_genomic.fna",0,0,0,0,0
"GCA_027031705.1_ASM2703170v1_genomic.fna",8,0,24,0,2
"GCA_027039525.1_ASM2703952v1_genomic.fna",1,0,3,0,0
"GCA_027058585.1_ASM2705858v1_genomic.fna",0,0,0,0,0
"GCA_027061705.1_ASM2706170v1_genomic.fna",1,0,10,0,1
"GCA_027072505.1_ASM2707250v1_genomic.fna",5,0,215,0,5
"GCA_027316645.1_ASM2731664v1_genomic.fna",1,0,1,0,0
"GCA_027327295.1_ASM2732729v1_genomic.fna",1,0,1,0,0
"GCA_027330085.1_ASM2733008v1_genomic.fna",1,0,1,0,0
"GCA_027339025.1_ASM2733902v1_genomic.fna",1,0,1,0,0
"GCA_027363675.1_ASM2736367v1_genomic.fna",1,0,1,0,0
"GCA_027366715.1_ASM2736671v1_genomic.fna",2,2,7,11,0
"GCA_027370215.1_ASM2737021v1_genomic.fna",1,0,1,0,0
"GCA_027372055.1_ASM2737205v1_genomic.fna",2,2,4,9,0
"GCA_027376915.1_ASM2737691v1_genomic.fna",0,0,0,0,0
"GCA_027379615.1_ASM2737961v1_genomic.fna",1,0,1,0,0
"GCA_027380135.1_ASM2738013v1_genomic.fna",1,0,1,0,0
"GCA_027385875.1_ASM2738587v1_genomic.fna",0,0,0,0,0
"GCA_900316895.1_Rumen_uncultured_genome_RUG236_genomic.fna",4,0,7,0,0
"GCA_900620265.2_Arenicellales_bacterium_IbO2_genomic.fna",5,0,9,0,0
"GCA_902386135.1_Candidatus_Methanoperedens_sp._LFW-280_3_1_genomic.fna",5,2,8,8,0
"GCA_902755965.1_Rumen_uncultured_genome_RUG10116_genomic.fna",7,1,17,1,0
"GCA_902800515.1_Rumen_uncultured_genome_RUG14577_genomic.fna",5,0,8,0,0
"GCA_903857235.1_freshwater_MAG_---_AM-sed-core2-D2_bin-196_genomic.fna",0,0,0,0,0
"GCA_905620515.1_RIS-SAG-64_genomic.fna",1,0,1,0,0
"GCA_943789275.1_07052020-am_METABAT_9_1_genomic.fna",2,0,2,0,0
"GCA_946541845.1_SRR873597_bin.84_metaWRAP_v1.3_MAG_genomic.fna",2,0,2,0,0
