"genome","seqid","Cas_id","type","subtype"
"GCA_020833355.1_ASM2083335v1_genomic.fna","JAJHQL010000002.1","JAJHQL010000002.1@CAS:1","TypeI","TypeIA"
"GCA_023252885.1_ASM2325288v1_genomic.fna","JALNJP010000001.1","JALNJP010000001.1@CAS:1","TypeI","TypeIB"
"GCA_023268095.1_ASM2326809v1_genomic.fna","JALNKP010000043.1","JALNKP010000043.1@CAS:1","CAS","CAS"
"GCA_023268095.1_ASM2326809v1_genomic.fna","JALNKP010000043.1","JALNKP010000043.1@CAS:2","TypeI","TypeIB"
"GCA_023268095.1_ASM2326809v1_genomic.fna","JALNKP010000052.1","JALNKP010000052.1@CAS:1","CAS","CAS"
"GCA_023268095.1_ASM2326809v1_genomic.fna","JALNKP010000052.1","JALNKP010000052.1@CAS:2","TypeI","TypeIA"
"GCA_024707025.1_ASM2470702v1_genomic.fna","JANGFQ010000047.1","JANGFQ010000047.1@CAS:1","TypeIII","TypeIIIU"
"GCA_024707025.1_ASM2470702v1_genomic.fna","JANGFQ010000047.1","JANGFQ010000047.1@CAS:2","TypeIII","TypeIIIB"
"GCA_025058345.1_ASM2505834v1_genomic.fna","JANXEN010000023.1","JANXEN010000023.1@CAS:1","CAS","CAS"
"GCA_027011285.1_ASM2701128v1_genomic.fna","JALVAH010000030.1","JALVAH010000030.1@CAS:1","CAS","CAS"
"GCA_027011285.1_ASM2701128v1_genomic.fna","JALVAH010000030.1","JALVAH010000030.1@CAS:2","TypeI","TypeIA"
"GCA_027017845.1_ASM2701784v1_genomic.fna","JALUPT010000142.1","JALUPT010000142.1@CAS:1","CAS","CAS"
"GCA_027017845.1_ASM2701784v1_genomic.fna","JALUPT010000142.1","JALUPT010000142.1@CAS:2","TypeII","TypeIIU"
"GCA_027017845.1_ASM2701784v1_genomic.fna","JALUPT010000350.1","JALUPT010000350.1@CAS:1","CAS","CAS"
"GCA_027366815.1_ASM2736681v1_genomic.fna","DAICVT010000026.1","DAICVT010000026.1@CAS:1","TypeI","TypeIU"
"GCA_027366815.1_ASM2736681v1_genomic.fna","DAICVT010000026.1","DAICVT010000026.1@CAS:2","CAS","CAS"
"GCA_027366815.1_ASM2736681v1_genomic.fna","DAICVT010000026.1","DAICVT010000026.1@CAS:3","TypeI","TypeID"
"GCA_027375855.1_ASM2737585v1_genomic.fna","DAIETT010000084.1","DAIETT010000084.1@CAS:1","TypeIII","TypeIIIU"
"GCF_000025525.1_ASM2552v1_genomic.fna","NC_013887.1","NC_013887.1@CAS:1","TypeIII","TypeIIIA"
"GCF_000320505.1_ASM32050v2_genomic.fna","NZ_BAGX02000032.1","NZ_BAGX02000032.1@CAS:1","TypeIII","TypeIIIA"
"GCF_000320505.1_ASM32050v2_genomic.fna","NZ_BAGX02000027.1","NZ_BAGX02000027.1@CAS:1","CAS","CAS"
"GCF_000320505.1_ASM32050v2_genomic.fna","NZ_BAGX02000021.1","NZ_BAGX02000021.1@CAS:1","CAS","CAS"
"GCF_000320505.1_ASM32050v2_genomic.fna","NZ_BAGX02000021.1","NZ_BAGX02000021.1@CAS:2","TypeI","TypeIB"
"GCF_000320505.1_ASM32050v2_genomic.fna","NZ_BAGX02000001.1","NZ_BAGX02000001.1@CAS:1","CAS","CAS"
"GCF_001639295.1_ASM163929v1_genomic.fna","NZ_LWMV01000170.1","NZ_LWMV01000170.1@CAS:1","CAS","CAS"
"GCF_001639295.1_ASM163929v1_genomic.fna","NZ_LWMV01000170.1","NZ_LWMV01000170.1@CAS:2","TypeIII","TypeIIIA"
"GCF_001639295.1_ASM163929v1_genomic.fna","NZ_LWMV01000175.1","NZ_LWMV01000175.1@CAS:1","CAS","CAS"
"GCF_001639295.1_ASM163929v1_genomic.fna","NZ_LWMV01000175.1","NZ_LWMV01000175.1@CAS:2","TypeI","TypeIB"
"GCF_005435175.1_ASM543517v1_genomic.fna","NZ_SGUD01000002.1","NZ_SGUD01000002.1@CAS:1","TypeI","TypeIB"
"GCF_008729015.1_ASM872901v1_genomic.fna","NZ_RKSM01000001.1","NZ_RKSM01000001.1@CAS:1","TypeI","TypeIB"
"GCF_009900715.1_ASM990071v1_genomic.fna","NZ_JAAAJC010000013.1","NZ_JAAAJC010000013.1@CAS:1","CAS","CAS"
"GCA_001317315.1_ASM131731v1_genomic.fna","LKCM01000140.1","LKCM01000140.1@CAS:1","TypeIII","TypeIIIA"
"GCA_001317315.1_ASM131731v1_genomic.fna","LKCM01000502.1","LKCM01000502.1@CAS:1","CAS","CAS"
"GCA_001627055.1_ASM162705v1_genomic.fna","LUPA01000005.1","LUPA01000005.1@CAS:1","CAS","CAS"
"GCA_001723835.1_ASM172383v1_genomic.fna","MCBD01000040.1","MCBD01000040.1@CAS:1","TypeIII","TypeIIIB"
"GCA_001723835.1_ASM172383v1_genomic.fna","MCBD01000249.1","MCBD01000249.1@CAS:1","CAS","CAS"
"GCA_001723835.1_ASM172383v1_genomic.fna","MCBD01000249.1","MCBD01000249.1@CAS:2","TypeI","TypeIB"
"GCA_001723835.1_ASM172383v1_genomic.fna","MCBD01000249.1","MCBD01000249.1@CAS:3","TypeIII","TypeIIIB"
"GCA_002067115.1_ASM206711v1_genomic.fna","MVQC01000034.1","MVQC01000034.1@CAS:1","CAS","CAS"
"GCA_002067115.1_ASM206711v1_genomic.fna","MVQC01000034.1","MVQC01000034.1@CAS:2","TypeIII","TypeIIIU"
"GCA_002067115.1_ASM206711v1_genomic.fna","MVQC01000034.1","MVQC01000034.1@CAS:3","TypeIII","TypeIIIB"
"GCA_002497625.1_ASM249762v1_genomic.fna","DADY01000017.1","DADY01000017.1@CAS:1","TypeI","TypeIU"
"GCA_002497625.1_ASM249762v1_genomic.fna","DADY01000017.1","DADY01000017.1@CAS:2","CAS","CAS"
"GCA_002497625.1_ASM249762v1_genomic.fna","DADY01000017.1","DADY01000017.1@CAS:3","TypeI","TypeID"
"GCA_002497625.1_ASM249762v1_genomic.fna","DADY01000046.1","DADY01000046.1@CAS:1","CAS","CAS"
"GCA_002497625.1_ASM249762v1_genomic.fna","DADY01000046.1","DADY01000046.1@CAS:2","TypeIII","TypeIIIU"
"GCA_002497625.1_ASM249762v1_genomic.fna","DADY01000046.1","DADY01000046.1@CAS:3","TypeI","TypeIB"
"GCA_002497625.1_ASM249762v1_genomic.fna","DADY01000046.1","DADY01000046.1@CAS:4","TypeIII","TypeIIIA"
"GCA_002498505.1_ASM249850v1_genomic.fna","DAHQ01000040.1","DAHQ01000040.1@CAS:1","TypeI","TypeIU"
"GCA_002498505.1_ASM249850v1_genomic.fna","DAHQ01000040.1","DAHQ01000040.1@CAS:2","CAS","CAS"
"GCA_002498505.1_ASM249850v1_genomic.fna","DAHQ01000040.1","DAHQ01000040.1@CAS:3","TypeI","TypeID"
"GCA_002498665.1_ASM249866v1_genomic.fna","DAIC01000060.1","DAIC01000060.1@CAS:1","CAS","CAS"
"GCA_002498665.1_ASM249866v1_genomic.fna","DAIC01000060.1","DAIC01000060.1@CAS:2","TypeI","TypeIB"
"GCA_002778915.1_ASM277891v1_genomic.fna","PEYA01000036.1","PEYA01000036.1@CAS:1","CAS","CAS"
"GCA_002778915.1_ASM277891v1_genomic.fna","PEYA01000036.1","PEYA01000036.1@CAS:2","TypeI","TypeIB"
"GCA_002794195.1_ASM279419v1_genomic.fna","PFCZ01000035.1","PFCZ01000035.1@CAS:1","CAS","CAS"
"GCA_003034855.1_ASM303485v1_genomic.fna","PZKD01000091.1","PZKD01000091.1@CAS:1","CAS","CAS"
"GCA_003034855.1_ASM303485v1_genomic.fna","PZKD01000091.1","PZKD01000091.1@CAS:2","TypeI","TypeIB"
"GCA_003151535.1_20120700_P3D_genomic.fna","PLXT01000129.1","PLXT01000129.1@CAS:1","CAS","CAS"
"GCA_003151535.1_20120700_P3D_genomic.fna","PLXT01000129.1","PLXT01000129.1@CAS:2","TypeI","TypeIB"
"GCA_003649085.1_ASM364908v1_genomic.fna","QMQV01000033.1","QMQV01000033.1@CAS:1","CAS","CAS"
"GCA_003649085.1_ASM364908v1_genomic.fna","QMQV01000033.1","QMQV01000033.1@CAS:2","TypeI","TypeIA"
"GCA_003649085.1_ASM364908v1_genomic.fna","QMQV01000088.1","QMQV01000088.1@CAS:1","CAS","CAS"
"GCA_003649085.1_ASM364908v1_genomic.fna","QMQV01000088.1","QMQV01000088.1@CAS:2","TypeI","TypeIA"
"GCA_003935005.1_ASM393500v1_genomic.fna","RSFX01000008.1","RSFX01000008.1@CAS:1","TypeI","TypeIB"
"GCA_004297575.1_ASM429757v1_genomic.fna","SCSR01000121.1","SCSR01000121.1@CAS:1","CAS","CAS"
"GCA_013329755.1_ASM1332975v1_genomic.fna","DUJQ01000028.1","DUJQ01000028.1@CAS:1","CAS","CAS"
"GCA_013329755.1_ASM1332975v1_genomic.fna","DUJQ01000028.1","DUJQ01000028.1@CAS:2","TypeIII","TypeIIIU"
"GCA_013329755.1_ASM1332975v1_genomic.fna","DUJQ01000028.1","DUJQ01000028.1@CAS:3","TypeI","TypeIB"
"GCA_013329755.1_ASM1332975v1_genomic.fna","DUJQ01000032.1","DUJQ01000032.1@CAS:1","TypeIII","TypeIIIA"
"GCA_016294135.1_ASM1629413v1_genomic.fna","JAEDCO010000015.1","JAEDCO010000015.1@CAS:1","CAS","CAS"
"GCA_018304165.1_ASM1830416v1_genomic.fna","JAGVWS010000014.1","JAGVWS010000014.1@CAS:1","CAS","CAS"
"GCA_018304165.1_ASM1830416v1_genomic.fna","JAGVWS010000032.1","JAGVWS010000032.1@CAS:1","CAS","CAS"
"GCA_018304165.1_ASM1830416v1_genomic.fna","JAGVWS010000034.1","JAGVWS010000034.1@CAS:1","CAS","CAS"
"GCA_018396815.1_ASM1839681v1_genomic.fna","JAGTQY010000001.1","JAGTQY010000001.1@CAS:1","TypeI","TypeIA"
"GCA_018396815.1_ASM1839681v1_genomic.fna","JAGTQY010000001.1","JAGTQY010000001.1@CAS:2","TypeI","TypeIB"
"GCA_018655685.1_ASM1865568v1_genomic.fna","JABIJE010000002.1","JABIJE010000002.1@CAS:1","CAS","CAS"
"GCA_018655685.1_ASM1865568v1_genomic.fna","JABIJE010000002.1","JABIJE010000002.1@CAS:2","TypeIII","TypeIIIU"
"GCA_018659815.1_ASM1865981v1_genomic.fna","JABJLP010000026.1","JABJLP010000026.1@CAS:1","CAS","CAS"
"GCA_019008485.1_ASM1900848v1_genomic.fna","JACVHA010000402.1","JACVHA010000402.1@CAS:1","TypeIII","TypeIIIA"
"GCA_021158305.1_ASM2115830v1_genomic.fna","JAGGUU010000171.1","JAGGUU010000171.1@CAS:1","CAS","CAS"
"GCA_021158305.1_ASM2115830v1_genomic.fna","JAGGUU010000171.1","JAGGUU010000171.1@CAS:2","TypeI","TypeIA"
"GCA_021158305.1_ASM2115830v1_genomic.fna","JAGGUU010000124.1","JAGGUU010000124.1@CAS:1","CAS","CAS"
"GCA_021158305.1_ASM2115830v1_genomic.fna","JAGGUU010000124.1","JAGGUU010000124.1@CAS:2","TypeI","TypeIA"
"GCA_023134135.1_ASM2313413v1_genomic.fna","JAGLVB010000012.1","JAGLVB010000012.1@CAS:1","CAS","CAS"
"GCA_023134135.1_ASM2313413v1_genomic.fna","JAGLVB010000012.1","JAGLVB010000012.1@CAS:2","TypeI","TypeIA"
"GCA_023134135.1_ASM2313413v1_genomic.fna","JAGLVB010000012.1","JAGLVB010000012.1@CAS:3","TypeI","TypeID"
"GCA_023246685.1_ASM2324668v1_genomic.fna","JAHFHY010000002.1","JAHFHY010000002.1@CAS:1","CAS","CAS"
"GCA_023659955.1_ASM2365995v1_genomic.fna","JAGXOJ010000006.1","JAGXOJ010000006.1@CAS:1","CAS","CAS"
"GCA_027018965.1_ASM2701896v1_genomic.fna","JALUXK010000085.1","JALUXK010000085.1@CAS:1","CAS","CAS"
"GCA_027027225.1_ASM2702722v1_genomic.fna","JALVMF010000099.1","JALVMF010000099.1@CAS:1","CAS","CAS"
"GCA_027027225.1_ASM2702722v1_genomic.fna","JALVMF010000478.1","JALVMF010000478.1@CAS:1","CAS","CAS"
"GCA_027027225.1_ASM2702722v1_genomic.fna","JALVMF010000478.1","JALVMF010000478.1@CAS:2","TypeI","TypeIA"
"GCA_027375875.1_ASM2737587v1_genomic.fna","DAIETS010000122.1","DAIETS010000122.1@CAS:1","CAS","CAS"
"GCA_027375875.1_ASM2737587v1_genomic.fna","DAIETS010000122.1","DAIETS010000122.1@CAS:2","TypeI","TypeIB"
"GCA_027375875.1_ASM2737587v1_genomic.fna","DAIETS010000122.1","DAIETS010000122.1@CAS:3","TypeI","TypeID"
"GCA_938044845.1_ERR688525_bin.5_CONCOCT_v1.1_MAG_genomic.fna","CALIOM010000015.1","CALIOM010000015.1@CAS:1","TypeIII","TypeIIIA"
"GCA_938044845.1_ERR688525_bin.5_CONCOCT_v1.1_MAG_genomic.fna","CALIOM010000016.1","CALIOM010000016.1@CAS:1","TypeI","TypeIB"
"GCF_000746075.1_ASM74607v1_genomic.fna","NZ_JQKN01000015.1","NZ_JQKN01000015.1@CAS:1","CAS","CAS"
"GCF_000746075.1_ASM74607v1_genomic.fna","NZ_JQKN01000015.1","NZ_JQKN01000015.1@CAS:2","TypeI","TypeIA"
"GCF_000746075.1_ASM74607v1_genomic.fna","NZ_JQKN01000015.1","NZ_JQKN01000015.1@CAS:3","TypeI","TypeIB"
"GCF_000746075.1_ASM74607v1_genomic.fna","NZ_JQKN01000018.1","NZ_JQKN01000018.1@CAS:1","TypeI","TypeIA"
"GCF_000746075.1_ASM74607v1_genomic.fna","NZ_JQKN01000020.1","NZ_JQKN01000020.1@CAS:1","CAS","CAS"
"GCF_001266735.1_ASM126673v1_genomic.fna","NZ_CP012176.1","NZ_CP012176.1@CAS:1","TypeI","TypeIA"
"GCF_001625445.1_ASM162544v1_genomic.fna","NZ_LWHG01000007.1","NZ_LWHG01000007.1@CAS:1","CAS","CAS"
"GCF_001625445.1_ASM162544v1_genomic.fna","NZ_LWHG01000007.1","NZ_LWHG01000007.1@CAS:2","TypeI","TypeIA"
"GCF_001625445.1_ASM162544v1_genomic.fna","NZ_LWHG01000007.1","NZ_LWHG01000007.1@CAS:3","TypeI","TypeIB"
"GCF_001625445.1_ASM162544v1_genomic.fna","NZ_LWHG01000013.1","NZ_LWHG01000013.1@CAS:1","CAS","CAS"
"GCF_001625445.1_ASM162544v1_genomic.fna","NZ_LWHG01000013.1","NZ_LWHG01000013.1@CAS:2","TypeI","TypeIB"
"GCF_001639275.1_ASM163927v1_genomic.fna","NZ_LWMU01000011.1","NZ_LWMU01000011.1@CAS:1","CAS","CAS"
"GCF_001639275.1_ASM163927v1_genomic.fna","NZ_LWMU01000076.1","NZ_LWMU01000076.1@CAS:1","CAS","CAS"
"GCF_001639275.1_ASM163927v1_genomic.fna","NZ_LWMU01000076.1","NZ_LWMU01000076.1@CAS:2","TypeIII","TypeIIIA"
"GCF_003287355.1_ASM328735v1_genomic.fna","NZ_QMIM01000008.1","NZ_QMIM01000008.1@CAS:1","TypeI","TypeIE"
"GCF_003383015.1_ASM338301v1_genomic.fna","NZ_QEQI01000004.1","NZ_QEQI01000004.1@CAS:1","TypeI","TypeIB"
"GCF_003862495.1_ASM386249v1_genomic.fna","NZ_RRCH01000036.1","NZ_RRCH01000036.1@CAS:1","CAS","CAS"
"GCF_003862495.1_ASM386249v1_genomic.fna","NZ_RRCH01000036.1","NZ_RRCH01000036.1@CAS:2","TypeI","TypeIA"
"GCF_003862495.1_ASM386249v1_genomic.fna","NZ_RRCH01000036.1","NZ_RRCH01000036.1@CAS:3","TypeI","TypeID"
"GCF_003862495.1_ASM386249v1_genomic.fna","NZ_RRCH01000008.1","NZ_RRCH01000008.1@CAS:1","CAS","CAS"
"GCF_026891935.1_ASM2689193v1_genomic.fna","NZ_JAPTGC010000004.1","NZ_JAPTGC010000004.1@CAS:1","TypeI","TypeIC"
"GCF_900289035.1_PRJEB24872_genomic.fna","NZ_LT985106.1","NZ_LT985106.1@CAS:1","CAS","CAS"
"GCF_900289035.1_PRJEB24872_genomic.fna","NZ_LT985186.1","NZ_LT985186.1@CAS:1","CAS","CAS"
"GCF_900289035.1_PRJEB24872_genomic.fna","NZ_LT985186.1","NZ_LT985186.1@CAS:2","TypeIII","TypeIIIA"
"GCA_002501985.1_ASM250198v1_genomic.fna","DAPB01000002.1","DAPB01000002.1@CAS:1","CAS","CAS"
"GCA_003660545.1_ASM366054v1_genomic.fna","QMUL01000137.1","QMUL01000137.1@CAS:1","TypeI","TypeIA"
"GCA_003838235.1_ASM383823v1_genomic.fna","QZAB01000018.1","QZAB01000018.1@CAS:1","CAS","CAS"
"GCA_003838235.1_ASM383823v1_genomic.fna","QZAB01000018.1","QZAB01000018.1@CAS:2","TypeI","TypeIB"
"GCA_013331745.1_ASM1333174v1_genomic.fna","DUFU01000011.1","DUFU01000011.1@CAS:1","TypeI","TypeIA"
"GCA_013388945.1_ASM1338894v1_genomic.fna","JACAEH010000013.1","JACAEH010000013.1@CAS:1","CAS","CAS"
"GCA_013388945.1_ASM1338894v1_genomic.fna","JACAEH010000013.1","JACAEH010000013.1@CAS:2","TypeI","TypeIA"
"GCA_013388945.1_ASM1338894v1_genomic.fna","JACAEH010000013.1","JACAEH010000013.1@CAS:3","TypeI","TypeIB"
"GCA_014729055.1_ASM1472905v1_genomic.fna","WJKO01000348.1","WJKO01000348.1@CAS:1","CAS","CAS"
"GCA_014729055.1_ASM1472905v1_genomic.fna","WJKO01000739.1","WJKO01000739.1@CAS:1","TypeI","TypeIE"
"GCA_016839275.1_ASM1683927v1_genomic.fna","JAEOUM010000118.1","JAEOUM010000118.1@CAS:1","TypeI","TypeIA"
"GCA_016839625.1_ASM1683962v1_genomic.fna","JAEOTY010000259.1","JAEOTY010000259.1@CAS:1","CAS","CAS"
"GCA_021158805.1_ASM2115880v1_genomic.fna","JAGGTZ010000148.1","JAGGTZ010000148.1@CAS:1","CAS","CAS"
"GCA_021835215.1_ASM2183521v1_genomic.fna","JAKBQN010000035.1","JAKBQN010000035.1@CAS:1","TypeI","TypeIU"
"GCA_021835215.1_ASM2183521v1_genomic.fna","JAKBQN010000047.1","JAKBQN010000047.1@CAS:1","TypeI","TypeIU"
"GCA_021835215.1_ASM2183521v1_genomic.fna","JAKBQN010000168.1","JAKBQN010000168.1@CAS:1","TypeI","TypeIU"
"GCA_022866405.1_ASM2286640v1_genomic.fna","JALHUX010000086.1","JALHUX010000086.1@CAS:1","CAS","CAS"
"GCA_022866405.1_ASM2286640v1_genomic.fna","JALHUX010000086.1","JALHUX010000086.1@CAS:2","TypeI","TypeIB"
"GCA_023230065.1_ASM2323006v1_genomic.fna","JALNYB010000001.1","JALNYB010000001.1@CAS:1","TypeI","TypeIE"
"GCA_023230065.1_ASM2323006v1_genomic.fna","JALNYB010000001.1","JALNYB010000001.1@CAS:2","CAS","CAS"
"GCA_023622015.1_ASM2362201v1_genomic.fna","JAMOAA010000225.1","JAMOAA010000225.1@CAS:1","CAS","CAS"
"GCA_023622015.1_ASM2362201v1_genomic.fna","JAMOAA010000225.1","JAMOAA010000225.1@CAS:2","TypeI","TypeIB"
"GCA_023622015.1_ASM2362201v1_genomic.fna","JAMOAA010000225.1","JAMOAA010000225.1@CAS:3","TypeIII","TypeIIIA"
"GCA_023622015.1_ASM2362201v1_genomic.fna","JAMOAA010000168.1","JAMOAA010000168.1@CAS:1","TypeI","TypeIA"
"GCA_025058515.1_ASM2505851v1_genomic.fna","JANXDW010000008.1","JANXDW010000008.1@CAS:1","CAS","CAS"
"GCA_025058515.1_ASM2505851v1_genomic.fna","JANXDW010000008.1","JANXDW010000008.1@CAS:2","TypeI","TypeIA"
"GCA_025060975.1_ASM2506097v1_genomic.fna","JANZKA010000083.1","JANZKA010000083.1@CAS:1","CAS","CAS"
"GCA_025060975.1_ASM2506097v1_genomic.fna","JANZKA010000093.1","JANZKA010000093.1@CAS:1","TypeIII","TypeIIIB"
"GCA_025060975.1_ASM2506097v1_genomic.fna","JANZKA010000093.1","JANZKA010000093.1@CAS:2","TypeIII","TypeIIIA"
"GCA_025060975.1_ASM2506097v1_genomic.fna","JANZKA010000120.1","JANZKA010000120.1@CAS:1","TypeIII","TypeIIIU"
"GCA_025060975.1_ASM2506097v1_genomic.fna","JANZKA010000120.1","JANZKA010000120.1@CAS:2","TypeI","TypeIA"
"GCA_026414305.1_ASM2641430v1_genomic.fna","JAOAJH010000001.1","JAOAJH010000001.1@CAS:1","TypeIII","TypeIIIA"
"GCA_026998705.1_ASM2699870v1_genomic.fna","JALTQN010000014.1","JALTQN010000014.1@CAS:1","CAS","CAS"
"GCA_027012695.1_ASM2701269v1_genomic.fna","JALUYR010000145.1","JALUYR010000145.1@CAS:1","CAS","CAS"
"GCA_027025915.1_ASM2702591v1_genomic.fna","JALVQB010000239.1","JALVQB010000239.1@CAS:1","CAS","CAS"
"GCA_027025915.1_ASM2702591v1_genomic.fna","JALVQB010000239.1","JALVQB010000239.1@CAS:2","TypeI","TypeIB"
"GCA_027035135.1_ASM2703513v1_genomic.fna","JALVVW010000080.1","JALVVW010000080.1@CAS:1","CAS","CAS"
"GCA_027316465.1_ASM2731646v1_genomic.fna","DAHVGQ010000026.1","DAHVGQ010000026.1@CAS:1","CAS","CAS"
"GCA_027316465.1_ASM2731646v1_genomic.fna","DAHVGQ010000026.1","DAHVGQ010000026.1@CAS:2","TypeIII","TypeIIIU"
"GCA_027316465.1_ASM2731646v1_genomic.fna","DAHVGQ010000026.1","DAHVGQ010000026.1@CAS:3","TypeI","TypeIB"
"GCA_027316465.1_ASM2731646v1_genomic.fna","DAHVGQ010000026.1","DAHVGQ010000026.1@CAS:4","TypeIII","TypeIIIA"
"GCA_027316575.1_ASM2731657v1_genomic.fna","DAHVGH010000016.1","DAHVGH010000016.1@CAS:1","CAS","CAS"
"GCA_027316575.1_ASM2731657v1_genomic.fna","DAHVGH010000016.1","DAHVGH010000016.1@CAS:2","TypeIII","TypeIIIU"
"GCA_027316575.1_ASM2731657v1_genomic.fna","DAHVGH010000016.1","DAHVGH010000016.1@CAS:3","TypeI","TypeIB"
"GCA_027316575.1_ASM2731657v1_genomic.fna","DAHVGH010000016.1","DAHVGH010000016.1@CAS:4","TypeIII","TypeIIIA"
"GCA_027336005.1_ASM2733600v1_genomic.fna","DAHWGY010000149.1","DAHWGY010000149.1@CAS:1","CAS","CAS"
"GCA_027336005.1_ASM2733600v1_genomic.fna","DAHWGY010000149.1","DAHWGY010000149.1@CAS:2","TypeI","TypeIB"
"GCA_027336005.1_ASM2733600v1_genomic.fna","DAHWGY010000149.1","DAHWGY010000149.1@CAS:3","TypeI","TypeID"
"GCA_027343905.1_ASM2734390v1_genomic.fna","DAHWJZ010000002.1","DAHWJZ010000002.1@CAS:1","CAS","CAS"
"GCA_027343905.1_ASM2734390v1_genomic.fna","DAHWJZ010000002.1","DAHWJZ010000002.1@CAS:2","TypeI","TypeIB"
"GCA_027343905.1_ASM2734390v1_genomic.fna","DAHWJZ010000016.1","DAHWJZ010000016.1@CAS:1","TypeI","TypeIB"
"GCA_027363715.1_ASM2736371v1_genomic.fna","DAHXQS010000006.1","DAHXQS010000006.1@CAS:1","CAS","CAS"
"GCA_027363735.1_ASM2736373v1_genomic.fna","DAHXQQ010000037.1","DAHXQQ010000037.1@CAS:1","CAS","CAS"
"GCA_027377155.1_ASM2737715v1_genomic.fna","DAIFEK010000006.1","DAIFEK010000006.1@CAS:1","CAS","CAS"
"GCA_902826075.1_RBC071_genomic.fna","CADEDL010000013.1","CADEDL010000013.1@CAS:1","CAS","CAS"
"GCA_902826075.1_RBC071_genomic.fna","CADEDL010000032.1","CADEDL010000032.1@CAS:1","TypeI","TypeIA"
"GCA_903899805.1_freshwater_MAG_---_AlinenSedimentsCore2_bin-0885_genomic.fna","CAIUKS010000018.1","CAIUKS010000018.1@CAS:1","CAS","CAS"
"GCA_937900535.1_SRR1561994_bin.122_CONCOCT_v1.1_MAG_genomic.fna","CALCDQ010000035.1","CALCDQ010000035.1@CAS:1","CAS","CAS"
"GCA_937900535.1_SRR1561994_bin.122_CONCOCT_v1.1_MAG_genomic.fna","CALCDQ010000035.1","CALCDQ010000035.1@CAS:2","TypeI","TypeIB"
"GCF_000013725.1_ASM1372v1_genomic.fna","NC_007955.1","NC_007955.1@CAS:1","TypeI","TypeIE"
"GCF_000013725.1_ASM1372v1_genomic.fna","NC_007955.1","NC_007955.1@CAS:2","TypeI","TypeIB"
"GCF_000022425.1_ASM2242v1_genomic.fna","NC_012632.1","NC_012632.1@CAS:1","TypeI","TypeIA"
"GCF_000022425.1_ASM2242v1_genomic.fna","NC_012632.1","NC_012632.1@CAS:2","TypeI","TypeIA"
"GCF_000022425.1_ASM2242v1_genomic.fna","NC_012632.1","NC_012632.1@CAS:3","TypeIII","TypeIIIB"
"GCF_000092185.1_ASM9218v1_genomic.fna","NC_014160.1","NC_014160.1@CAS:1","TypeI","TypeIA"
"GCF_000371805.1_ASM37180v1_genomic.fna","NZ_AQUK01000001.1","NZ_AQUK01000001.1@CAS:1","TypeI","TypeIB"
"GCF_000371805.1_ASM37180v1_genomic.fna","NZ_AQUK01000001.1","NZ_AQUK01000001.1@CAS:2","TypeIII","TypeIIIA"
"GCF_004297185.1_ASM429718v1_genomic.fna","NZ_PGCL01000002.1","NZ_PGCL01000002.1@CAS:1","TypeI","TypeIB"
"GCF_004297185.1_ASM429718v1_genomic.fna","NZ_PGCL01000003.1","NZ_PGCL01000003.1@CAS:1","TypeI","TypeIC"
"GCF_024972735.1_ASM2497273v1_genomic.fna","NZ_CP087722.1","NZ_CP087722.1@CAS:1","TypeI","TypeIB"
"GCA_002010165.1_ASM201016v1_genomic.fna","MTMR01000032.1","MTMR01000032.1@CAS:1","TypeI","TypeIB"
"GCA_002010165.1_ASM201016v1_genomic.fna","MTMR01000032.1","MTMR01000032.1@CAS:2","CAS","CAS"
"GCA_002168805.2_ASM216880v2_genomic.fna","NHKT02000030.1","NHKT02000030.1@CAS:1","CAS","CAS"
"GCA_002867475.1_ASM286747v1_genomic.fna","PKTL01000033.1","PKTL01000033.1@CAS:1","CAS","CAS"
"GCA_003021105.1_ASM302110v1_genomic.fna","PXRG01000024.1","PXRG01000024.1@CAS:1","CAS","CAS"
"GCA_003021745.1_ASM302174v1_genomic.fna","PXQY01000109.1","PXQY01000109.1@CAS:1","CAS","CAS"
"GCA_003141035.1_20120800_S1D_genomic.fna","PLKI01000028.1","PLKI01000028.1@CAS:1","CAS","CAS"
"GCA_003649285.1_ASM364928v1_genomic.fna","QMRN01000175.1","QMRN01000175.1@CAS:1","CAS","CAS"
"GCA_003649285.1_ASM364928v1_genomic.fna","QMRN01000175.1","QMRN01000175.1@CAS:2","TypeI","TypeIB"
"GCA_003662645.1_ASM366264v1_genomic.fna","QMYL01000199.1","QMYL01000199.1@CAS:1","CAS","CAS"
"GCA_009789175.1_ASM978917v1_genomic.fna","CP046867.1","CP046867.1@CAS:1","TypeI","TypeID"
"GCA_012797575.1_ASM1279757v1_genomic.fna","JAAZOW010000147.1","JAAZOW010000147.1@CAS:1","CAS","CAS"
"GCA_013538795.1_ASM1353879v1_genomic.fna","JABXGQ010000028.1","JABXGQ010000028.1@CAS:1","CAS","CAS"
"GCA_013538795.1_ASM1353879v1_genomic.fna","JABXGQ010000028.1","JABXGQ010000028.1@CAS:2","TypeIII","TypeIIIA"
"GCA_013538795.1_ASM1353879v1_genomic.fna","JABXGQ010000031.1","JABXGQ010000031.1@CAS:1","CAS","CAS"
"GCA_013538795.1_ASM1353879v1_genomic.fna","JABXGQ010000005.1","JABXGQ010000005.1@CAS:1","TypeIII","TypeIIIB"
