species	crispr_positive	crispr_negative	distance
Phocaeicola dorei	GCF_021409785.1_ASM2140978v1_genomic	GCF_008572075.1_ASM857207v1_genomic	5.886657458e-4
Phocaeicola dorei	GCF_018588055.1_ASM1858805v1_genomic	GCF_008572075.1_ASM857207v1_genomic	3.8290139580000003e-4
Phocaeicola dorei	GCF_001640865.1_ASM164086v1_genomic	GCF_008572075.1_ASM857207v1_genomic	8.560055458e-4
Phocaeicola dorei	GCF_018588025.1_ASM1858802v1_genomic	GCF_008572075.1_ASM857207v1_genomic	3.8290139580000003e-4
Phocaeicola dorei	GCA_008681075.1_ASM868107v1_genomic	GCF_008572075.1_ASM857207v1_genomic	0.0014041293458
Phocaeicola dorei	GCF_008572125.1_ASM857212v1_genomic	GCF_008572075.1_ASM857207v1_genomic	4.890411458e-4
Phocaeicola dorei	GCA_008680425.1_ASM868042v1_genomic	GCF_002161715.1_ASM216171v1_genomic	0.0010017084697
Phocaeicola dorei	GCA_022713245.1_ASM2271324v1_genomic	GCF_002161715.1_ASM216171v1_genomic	6.4229982231e-4
Phocaeicola dorei	GCF_015560875.1_ASM1556087v1_genomic	GCF_002161715.1_ASM216171v1_genomic	3.9891932231e-4
Phocaeicola dorei	GCA_910579565.1_MGBC108822_genomic	GCF_002161715.1_ASM216171v1_genomic	4.13903222e-4
Phocaeicola dorei	GCF_015554125.1_ASM1555412v1_genomic	GCF_002161715.1_ASM216171v1_genomic	5.9399259e-4
Phocaeicola dorei	GCF_018588045.1_ASM1858804v1_genomic	GCF_002161715.1_ASM216171v1_genomic	3.9890059391e-4
Phocaeicola dorei	GCF_018588125.1_ASM1858812v1_genomic	GCF_002161715.1_ASM216171v1_genomic	3.9890059391e-4
Phocaeicola dorei	GCA_022746325.1_ASM2274632v1_genomic	GCF_002161715.1_ASM216171v1_genomic	6.6529984231e-4
Phocaeicola dorei	GCF_016888505.1_ASM1688850v1_genomic	GCF_002161715.1_ASM216171v1_genomic	4.193214597e-4
Phocaeicola dorei	GCA_014849075.1_ASM1484907v1_genomic	GCF_002161715.1_ASM216171v1_genomic	8.2648384231e-4
Phocaeicola dorei	GCA_008679475.1_ASM867947v1_genomic	GCF_002161715.1_ASM216171v1_genomic	4.3265071970000003e-4
Phocaeicola dorei	GCA_934839365.1_MTG232_bin.26.fa_genomic	GCF_027698145.1_ASM2769814v1_genomic	0.00902935599523
Phocaeicola dorei	GCF_018292105.1_ASM1829210v1_genomic	GCF_027698145.1_ASM2769814v1_genomic	7.78986806e-4
Limosilactobacillus reuteri	GCF_009649565.1_ASM964956v1_genomic	GCF_002254175.1_ASM225417v1_genomic	0.0041200621072
Limosilactobacillus reuteri	GCF_000179435.1_ASM17943v1_genomic	GCF_002254175.1_ASM225417v1_genomic	0.00446353289
Limosilactobacillus reuteri	GCF_018917025.1_ASM1891702v1_genomic	GCF_002160565.1_ASM216056v1_genomic	0.00291273467
Limosilactobacillus reuteri	GCF_003046055.1_ASM304605v1_genomic	GCF_002160565.1_ASM216056v1_genomic	6.962967e-4
Limosilactobacillus reuteri	GCF_012971015.1_ASM1297101v1_genomic	GCF_002160565.1_ASM216056v1_genomic	0.005034243000000001
Limosilactobacillus reuteri	GCF_020785815.1_ASM2078581v1_genomic	GCF_002160565.1_ASM216056v1_genomic	0.001496010902
Limosilactobacillus reuteri	GCF_020785855.1_ASM2078585v1_genomic	GCF_002160565.1_ASM216056v1_genomic	0.0014954612923
Limosilactobacillus reuteri	GCF_003046135.1_ASM304613v1_genomic	GCF_002160565.1_ASM216056v1_genomic	6.962967e-4
Limosilactobacillus reuteri	GCF_020785755.1_ASM2078575v1_genomic	GCF_002160565.1_ASM216056v1_genomic	0.0014954612923
Limosilactobacillus reuteri	GCF_009649095.1_ASM964909v1_genomic	GCF_002160565.1_ASM216056v1_genomic	0.0041091719999999995
Limosilactobacillus reuteri	GCA_025963035.1_ASM2596303v1_genomic	GCF_002160565.1_ASM216056v1_genomic	0.0018975503769000002
Limosilactobacillus reuteri	GCF_020785865.1_ASM2078586v1_genomic	GCF_002160565.1_ASM216056v1_genomic	0.0014954612923
Limosilactobacillus reuteri	GCF_009649535.1_ASM964953v1_genomic	GCF_001703865.1_ASM170386v1_genomic	0.002954108784612
Limosilactobacillus reuteri	GCF_009649445.1_ASM964944v1_genomic	GCF_001703865.1_ASM170386v1_genomic	0.00416446108
Limosilactobacillus reuteri	GCF_002221655.1_ASM222165v1_genomic	GCF_001703865.1_ASM170386v1_genomic	0.00339037111
Limosilactobacillus reuteri	GCF_001688685.2_ASM168868v2_genomic	GCF_001703865.1_ASM170386v1_genomic	0.00339037111
Limosilactobacillus reuteri	GCF_009649545.1_ASM964954v1_genomic	GCF_001703865.1_ASM170386v1_genomic	0.0031910218846119996
Limosilactobacillus reuteri	GCF_001889975.1_ASM188997v1_genomic	GCF_025189625.1_ASM2518962v1_genomic	0.00306108851
Limosilactobacillus reuteri	GCF_020785025.1_ASM2078502v1_genomic	GCF_025189625.1_ASM2518962v1_genomic	0.0034719280989
Limosilactobacillus reuteri	GCF_020784315.1_ASM2078431v1_genomic	GCF_025189625.1_ASM2518962v1_genomic	0.0034719280989
Limosilactobacillus reuteri	GCF_020784715.1_ASM2078471v1_genomic	GCF_025189625.1_ASM2518962v1_genomic	0.0034719280989
Limosilactobacillus reuteri	GCF_020784235.1_ASM2078423v1_genomic	GCF_025189625.1_ASM2518962v1_genomic	0.0037825477505239995
Limosilactobacillus reuteri	GCF_002128615.1_ASM212861v1_genomic	GCF_025189625.1_ASM2518962v1_genomic	0.003579001831514
Limosilactobacillus reuteri	GCF_020785935.1_ASM2078593v1_genomic	GCF_025189625.1_ASM2518962v1_genomic	0.002216698095884
Limosilactobacillus reuteri	GCF_023896335.1_ASM2389633v1_genomic	GCF_025189625.1_ASM2518962v1_genomic	0.003782013973514
Limosilactobacillus reuteri	GCF_002128755.1_ASM212875v1_genomic	GCF_025189625.1_ASM2518962v1_genomic	0.003783127708784
Limosilactobacillus reuteri	GCF_020785175.1_ASM2078517v1_genomic	GCF_025189625.1_ASM2518962v1_genomic	0.0034719280989
Limosilactobacillus reuteri	GCF_020784995.1_ASM2078499v1_genomic	GCF_025189625.1_ASM2518962v1_genomic	0.003804023985884
Limosilactobacillus reuteri	GCF_020784755.1_ASM2078475v1_genomic	GCF_025189625.1_ASM2518962v1_genomic	0.0034719280989
Limosilactobacillus reuteri	GCF_002128715.1_ASM212871v1_genomic	GCF_025189625.1_ASM2518962v1_genomic	0.0032695401032000002
Campylobacter lari	GCA_022465065.1_ASM2246506v1_genomic	GCA_004945625.1_PDT000195310.2_genomic	0.0043421848
Campylobacter lari	GCF_022465035.1_ASM2246503v1_genomic	GCA_004945625.1_PDT000195310.2_genomic	0.006010804200000001
Campylobacter lari	GCA_005005635.1_PDT000063035.2_genomic	GCA_004945625.1_PDT000195310.2_genomic	0.0059364723000000005
Campylobacter lari	GCA_021928455.1_PDT001237707.1_genomic	GCA_004945625.1_PDT000195310.2_genomic	0.006169913060000001
Campylobacter lari	GCA_025771145.1_ASM2577114v1_genomic	GCA_004945625.1_PDT000195310.2_genomic	0.0058123836
Campylobacter lari	GCA_025771125.1_ASM2577112v1_genomic	GCA_004945625.1_PDT000195310.2_genomic	0.0058123836
Campylobacter lari	GCF_022465135.1_ASM2246513v1_genomic	GCA_004945625.1_PDT000195310.2_genomic	0.006010804200000001
Campylobacter lari	GCA_022465185.1_ASM2246518v1_genomic	GCA_013123665.1_PDT000733313.1_genomic	0.005946596
Campylobacter lari	GCA_005005555.1_PDT000063045.2_genomic	GCA_005286685.1_PDT000113435.2_genomic	0.007203476
Campylobacter lari	GCA_005138885.1_PDT000113437.2_genomic	GCA_014974165.1_PDT000862242.1_genomic	0.012664644000000001
Campylobacter lari	GCA_019278275.1_PDT001092454.1_genomic	GCA_014974165.1_PDT000862242.1_genomic	0.013363083119999999
Campylobacter lari	GCA_025771965.1_ASM2577196v1_genomic	GCA_005014295.1_PDT000113433.2_genomic	0.01365209382
Campylobacter lari	GCA_005005235.1_PDT000148338.2_genomic	GCA_005014295.1_PDT000113433.2_genomic	0.01213183482
Campylobacter lari	GCA_013125105.1_PDT000733309.1_genomic	GCA_005014295.1_PDT000113433.2_genomic	0.0123766977
Campylobacter lari	GCA_005255925.1_PDT000175684.2_genomic	GCF_900446655.1_57269_C01_genomic	0.0076830804
Campylobacter lari	GCF_900446585.1_57269_B01_genomic	GCF_900446655.1_57269_C01_genomic	0.0184405328
Campylobacter lari	GCA_025772185.1_ASM2577218v1_genomic	GCF_900446655.1_57269_C01_genomic	0.0072535194
Campylobacter lari	GCA_005140905.1_PDT000113546.2_genomic	GCF_900446655.1_57269_C01_genomic	0.0155639198
Campylobacter lari	GCA_005085025.1_PDT000179405.2_genomic	GCF_900446655.1_57269_C01_genomic	0.0126410828
Campylobacter lari	GCF_024704935.1_ASM2470493v1_genomic	GCF_900446655.1_57269_C01_genomic	0.0032803464
Campylobacter lari	GCF_000816365.1_ASM81636v1_genomic	GCF_900446655.1_57269_C01_genomic	0.0153106504
Campylobacter lari	GCF_018500505.1_ASM1850050v1_genomic	GCF_900446655.1_57269_C01_genomic	0.0123266759
Campylobacter lari	GCA_010993315.1_PDT000687790.1_genomic	GCF_900446655.1_57269_C01_genomic	0.0067070228
Campylobacter lari	GCF_018500565.1_ASM1850056v1_genomic	GCF_900446655.1_57269_C01_genomic	0.0134007819
Campylobacter lari	GCA_025772205.1_ASM2577220v1_genomic	GCF_900446655.1_57269_C01_genomic	0.0034743461999999998
Campylobacter lari	GCF_933130925.1_Val_Cl005_genomic	GCF_900446655.1_57269_C01_genomic	0.0128320428
Campylobacter lari	GCA_014973345.1_PDT000862226.1_genomic	GCF_900446655.1_57269_C01_genomic	0.0036592624
Campylobacter lari	GCA_025320225.1_PDT001425378.1_genomic	GCF_900446655.1_57269_C01_genomic	0.0127704961
Campylobacter lari	GCF_018500405.1_ASM1850040v1_genomic	GCF_900446655.1_57269_C01_genomic	0.0044732084
Campylobacter lari	GCF_933132235.1_Val_Cl004_genomic	GCF_900446655.1_57269_C01_genomic	0.012980516800000001
Bacteroides thetaiotaomicron	GCA_009021415.1_ASM902141v1_genomic	GCF_021411845.1_ASM2141184v1_genomic	0.0016296896
Bacteroides thetaiotaomicron	GCA_009021635.1_ASM902163v1_genomic	GCF_021411845.1_ASM2141184v1_genomic	0.00130632548
Bacteroides thetaiotaomicron	GCA_009021515.1_ASM902151v1_genomic	GCF_021411845.1_ASM2141184v1_genomic	0.0016296896
Bacteroides thetaiotaomicron	GCF_025914255.1_ASM2591425v1_genomic	GCF_021411845.1_ASM2141184v1_genomic	0.0015302426
Bacteroides thetaiotaomicron	GCF_021411305.1_ASM2141130v1_genomic	GCF_021411845.1_ASM2141184v1_genomic	0.0016737428
Bacteroides thetaiotaomicron	GCA_009021435.1_ASM902143v1_genomic	GCF_021411845.1_ASM2141184v1_genomic	0.0016296896
Bacteroides thetaiotaomicron	GCA_024793145.1_ASM2479314v1_genomic	GCF_021411845.1_ASM2141184v1_genomic	0.0019206006
Bacteroides thetaiotaomicron	GCF_001405255.1_13414_6_57_genomic	GCF_021409565.1_ASM2140956v1_genomic	3.954428725e-4
Bacteroides thetaiotaomicron	GCF_021532175.1_ASM2153217v1_genomic	GCF_021409565.1_ASM2140956v1_genomic	0.0015623334900000002
Bacteroides thetaiotaomicron	GCF_003469685.1_ASM346968v1_genomic	GCF_021409565.1_ASM2140956v1_genomic	7.7018252e-4
Bacteroides thetaiotaomicron	GCF_023669125.1_ASM2366912v1_genomic	GCF_021409565.1_ASM2140956v1_genomic	0.00138063321
Bacteroides thetaiotaomicron	GCF_023668945.1_ASM2366894v1_genomic	GCF_021409565.1_ASM2140956v1_genomic	0.00138063321
Bacteroides thetaiotaomicron	GCF_003464695.1_ASM346469v1_genomic	GCF_021409565.1_ASM2140956v1_genomic	7.7018252e-4
Bacteroides thetaiotaomicron	GCF_020313435.1_ASM2031343v1_genomic	GCF_021409565.1_ASM2140956v1_genomic	0.00154342572
Bacteroides thetaiotaomicron	GCF_025914275.1_ASM2591427v1_genomic	GCF_021409565.1_ASM2140956v1_genomic	9.9446812e-4
Bacteroides thetaiotaomicron	GCF_025914215.1_ASM2591421v1_genomic	GCF_021409565.1_ASM2140956v1_genomic	0.00209644779
Bacteroides thetaiotaomicron	GCA_025757925.1_ASM2575792v1_genomic	GCF_021409565.1_ASM2140956v1_genomic	7.999862825000001e-4
Bacteroides thetaiotaomicron	GCF_019041315.1_NA_genomic	GCF_021409565.1_ASM2140956v1_genomic	5.933757925e-4
Bacteroides thetaiotaomicron	GCF_021531575.1_ASM2153157v1_genomic	GCF_021409565.1_ASM2140956v1_genomic	0.00112434279
Bacteroides thetaiotaomicron	GCF_024790745.1_ASM2479074v1_genomic	GCF_021409565.1_ASM2140956v1_genomic	0.00137706179
Bacteroides thetaiotaomicron	GCA_945902835.1_ERR1606222_bin.1_metaWRAP_v1.3_MAG_genomic	GCF_021409565.1_ASM2140956v1_genomic	0.00232898129
Bacteroides thetaiotaomicron	GCF_025914235.1_ASM2591423v1_genomic	GCF_021409565.1_ASM2140956v1_genomic	0.00077684742000000005
Bacteroides thetaiotaomicron	GCF_023668205.1_ASM2366820v1_genomic	GCF_021409565.1_ASM2140956v1_genomic	0.00138063321
Bacteroides thetaiotaomicron	GCF_023669235.1_ASM2366923v1_genomic	GCF_021409565.1_ASM2140956v1_genomic	0.00138063321
Bacteroides thetaiotaomicron	GCF_019132235.1_ASM1913223v1_genomic	GCF_021409565.1_ASM2140956v1_genomic	5.933757925e-4
Bacteroides thetaiotaomicron	GCA_003474005.1_ASM347400v1_genomic	GCF_021409565.1_ASM2140956v1_genomic	0.00109412141
Bacteroides thetaiotaomicron	GCF_023669205.1_ASM2366920v1_genomic	GCF_021409565.1_ASM2140956v1_genomic	0.00138063321
Bacteroides thetaiotaomicron	GCA_022769515.1_ASM2276951v1_genomic	GCF_021409565.1_ASM2140956v1_genomic	0.0015069643800000002
Bacteroides thetaiotaomicron	GCF_003466025.1_ASM346602v1_genomic	GCF_015548485.1_ASM1554848v1_genomic	0.00123892757
Bacteroides thetaiotaomicron	GCA_947039065.1_ERR8099098_bin.6_metawrap_v1.3_MAG_genomic	GCA_024791565.1_ASM2479156v1_genomic	0.0021908671
Bacillus safensis	GCF_026626405.1_ASM2662640v1_genomic	GCF_001653905.1_ASM165390v1_genomic	0.00205686309
Bacillus safensis	GCF_020524595.1_ASM2052459v1_genomic	GCF_001653905.1_ASM165390v1_genomic	0.0011449878
Bacillus safensis	GCF_027497635.1_ASM2749763v1_genomic	GCF_002744235.1_ASM274423v1_genomic	0.001178712143
Bacillus safensis	GCF_020179095.1_ASM2017909v1_genomic	GCF_002744235.1_ASM274423v1_genomic	0.0011781299468
Bacillus safensis	GCF_018128855.1_ASM1812885v1_genomic	GCF_002744235.1_ASM274423v1_genomic	0.0019587824868
Bacillus safensis	GCA_001038525.1_ASM103852v1_genomic	GCF_002744235.1_ASM274423v1_genomic	0.001892319647
Bacillus safensis	GCF_003977465.1_ASM397746v1_genomic	GCF_002744235.1_ASM274423v1_genomic	0.0015305416469999999
Bacillus safensis	GCF_018916645.1_ASM1891664v1_genomic	GCF_002744235.1_ASM274423v1_genomic	0.001305240397
Bacillus safensis	GCF_007674245.1_ASM767424v1_genomic	GCF_002744235.1_ASM274423v1_genomic	0.00215986064
Bacillus safensis	GCF_023089635.1_ASM2308963v1_genomic	GCF_002744235.1_ASM274423v1_genomic	0.001079252897
Bacillus safensis	GCF_019037445.1_ASM1903744v1_genomic	GCF_025908215.1_ASM2590821v1_genomic	3.983204e-5
Bacillus safensis	GCF_003097715.1_ASM309771v1_genomic	GCF_025908215.1_ASM2590821v1_genomic	3.6636504e-4
Bacillus safensis	GCF_000691165.1_ASM69116v1_genomic	GCF_025908215.1_ASM2590821v1_genomic	3.6636504e-4
Bacillus safensis	GCF_019037495.1_ASM1903749v1_genomic	GCF_025908215.1_ASM2590821v1_genomic	3.983204e-5
Bacillus safensis	GCF_023715035.1_ASM2371503v1_genomic	GCF_025908215.1_ASM2590821v1_genomic	3.6636504e-4
Bacillus safensis	GCF_026786565.1_ASM2678656v1_genomic	GCF_025908215.1_ASM2590821v1_genomic	4.25182846e-4
Bacillus safensis	GCF_026786575.1_ASM2678657v1_genomic	GCF_025908215.1_ASM2590821v1_genomic	2.3111518300000003e-4
Bacillus safensis	GCF_026786825.1_ASM2678682v1_genomic	GCF_026786655.1_ASM2678665v1_genomic	0.001617111977
Bacillus safensis	GCF_002155005.2_ASM215500v2_genomic	GCF_026786655.1_ASM2678665v1_genomic	0.001622395277
Bacillus safensis	GCF_026787625.1_ASM2678762v1_genomic	GCF_026786655.1_ASM2678665v1_genomic	0.0020044107770000002
Bacillus safensis	GCF_025447155.1_ASM2544715v1_genomic	GCF_026786655.1_ASM2678665v1_genomic	0.0011197845957000001
Bacillus safensis	GCF_000828395.1_ASM82839v1_genomic	GCF_026786655.1_ASM2678665v1_genomic	9.46208997e-4
Bacillus safensis	GCF_015854405.1_ASM1585440v1_genomic	GCF_026786655.1_ASM2678665v1_genomic	0.001193121077
Bacillus safensis	GCF_026787025.1_ASM2678702v1_genomic	GCF_026786655.1_ASM2678665v1_genomic	0.0020044107770000002
Bacillus safensis	GCF_900573445.1_NRS576_genomic	GCF_026786655.1_ASM2678665v1_genomic	0.001329439497
Bacillus safensis	GCF_000715185.1_ASM71518v1_genomic	GCF_026786655.1_ASM2678665v1_genomic	0.001159305097
Bacillus safensis	GCF_008244765.1_ASM824476v1_genomic	GCF_026786655.1_ASM2678665v1_genomic	9.090961199999999e-4
Bacillus safensis	GCF_026787645.1_ASM2678764v1_genomic	GCF_026786655.1_ASM2678665v1_genomic	0.0020044107770000002
Bacillus safensis	GCF_002276315.1_ASM227631v1_genomic	GCF_026786655.1_ASM2678665v1_genomic	0.0010793796956999999
Bacillus safensis	GCF_026787635.1_ASM2678763v1_genomic	GCF_026786655.1_ASM2678665v1_genomic	0.00202024362
Ferrovum sp.	GCA_027442125.1_ASM2744212v1_genomic	GCA_027451005.1_ASM2745100v1_genomic	0.00147226418
Ferrovum sp.	GCA_027450725.1_ASM2745072v1_genomic	GCA_027451005.1_ASM2745100v1_genomic	0.00140755436
Ferrovum sp.	GCA_027442095.1_ASM2744209v1_genomic	GCA_027451005.1_ASM2745100v1_genomic	0.00643177316
Ferrovum sp.	GCA_027442155.1_ASM2744215v1_genomic	GCA_027451005.1_ASM2745100v1_genomic	0.0018454441600000001
Ferrovum sp.	GCA_027458625.1_ASM2745862v1_genomic	GCA_027451005.1_ASM2745100v1_genomic	0.0015247013600000001
Ferrovum sp.	GCA_027442175.1_ASM2744217v1_genomic	GCA_027451005.1_ASM2745100v1_genomic	0.0016341633799999999
Ferrovum sp.	GCA_027442015.1_ASM2744201v1_genomic	GCA_027451005.1_ASM2745100v1_genomic	0.00152345986
Ferrovum sp.	GCA_027442235.1_ASM2744223v1_genomic	GCA_027451005.1_ASM2745100v1_genomic	0.0015644673
Ferrovum sp.	GCA_027442025.1_ASM2744202v1_genomic	GCA_027451005.1_ASM2745100v1_genomic	0.00147008076
Ferrovum sp.	GCA_027442115.1_ASM2744211v1_genomic	GCA_027451005.1_ASM2745100v1_genomic	0.00119344416
Ferrovum sp.	GCA_027442275.1_ASM2744227v1_genomic	GCA_027451005.1_ASM2745100v1_genomic	0.00155086316
Ferrovum sp.	GCA_027450705.1_ASM2745070v1_genomic	GCA_027451005.1_ASM2745100v1_genomic	0.00142991836
Ferrovum sp.	GCA_027442195.1_ASM2744219v1_genomic	GCA_027451005.1_ASM2745100v1_genomic	0.00188017606
Ferrovum sp.	GCA_027458565.1_ASM2745856v1_genomic	GCA_027451005.1_ASM2745100v1_genomic	0.0014026917600000002
Ferrovum sp.	GCA_027458605.1_ASM2745860v1_genomic	GCA_027451005.1_ASM2745100v1_genomic	0.00148686976
Ferrovum sp.	GCA_027450965.1_ASM2745096v1_genomic	GCA_027451005.1_ASM2745100v1_genomic	0.0016341633799999999
Ferrovum sp.	GCA_027458645.1_ASM2745864v1_genomic	GCA_027451005.1_ASM2745100v1_genomic	0.00119064828
Ferrovum sp.	GCA_027450925.1_ASM2745092v1_genomic	GCA_027451005.1_ASM2745100v1_genomic	0.001264454
Ferrovum sp.	GCA_027442215.1_ASM2744221v1_genomic	GCA_027451005.1_ASM2745100v1_genomic	0.0020815547599999998
Ferrovum sp.	GCA_027457985.1_ASM2745798v1_genomic	GCA_027458045.1_ASM2745804v1_genomic	5.8778706e-4
Ferrovum sp.	GCA_019456405.1_ASM1945640v1_genomic	GCA_027458405.1_ASM2745840v1_genomic	0.02232752952
Ferrovum sp.	GCA_027458345.1_ASM2745834v1_genomic	GCA_027458405.1_ASM2745840v1_genomic	0.00102683362
Ferrovum sp.	GCA_027450385.1_ASM2745038v1_genomic	GCA_027458405.1_ASM2745840v1_genomic	0.005070366
Ferrovum sp.	GCA_027458305.1_ASM2745830v1_genomic	GCA_027458405.1_ASM2745840v1_genomic	6.076129999999999e-4
Ferrovum sp.	GCA_027458365.1_ASM2745836v1_genomic	GCA_027458405.1_ASM2745840v1_genomic	0.00102683362
Ferrovum sp.	GCA_027319165.1_ASM2731916v1_genomic	GCA_027458405.1_ASM2745840v1_genomic	6.012681e-4
Ferrovum sp.	GCA_027450885.1_ASM2745088v1_genomic	GCA_027450745.1_ASM2745074v1_genomic	0.019597807999999998
Ferrovum sp.	GCA_027450905.1_ASM2745090v1_genomic	GCA_027450745.1_ASM2745074v1_genomic	0.001325994
Ferrovum sp.	GCA_027458265.1_ASM2745826v1_genomic	GCA_027341745.1_ASM2734174v1_genomic	0.0023994635199999998
Ferrovum sp.	GCA_027317285.1_ASM2731728v1_genomic	GCA_027344885.1_ASM2734488v1_genomic	0.0054743035199999995
Nitrospira sp.	GCA_016788885.1_ASM1678888v1_genomic	GCA_024281515.1_ASM2428151v1_genomic	0.05216237132
Nitrospira sp.	GCA_018242805.1_ASM1824280v1_genomic	GCA_024281515.1_ASM2428151v1_genomic	0.050437177799999997
Nitrospira sp.	GCA_026128905.1_ASM2612890v1_genomic	GCA_024281515.1_ASM2428151v1_genomic	0.0506287948
Nitrospira sp.	GCA_018242785.1_ASM1824278v1_genomic	GCA_024281515.1_ASM2428151v1_genomic	0.06191748
Nitrospira sp.	GCA_019636985.1_ASM1963698v1_genomic	GCA_024281515.1_ASM2428151v1_genomic	0.05013150499999999
Nitrospira sp.	GCA_018242665.1_ASM1824266v1_genomic	GCA_024281515.1_ASM2428151v1_genomic	0.04106511352
Nitrospira sp.	GCA_009594855.1_ASM959485v1_genomic	GCA_024281515.1_ASM2428151v1_genomic	0.05216237132
Nitrospira sp.	GCA_026707955.1_ASM2670795v1_genomic	GCA_003576955.1_ASM357695v1_genomic	0.7852687285200001
Nitrospira sp.	GCA_017879605.1_ASM1787960v1_genomic	GCA_003576955.1_ASM357695v1_genomic	0.63597861352
Nitrospira sp.	GCA_026707525.1_ASM2670752v1_genomic	GCA_003576955.1_ASM357695v1_genomic	0.78428223352
Nitrospira sp.	GCA_026706145.1_ASM2670614v1_genomic	GCA_003576955.1_ASM357695v1_genomic	0.7856826185200001
Nitrospira sp.	GCA_011523385.1_ASM1152338v1_genomic	GCA_003576955.1_ASM357695v1_genomic	0.7849679820400001
Nitrospira sp.	GCA_024281595.1_ASM2428159v1_genomic	GCA_024998665.1_ASM2499866v1_genomic	0.02705992
Nitrospira sp.	GCA_026128995.1_ASM2612899v1_genomic	GCA_019637005.1_ASM1963700v1_genomic	0.02688178
Nitrospira sp.	GCA_022226935.1_ASM2222693v1_genomic	GCA_019637005.1_ASM1963700v1_genomic	0.02554271352
Nitrospira sp.	GCA_009594945.1_ASM959494v1_genomic	GCA_019637005.1_ASM1963700v1_genomic	0.0417111
Nitrospira sp.	GCA_020853775.1_ASM2085377v1_genomic	GCA_019637005.1_ASM1963700v1_genomic	0.02843281352
Nitrospira sp.	GCA_016873575.1_JGI_2017-08-21_genomic	GCA_016873595.1_JGI_2017-08-21_genomic	0.28666312704
Nitrospira sp.	GCA_002634385.1_ASM263438v1_genomic	GCA_016873595.1_JGI_2017-08-21_genomic	0.7649913270400001
Nitrospira sp.	GCA_005239945.1_ASM523994v1_genomic	GCA_016873595.1_JGI_2017-08-21_genomic	1.8040952270400001
Nitrospira sp.	GCA_016873615.1_JGI_2017-08-21_genomic	GCA_016873595.1_JGI_2017-08-21_genomic	0.38346102704
Nitrospira sp.	GCA_022641695.1_ASM2264169v1_genomic	GCA_017989655.1_ASM1798965v1_genomic	0.00230003712
Nitrospira sp.	GCA_024998565.1_ASM2499856v1_genomic	GCA_018005355.1_ASM1800535v1_genomic	0.01697978704
Nitrospira sp.	GCA_024331125.1_ASM2433112v1_genomic	GCA_024331085.1_ASM2433108v1_genomic	0.015310777040000001
Nitrospira sp.	GCA_024330925.1_ASM2433092v1_genomic	GCA_024331085.1_ASM2433108v1_genomic	0.16270260704
Nitrospira sp.	GCA_019636915.1_ASM1963691v1_genomic	GCA_019636935.1_ASM1963693v1_genomic	0.07723639351999999
Nitrospira sp.	GCA_018242825.1_ASM1824282v1_genomic	GCA_019636935.1_ASM1963693v1_genomic	0.07516496
Nitrospira sp.	GCA_016789065.1_ASM1678906v1_genomic	GCA_019636935.1_ASM1963693v1_genomic	0.07565308
Nitrospira sp.	GCA_003456605.1_ASM345660v1_genomic	GCA_026128935.1_ASM2612893v1_genomic	0.011698378
Nitrospira sp.	GCA_020846195.1_ASM2084619v1_genomic	GCA_013140455.1_ASM1314045v1_genomic	0.05631982704
Klebsiella aerogenes	GCA_025116585.1_PDT001411214.1_genomic	GCF_025150155.1_ASM2515015v1_genomic	2.0943152e-4
Klebsiella aerogenes	GCF_011067245.1_ASM1106724v1_genomic	GCF_025150155.1_ASM2515015v1_genomic	6.161421482999999e-4
Klebsiella aerogenes	GCF_013166415.1_ASM1316641v1_genomic	GCF_025150155.1_ASM2515015v1_genomic	4.1261052000000003e-4
Klebsiella aerogenes	GCA_026729635.1_PDT001516062.1_genomic	GCF_025150155.1_ASM2515015v1_genomic	2.0943152e-4
Klebsiella aerogenes	GCA_022027875.1_PDT000925027.1_genomic	GCF_025150155.1_ASM2515015v1_genomic	0
Klebsiella aerogenes	GCF_014856485.1_ASM1485648v1_genomic	GCF_025150155.1_ASM2515015v1_genomic	2.1271852000000001e-4
Klebsiella aerogenes	GCA_021936815.1_PDT001078651.1_genomic	GCF_025150155.1_ASM2515015v1_genomic	0.0014360999753
Klebsiella aerogenes	GCF_010598905.1_ASM1059890v1_genomic	GCF_025150155.1_ASM2515015v1_genomic	0.0010328177453
Klebsiella aerogenes	GCA_022474215.1_PDT001257931.1_genomic	GCF_025150155.1_ASM2515015v1_genomic	0
Klebsiella aerogenes	GCA_018374035.1_ASM1837403v1_genomic	GCF_025150155.1_ASM2515015v1_genomic	6.249650082999998e-4
Klebsiella aerogenes	GCF_003227795.1_ASM322779v1_genomic	GCF_025150155.1_ASM2515015v1_genomic	1.222704e-5
Klebsiella aerogenes	GCF_905333855.2_AI2913v1_cp_genomic	GCF_025150155.1_ASM2515015v1_genomic	0
Klebsiella aerogenes	GCF_001011335.1_ASM101133v1_genomic	GCF_025150155.1_ASM2515015v1_genomic	4.0766283e-4
Klebsiella aerogenes	GCF_001518435.1_ASM151843v1_genomic	GCF_025150155.1_ASM2515015v1_genomic	6.581901282999999e-4
Klebsiella aerogenes	GCA_021971595.1_PDT001013763.1_genomic	GCF_025150155.1_ASM2515015v1_genomic	0.00101816952
Klebsiella aerogenes	GCF_013403435.1_ASM1340343v1_genomic	GCF_025150155.1_ASM2515015v1_genomic	2.0943152e-4
