"Level","Source","Spacer_count","T_self","T_virus","T_others","T_self_r","T_virus_r","T_others_r","genome_count"
"Species","s__Roseofilum sp. SID1",2,0,0,2,0,0,1,NA
"Species","s__Roseofilum sp. SID2",3,0,0,3,0,0,1,NA
"Species","s__Roseomonas genomospecies 6",5,0,3,2,0,0.6,0.4,NA
"Species","s__Roseomonas sp. B5",12,0,1,11,0,0.0833,0.9167,NA
"Species","s__Roseomonas sp. FDAARGOS_362",9,0,1,8,0,0.1111,0.8889,NA
"Species","s__Roseomonas sp. TAS13",6,0,2,4,0,0.3333,0.6667,NA
"Species","s__Roseospira marina",6,0,6,0,0,1,0,NA
"Species","s__Roseovarius azorensis",1,0,0,1,0,0,1,NA
"Species","s__Roseovarius carneus",2,0,2,0,0,1,0,NA
"Species","s__Roseovarius salinarum",2,0,2,0,0,1,0,NA
"Species","s__Roseovarius sp. 22II1-1F6A",1,0,1,0,0,1,0,NA
"Species","s__Roseovarius sp. A-2",5,0,3,2,0,0.6,0.4,NA
"Species","s__Rothia aerolata",1,0,0,1,0,0,1,NA
"Species","s__Rothia endophytica",5,0,0,5,0,0,1,NA
"Species","s__Rothia sp. HMSC065C12",23,0,8,15,0,0.3478,0.6522,NA
"Species","s__Rothia sp. HMSC065D02",26,0,23,3,0,0.8846,0.1154,NA
"Species","s__Rothia sp. HMSC065G12",13,0,12,1,0,0.9231,0.0769,NA
"Species","s__Rothia sp. HMSC066G02",14,0,2,12,0,0.1429,0.8571,NA
"Species","s__Rothia sp. HMSC066H02",5,0,4,1,0,0.8,0.2,NA
"Species","s__Rothia sp. HMSC069C04",14,0,9,5,0,0.6429,0.3571,NA
"Species","s__Rothia sp. HSID18067",10,0,7,3,0,0.7,0.3,NA
"Species","s__Rothia sp. HSID18069",4,0,4,0,0,1,0,NA
"Species","s__Rothia sp. P3C3.S176",10,0,6,4,0,0.6,0.4,NA
"Species","s__Rothia sp. ZJ1223",2,0,0,2,0,0,1,NA
"Species","s__Rothia sp. p3-SID1597",2,0,0,2,0,0,1,NA
"Species","s__Rubellimicrobium thermophilum",9,0,9,0,0,1,0,NA
"Species","s__Rubinisphaera brasiliensis",16,0,13,3,0,0.8125,0.1875,NA
"Species","s__Rubinisphaera italica",1,0,0,1,0,0,1,NA
"Species","s__Rubinisphaera margarita",2,0,1,1,0,0.5,0.5,NA
"Species","s__Rubinisphaera sp.",3,0,1,2,0,0.3333,0.6667,NA
"Species","s__Rubripirellula lacrimiformis",1,0,1,0,0,1,0,NA
"Species","s__Rubrivivax sp. JA1026",6,0,5,1,0,0.8333,0.1667,NA
"Species","s__Rubrivivax sp. JA1029",4,0,3,1,0,0.75,0.25,NA
"Species","s__Rubrivivax sp. JA1055",4,0,3,1,0,0.75,0.25,NA
"Species","s__Rubrobacter xylanophilus",1,0,1,0,0,1,0,NA
"Species","s__Rudanella lutea",1,0,0,1,0,0,1,NA
"Species","s__Ruegeria sp. PrR005",1,0,1,0,0,1,0,NA
"Species","s__Rufibacter quisquiliarum",1,0,1,0,0,1,0,NA
"Species","s__Rugosibacter aromaticivorans",3,0,3,0,0,1,0,NA
"Species","s__Rugosibacter sp.",1,0,1,0,0,1,0,NA
"Species","s__Ruminiclostridium herbifermentans",3,0,3,0,0,1,0,NA
"Species","s__Ruminiclostridium josui",29,0,27,2,0,0.931,0.069,NA
"Species","s__Ruminiclostridium papyrosolvens",5,0,1,4,0,0.2,0.8,NA
"Species","s__Ruminococcaceae bacterium AF10-16",3,0,3,0,0,1,0,NA
"Species","s__Ruminococcaceae bacterium AF68-02b2A",54,0,52,2,0,0.963,0.037,NA
"Species","s__Ruminococcaceae bacterium AM49-21",39,0,36,3,0,0.9231,0.0769,NA
"Species","s__Ruminococcaceae bacterium BL-4",1,0,1,0,0,1,0,NA
"Species","s__Ruminococcaceae bacterium CPB6",147,0,132,15,0,0.898,0.102,NA
"Species","s__Ruminococcaceae bacterium FB2012",1,0,0,1,0,0,1,NA
"Species","s__Ruminococcaceae bacterium P7",2,0,1,1,0,0.5,0.5,NA
"Species","s__Ruminococcaceae bacterium TF06-43",17,0,14,3,0,0.8235,0.1765,NA
"Species","s__Ruminococcaceae bacterium UBA1026",12,0,2,10,0,0.1667,0.8333,NA
"Species","s__Ruminococcaceae bacterium UBA1207",4,0,2,2,0,0.5,0.5,NA
"Species","s__Ruminococcaceae bacterium UBA1404",6,0,4,2,0,0.6667,0.3333,NA
"Species","s__Ruminococcaceae bacterium UBA1405",9,0,9,0,0,1,0,NA
"Species","s__Ruminococcaceae bacterium UBA2831",2,0,1,1,0,0.5,0.5,NA
"Species","s__Ruminococcaceae bacterium UBA2858",8,0,7,1,0,0.875,0.125,NA
"Species","s__Ruminococcaceae bacterium UBA2893",8,0,7,1,0,0.875,0.125,NA
"Species","s__Ruminococcaceae bacterium UBA3269",7,0,5,2,0,0.7143,0.2857,NA
"Species","s__Ruminococcaceae bacterium UBA3315",18,0,16,2,0,0.8889,0.1111,NA
"Species","s__Ruminococcaceae bacterium UBA3812",4,0,2,2,0,0.5,0.5,NA
"Species","s__Ruminococcaceae bacterium UBA3903",5,0,1,4,0,0.2,0.8,NA
"Species","s__Ruminococcaceae bacterium UBA4699",1,0,0,1,0,0,1,NA
"Species","s__Ruminococcaceae bacterium UBA4847",3,0,2,1,0,0.6667,0.3333,NA
"Species","s__Ruminococcaceae bacterium UBA4925",4,0,4,0,0,1,0,NA
"Species","s__Ruminococcaceae bacterium UBA4937",1,0,0,1,0,0,1,NA
"Species","s__Ruminococcaceae bacterium UBA4947",9,0,4,5,0,0.4444,0.5556,NA
"Species","s__Ruminococcaceae bacterium UBA4967",11,0,1,10,0,0.0909,0.9091,NA
"Species","s__Ruminococcaceae bacterium UBA5217",7,0,0,7,0,0,1,NA
"Species","s__Ruminococcaceae bacterium UBA5309",17,0,8,9,0,0.4706,0.5294,NA
"Species","s__Ruminococcaceae bacterium UBA5325",7,0,6,1,0,0.8571,0.1429,NA
"Species","s__Ruminococcaceae bacterium UBA5357",3,0,0,3,0,0,1,NA
"Species","s__Ruminococcaceae bacterium UBA5391",1,0,1,0,0,1,0,NA
"Species","s__Ruminococcaceae bacterium UBA5401",44,0,41,3,0,0.9318,0.0682,NA
"Species","s__Ruminococcaceae bacterium UBA5413",5,0,5,0,0,1,0,NA
"Species","s__Ruminococcaceae bacterium UBA5503",37,0,34,3,0,0.9189,0.0811,NA
"Species","s__Ruminococcaceae bacterium UBA6353",1,0,0,1,0,0,1,NA
"Species","s__Ruminococcaceae bacterium UBA642",2,0,1,1,0,0.5,0.5,NA
"Species","s__Ruminococcaceae bacterium UBA6434",2,0,1,1,0,0.5,0.5,NA
"Species","s__Ruminococcaceae bacterium UBA6856",2,0,1,1,0,0.5,0.5,NA
"Species","s__Ruminococcaceae bacterium UBA6997",4,0,3,1,0,0.75,0.25,NA
"Species","s__Ruminococcaceae bacterium UBA7075",5,0,5,0,0,1,0,NA
"Species","s__Ruminococcaceae bacterium UBA7105",11,0,11,0,0,1,0,NA
"Species","s__Ruminococcaceae bacterium UBA794",3,0,0,3,0,0,1,NA
"Species","s__Ruminococcaceae bacterium cv2",10,0,7,3,0,0.7,0.3,NA
"Species","s__Ruminococcus bovis",49,0,44,5,0,0.898,0.102,NA
"Species","s__Ruminococcus sp. 1001136B_160425_D2",13,0,8,5,0,0.6154,0.3846,NA
"Species","s__Ruminococcus sp. 1001175B_160314_E1",6,0,5,1,0,0.8333,0.1667,NA
"Species","s__Ruminococcus sp. 1001262B_160229_C12",10,0,3,7,0,0.3,0.7,NA
"Species","s__Ruminococcus sp. 1001713B170207_170306_F5",2,0,1,1,0,0.5,0.5,NA
"Species","s__Ruminococcus sp. 5_1_39BFAA",37,0,34,3,0,0.9189,0.0811,NA
"Species","s__Ruminococcus sp. A254.MGS-254",4,0,3,1,0,0.75,0.25,NA
"Species","s__Ruminococcus sp. AF12-5",30,0,26,4,0,0.8667,0.1333,NA
"Species","s__Ruminococcus sp. AF13-28",12,0,3,9,0,0.25,0.75,NA
"Species","s__Ruminococcus sp. AF13-37",12,0,3,9,0,0.25,0.75,NA
"Species","s__Ruminococcus sp. AF14-10",8,0,5,3,0,0.625,0.375,NA
"Species","s__Ruminococcus sp. AF14-5",19,0,16,3,0,0.8421,0.1579,NA
"Species","s__Ruminococcus sp. AF16-40",17,0,15,2,0,0.8824,0.1176,NA
"Species","s__Ruminococcus sp. AF16-50",1,0,0,1,0,0,1,NA
"Species","s__Ruminococcus sp. AF17-11",8,0,8,0,0,1,0,NA
"Species","s__Ruminococcus sp. AF17-12",33,0,30,3,0,0.9091,0.0909,NA
"Species","s__Ruminococcus sp. AF17-1AC",21,0,9,12,0,0.4286,0.5714,NA
"Species","s__Ruminococcus sp. AF17-22AC",14,0,8,6,0,0.5714,0.4286,NA
"Species","s__Ruminococcus sp. AF17-24",21,0,9,12,0,0.4286,0.5714,NA
"Species","s__Ruminococcus sp. AF17-6",14,0,8,6,0,0.5714,0.4286,NA
"Species","s__Ruminococcus sp. AF18-29",46,0,44,2,0,0.9565,0.0435,NA
"Species","s__Ruminococcus sp. AF19-29",24,0,21,3,0,0.875,0.125,NA
"Species","s__Ruminococcus sp. AF20-12LB",1,0,1,0,0,1,0,NA
"Species","s__Ruminococcus sp. AF21-3",18,0,8,10,0,0.4444,0.5556,NA
"Species","s__Ruminococcus sp. AF21-42",15,0,15,0,0,1,0,NA
"Species","s__Ruminococcus sp. AF24-16",29,0,28,1,0,0.9655,0.0345,NA
"Species","s__Ruminococcus sp. AF24-32LB",15,0,14,1,0,0.9333,0.0667,NA
"Species","s__Ruminococcus sp. AF25-13",30,0,29,1,0,0.9667,0.0333,NA
"Species","s__Ruminococcus sp. AF25-19",7,0,7,0,0,1,0,NA
"Species","s__Ruminococcus sp. AF26-25AA",68,0,64,4,0,0.9412,0.0588,NA
"Species","s__Ruminococcus sp. AF31-14BH",15,0,9,6,0,0.6,0.4,NA
"Species","s__Ruminococcus sp. AF31-16BH",33,0,22,11,0,0.6667,0.3333,NA
"Species","s__Ruminococcus sp. AF33-11BH",8,0,4,4,0,0.5,0.5,NA
"Species","s__Ruminococcus sp. AF34-12",13,0,12,1,0,0.9231,0.0769,NA
"Species","s__Ruminococcus sp. AF37-20",9,0,8,1,0,0.8889,0.1111,NA
"Species","s__Ruminococcus sp. AF37-3AC",6,0,3,3,0,0.5,0.5,NA
"Species","s__Ruminococcus sp. AF37-6AT",34,0,23,11,0,0.6765,0.3235,NA
"Species","s__Ruminococcus sp. AF41-9",29,0,28,1,0,0.9655,0.0345,NA
"Species","s__Ruminococcus sp. AM07-21",33,0,22,11,0,0.6667,0.3333,NA
"Species","s__Ruminococcus sp. AM09-18-1",28,0,27,1,0,0.9643,0.0357,NA
"Species","s__Ruminococcus sp. AM12-48",35,0,31,4,0,0.8857,0.1143,NA
"Species","s__Ruminococcus sp. AM16-34",9,0,9,0,0,1,0,NA
"Species","s__Ruminococcus sp. AM18-44",5,0,5,0,0,1,0,NA
"Species","s__Ruminococcus sp. AM22-13",16,0,14,2,0,0.875,0.125,NA
"Species","s__Ruminococcus sp. AM22-14LB",31,0,29,2,0,0.9355,0.0645,NA
"Species","s__Ruminococcus sp. AM23-1LB",29,0,27,2,0,0.931,0.069,NA
"Species","s__Ruminococcus sp. AM26-12LB",20,0,16,4,0,0.8,0.2,NA
"Species","s__Ruminococcus sp. AM27-11LB",15,0,13,2,0,0.8667,0.1333,NA
"Species","s__Ruminococcus sp. AM27-16",56,0,50,6,0,0.8929,0.1071,NA
"Species","s__Ruminococcus sp. AM27-27",15,0,13,2,0,0.8667,0.1333,NA
"Species","s__Ruminococcus sp. AM28-13",77,0,77,0,0,1,0,NA
"Species","s__Ruminococcus sp. AM28-29LB",7,0,7,0,0,1,0,NA
"Species","s__Ruminococcus sp. AM29-26",3,0,1,2,0,0.3333,0.6667,NA
"Species","s__Ruminococcus sp. AM31-15AC",13,0,10,3,0,0.7692,0.2308,NA
"Species","s__Ruminococcus sp. AM32-17LB",20,0,14,6,0,0.7,0.3,NA
"Species","s__Ruminococcus sp. AM34-10LB",21,0,19,2,0,0.9048,0.0952,NA
"Species","s__Ruminococcus sp. AM34-9LB",25,0,22,3,0,0.88,0.12,NA
"Species","s__Ruminococcus sp. AM36-18",7,0,7,0,0,1,0,NA
"Species","s__Ruminococcus sp. AM36-2AA",42,0,41,1,0,0.9762,0.0238,NA
"Species","s__Ruminococcus sp. AM36-5",42,0,41,1,0,0.9762,0.0238,NA
"Species","s__Ruminococcus sp. AM43-6",94,0,90,4,0,0.9574,0.0426,NA
"Species","s__Ruminococcus sp. AM44-9AT",7,0,6,1,0,0.8571,0.1429,NA
"Species","s__Ruminococcus sp. AM45-2",7,0,6,1,0,0.8571,0.1429,NA
"Species","s__Ruminococcus sp. AM45-9BH",7,0,6,1,0,0.8571,0.1429,NA
"Species","s__Ruminococcus sp. AM46-18",12,0,8,4,0,0.6667,0.3333,NA
"Species","s__Ruminococcus sp. AM47-2BH",6,0,5,1,0,0.8333,0.1667,NA
"Species","s__Ruminococcus sp. AM49-10BH",9,0,5,4,0,0.5556,0.4444,NA
"Species","s__Ruminococcus sp. AM54-14NS",2,0,2,0,0,1,0,NA
"Species","s__Ruminococcus sp. AM57-5",12,0,11,1,0,0.9167,0.0833,NA
"Species","s__Ruminococcus sp. AM58-7XD",17,0,13,4,0,0.7647,0.2353,NA
"Species","s__Ruminococcus sp. BSD2780120874_150323_B10",76,0,55,21,0,0.7237,0.2763,NA
"Species","s__Ruminococcus sp. CAG:108",5,0,3,2,0,0.6,0.4,NA
"Species","s__Ruminococcus sp. CAG:108-related_41_35",6,0,4,2,0,0.6667,0.3333,NA
"Species","s__Ruminococcus sp. CAG:254",5,0,4,1,0,0.8,0.2,NA
"Species","s__Ruminococcus sp. CAG:579",1,0,1,0,0,1,0,NA
"Species","s__Ruminococcus sp. HUN007",4,0,1,3,0,0.25,0.75,NA
"Species","s__Ruminococcus sp. MCC718",13,0,10,3,0,0.7692,0.2308,NA
"Species","s__Ruminococcus sp. MSJ-25",91,0,91,0,0,1,0,NA
"Species","s__Ruminococcus sp. NK3A76",1,0,1,0,0,1,0,NA
"Species","s__Ruminococcus sp. NSJ-13",29,0,23,6,0,0.7931,0.2069,NA
"Species","s__Ruminococcus sp. OA3",3,0,0,3,0,0,1,NA
"Species","s__Ruminococcus sp. OF02-6",1,0,1,0,0,1,0,NA
"Species","s__Ruminococcus sp. OM02-16LB",20,0,17,3,0,0.85,0.15,NA
"Species","s__Ruminococcus sp. OM04-4AA",5,0,3,2,0,0.6,0.4,NA
"Species","s__Ruminococcus sp. OM05-7",34,0,26,8,0,0.7647,0.2353,NA
"Species","s__Ruminococcus sp. OM06-36AC",38,0,34,4,0,0.8947,0.1053,NA
"Species","s__Ruminococcus sp. OM07-17",86,0,83,3,0,0.9651,0.0349,NA
"Species","s__Ruminococcus sp. OM07-7",32,0,29,3,0,0.9062,0.0938,NA
"Species","s__Ruminococcus sp. SR1/5",44,0,40,4,0,0.9091,0.0909,NA
"Species","s__Ruminococcus sp. TF08-4",8,0,6,2,0,0.75,0.25,NA
"Species","s__Ruminococcus sp. TF11-2AC",38,0,35,3,0,0.9211,0.0789,NA
"Species","s__Ruminococcus sp. TF12-2",18,0,17,1,0,0.9444,0.0556,NA
"Species","s__Ruminococcus sp. UBA1394",14,0,13,1,0,0.9286,0.0714,NA
"Species","s__Ruminococcus sp. UBA1409",5,0,4,1,0,0.8,0.2,NA
"Species","s__Ruminococcus sp. UBA3306",1,0,1,0,0,1,0,NA
"Species","s__Ruminococcus sp. UBA3767",1,0,1,0,0,1,0,NA
"Species","s__Ruminococcus sp. UBA4697",10,0,9,1,0,0.9,0.1,NA
"Species","s__Ruminococcus sp. UBA6407",22,0,21,1,0,0.9545,0.0455,NA
"Species","s__Ruminococcus sp. UBA7013",2,0,2,0,0,1,0,NA
"Species","s__Ruminococcus sp. UNK.MGS-30",79,0,75,4,0,0.9494,0.0506,NA
"Species","s__Ruminococcus sp. zg-924",103,0,0,103,0,0,1,NA
"Species","s__Rummeliibacillus suwonensis",3,0,2,1,0,0.6667,0.3333,NA
"Species","s__Runella aurantiaca",5,0,1,4,0,0.2,0.8,NA
"Species","s__Runella limosa",1,0,1,0,0,1,0,NA
"Species","s__Runella slithyformis",22,0,2,20,0,0.0909,0.9091,NA
"Species","s__Runella sp. SP2",1,0,1,0,0,1,0,NA
"Species","s__SAR92 clade bacterium H455",5,0,3,2,0,0.6,0.4,NA
"Species","s__SCandidatus Aminicenantes bacterium Aminicenantia_JdfR_composite",5,0,1,4,0,0.2,0.8,NA
"Species","s__Saccharibacillus endophyticus",4,0,2,2,0,0.5,0.5,NA
"Species","s__Saccharibacillus sacchari",1,0,1,0,0,1,0,NA
"Species","s__Saccharibacillus sp. JS10",1,0,1,0,0,1,0,NA
"Species","s__Saccharibacter sp. 3.A.1",19,0,10,9,0,0.5263,0.4737,NA
"Species","s__Saccharibacter sp. M18",5,0,1,4,0,0.2,0.8,NA
"Species","s__Saccharicrinis sp. UBA6048",1,0,1,0,0,1,0,NA
"Species","s__Saccharofermentans sp.",4,0,3,1,0,0.75,0.25,NA
"Species","s__Saccharomonospora iraqiensis",2,0,2,0,0,1,0,NA
"Species","s__Saccharopolyspora shandongensis",1,0,0,1,0,0,1,NA
"Species","s__Saccharopolyspora sp. 6M",1,0,0,1,0,0,1,NA
"Species","s__Saccharopolyspora sp. 7B",3,0,0,3,0,0,1,NA
"Species","s__Saccharospirillum impatiens",5,0,5,0,0,1,0,NA
"Species","s__Saccharospirillum salsuginis",1,0,1,0,0,1,0,NA
"Species","s__Saccharothrix australiensis",1,0,0,1,0,0,1,NA
"Species","s__Saccharothrix coeruleofusca",2,0,2,0,0,1,0,NA
"Species","s__Saccharothrix obliqua",1,0,0,1,0,0,1,NA
"Species","s__Saccharothrix sp. MB29",2,0,1,1,0,0.5,0.5,NA
"Species","s__Saccharothrix sp. NRRL B-16314",1,0,1,0,0,1,0,NA
"Species","s__Saccharothrix violaceirubra",7,0,7,0,0,1,0,NA
"Species","s__Salana multivorans",6,0,3,3,0,0.5,0.5,NA
"Species","s__Salegentibacter maritimus",2,0,1,1,0,0.5,0.5,NA
"Species","s__Salegentibacter sp. Hel_I_6",1,0,0,1,0,0,1,NA
"Species","s__Salegentibacter sp. R32",9,0,8,1,0,0.8889,0.1111,NA
"Species","s__Salidesulfovibrio brasiliensis",6,0,6,0,0,1,0,NA
"Species","s__Salinibacter altiplanensis",2,0,2,0,0,1,0,NA
"Species","s__Salinicoccus qingdaonensis",8,0,3,5,0,0.375,0.625,NA
"Species","s__Salinicola acroporae",3,0,1,2,0,0.3333,0.6667,NA
"Species","s__Salinicola endophyticus",5,0,3,2,0,0.6,0.4,NA
"Species","s__Salinicola halophilus",1,0,1,0,0,1,0,NA
"Species","s__Salinicola peritrichatus",11,0,11,0,0,1,0,NA
"Species","s__Salinicola sp. DM10",6,0,6,0,0,1,0,NA
"Species","s__Salinicola sp. MIT1003",8,0,6,2,0,0.75,0.25,NA
"Species","s__Salinicola sp. S1-1-2",2,0,2,0,0,1,0,NA
"Species","s__Salinicola sp. S1-1-8",2,0,2,0,0,1,0,NA
"Species","s__Salinimonas profundi",1,0,1,0,0,1,0,NA
"Species","s__Saliniramus fredricksonii",4,0,4,0,0,1,0,NA
"Species","s__Salinisphaera halophila",7,0,6,1,0,0.8571,0.1429,NA
"Species","s__Salinisphaera hydrothermalis",1,0,1,0,0,1,0,NA
"Species","s__Salinisphaera orenii",2,0,2,0,0,1,0,NA
"Species","s__Salinisphaera sp.",2,0,1,1,0,0.5,0.5,NA
"Species","s__Salinisphaera sp. G21_0",8,0,4,4,0,0.5,0.5,NA
"Species","s__Salinisphaera sp. Q1T1-3",1,0,0,1,0,0,1,NA
"Species","s__Salinispora oceanensis",45,0,24,21,0,0.5333,0.4667,NA
"Species","s__Salinivibrio sp. AR640",4,0,0,4,0,0,1,NA
"Species","s__Salinivibrio sp. BNH",15,0,7,8,0,0.4667,0.5333,NA
"Species","s__Salinivibrio sp. ES.052",5,0,4,1,0,0.8,0.2,NA
"Species","s__Salinivibrio sp. HTSP",10,0,1,9,0,0.1,0.9,NA
"Species","s__Salinivibrio sp. IB574",13,0,3,10,0,0.2308,0.7692,NA
"Species","s__Salinivibrio sp. IB868",8,0,1,7,0,0.125,0.875,NA
"Species","s__Salinivibrio sp. IB870",9,0,2,7,0,0.2222,0.7778,NA
"Species","s__Salinivibrio sp. MA351",2,0,2,0,0,1,0,NA
"Species","s__Salinivibrio sp. MA427",8,0,6,2,0,0.75,0.25,NA
"Species","s__Salinivibrio sp. MA607",4,0,2,2,0,0.5,0.5,NA
"Species","s__Salinivibrio sp. ML198",6,0,1,5,0,0.1667,0.8333,NA
"Species","s__Salinivibrio sp. ML290",5,0,1,4,0,0.2,0.8,NA
"Species","s__Salinivibrio sp. ML323",6,0,4,2,0,0.6667,0.3333,NA
"Species","s__Salinivibrio sp. PR6",7,0,5,2,0,0.7143,0.2857,NA
"Species","s__Salinivibrio sp. VGrn1",8,0,4,4,0,0.5,0.5,NA
"Species","s__Salinivibrio sp. VYel1",10,0,4,6,0,0.4,0.6,NA
"Species","s__Salinivibrio sp. VYel5",8,0,4,4,0,0.5,0.5,NA
"Species","s__Salinivibrio sp. VYel7",8,0,4,4,0,0.5,0.5,NA
"Species","s__Salinivibrio sp. VYel8",8,0,4,4,0,0.5,0.5,NA
"Species","s__Salinivibrio sp. VYel9",8,0,4,4,0,0.5,0.5,NA
"Species","s__Salinivibrio sp. YCSC6",20,0,10,10,0,0.5,0.5,NA
"Species","s__Salinivirga cyanobacteriivorans",2,0,1,1,0,0.5,0.5,NA
"Species","s__Salipaludibacillus sp. LMS25",1,0,1,0,0,1,0,NA
"Species","s__Salmonella sp. 14ESS1015",54,0,5,49,0,0.0926,0.9074,NA
"Species","s__Salmonella sp. 14ESS1282",54,0,5,49,0,0.0926,0.9074,NA
"Species","s__Salmonella sp. 14ESS1484",54,0,5,49,0,0.0926,0.9074,NA
"Species","s__Salmonella sp. 14ESS1566",53,0,4,49,0,0.0755,0.9245,NA
"Species","s__Salmonella sp. 14ESS1724",54,0,5,49,0,0.0926,0.9074,NA
"Species","s__Salmonella sp. 15E126",36,0,2,34,0,0.0556,0.9444,NA
"Species","s__Salmonella sp. 15E133",36,0,2,34,0,0.0556,0.9444,NA
"Species","s__Salmonella sp. 15E179",54,0,5,49,0,0.0926,0.9074,NA
"Species","s__Salmonella sp. 15E227",50,0,5,45,0,0.1,0.9,NA
"Species","s__Salmonella sp. 15E399",36,0,2,34,0,0.0556,0.9444,NA
"Species","s__Salmonella sp. 15E418",36,0,2,34,0,0.0556,0.9444,NA
"Species","s__Salmonella sp. 15E51",36,0,2,34,0,0.0556,0.9444,NA
"Species","s__Salmonella sp. 15E557",53,0,5,48,0,0.0943,0.9057,NA
"Species","s__Salmonella sp. 15E65",53,0,5,48,0,0.0943,0.9057,NA
"Species","s__Salmonella sp. 15E66",54,0,5,49,0,0.0926,0.9074,NA
"Species","s__Salmonella sp. 16E108",54,0,5,49,0,0.0926,0.9074,NA
"Species","s__Salmonella sp. 16E136",41,0,4,37,0,0.0976,0.9024,NA
"Species","s__Salmonella sp. 16E257",36,0,2,34,0,0.0556,0.9444,NA
"Species","s__Salmonella sp. 16E421",28,0,3,25,0,0.1071,0.8929,NA
"Species","s__Salmonella sp. 16E460",54,0,5,49,0,0.0926,0.9074,NA
"Species","s__Salmonella sp. 17E11",54,0,5,49,0,0.0926,0.9074,NA
"Species","s__Salmonella sp. 17E42",36,0,2,34,0,0.0556,0.9444,NA
"Species","s__Salmonella sp. 17E465",54,0,5,49,0,0.0926,0.9074,NA
"Species","s__Salmonella sp. 17E530",28,0,3,25,0,0.1071,0.8929,NA
"Species","s__Salmonella sp. 17E594",53,0,5,48,0,0.0943,0.9057,NA
"Species","s__Salmonella sp. 17E603",36,0,2,34,0,0.0556,0.9444,NA
"Species","s__Salmonella sp. 17E623",36,0,2,34,0,0.0556,0.9444,NA
"Species","s__Salmonella sp. 17E624",36,0,2,34,0,0.0556,0.9444,NA
"Species","s__Salmonella sp. 17E74",54,0,5,49,0,0.0926,0.9074,NA
"Species","s__Salmonella sp. 2018103",25,0,3,22,0,0.12,0.88,NA
"Species","s__Salmonella sp. 32010201201800099SM",22,0,14,8,0,0.6364,0.3636,NA
"Species","s__Salmonella sp. 32010601-2015-00010-FB-01-SM-01",27,0,2,25,0,0.0741,0.9259,NA
"Species","s__Salmonella sp. 32010601-2015-00137-FB-01-SM-01",12,0,3,9,0,0.25,0.75,NA
"Species","s__Salmonella sp. 32010601201600049SM",46,0,6,40,0,0.1304,0.8696,NA
"Species","s__Salmonella sp. 32010601201600067SM",24,0,3,21,0,0.125,0.875,NA
"Species","s__Salmonella sp. 32010601201800023SM",41,0,5,36,0,0.122,0.878,NA
"Species","s__Salmonella sp. 32010601201800030SM",12,0,3,9,0,0.25,0.75,NA
"Species","s__Salmonella sp. 32011103201800031SM",52,0,5,47,0,0.0962,0.9038,NA
"Species","s__Salmonella sp. 32011103201800106SM",12,0,3,9,0,0.25,0.75,NA
"Species","s__Salmonella sp. 32011401-201800074SM",12,0,3,9,0,0.25,0.75,NA
"Species","s__Salmonella sp. 32011401201800036SM",53,0,5,48,0,0.0943,0.9057,NA
"Species","s__Salmonella sp. 32011501201800079SM",6,0,1,5,0,0.1667,0.8333,NA
"Species","s__Salmonella sp. 32011602201600097SM",6,0,1,5,0,0.1667,0.8333,NA
"Species","s__Salmonella sp. 32011602201600105SM",12,0,3,9,0,0.25,0.75,NA
"Species","s__Salmonella sp. 32011602201800010SM",12,0,3,9,0,0.25,0.75,NA
"Species","s__Salmonella sp. 32011602201800014SM",12,0,3,9,0,0.25,0.75,NA
"Species","s__Salmonella sp. 32011801201800027SM",53,0,5,48,0,0.0943,0.9057,NA
"Species","s__Salmonella sp. 32020114201800008SM",28,0,0,28,0,0,1,NA
"Species","s__Salmonella sp. 32020201-2017-00050-FB-01-SM-01",11,0,1,10,0,0.0909,0.9091,NA
"Species","s__Salmonella sp. 32020210201800012SM",28,0,3,25,0,0.1071,0.8929,NA
"Species","s__Salmonella sp. 32020501-2015-00069-FB-01-SM-01",28,0,4,24,0,0.1429,0.8571,NA
"Species","s__Salmonella sp. 32020501-2019-00039",28,0,3,25,0,0.1071,0.8929,NA
"Species","s__Salmonella sp. 32020501-2019-00040",12,0,3,9,0,0.25,0.75,NA
"Species","s__Salmonella sp. 32020501-2019-00041",23,0,4,19,0,0.1739,0.8261,NA
"Species","s__Salmonella sp. 32020501-2019-00044",12,0,3,9,0,0.25,0.75,NA
"Species","s__Salmonella sp. 32020501-2019-00050",36,0,8,28,0,0.2222,0.7778,NA
"Species","s__Salmonella sp. 32020501-2019-00052",12,0,3,9,0,0.25,0.75,NA
"Species","s__Salmonella sp. 32020509201800054SM",12,0,3,9,0,0.25,0.75,NA
"Species","s__Salmonella sp. 32020509201800068SM",12,0,3,9,0,0.25,0.75,NA
"Species","s__Salmonella sp. 32020512-2019-00017",12,0,3,9,0,0.25,0.75,NA
"Species","s__Salmonella sp. 32020614-2019-00048",33,0,0,33,0,0,1,NA
"Species","s__Salmonella sp. 32021105201800037SM",12,0,3,9,0,0.25,0.75,NA
"Species","s__Salmonella sp. 32031101201600128SM",11,0,1,10,0,0.0909,0.9091,NA
"Species","s__Salmonella sp. 32031103-2018-00083-FB-01-SM-01",21,0,9,12,0,0.4286,0.5714,NA
"Species","s__Salmonella sp. 32031103-2018-0023-FB-01-SM-01",28,0,3,25,0,0.1071,0.8929,NA
"Species","s__Salmonella sp. 3203110320150095SM",41,0,4,37,0,0.0976,0.9024,NA
